dateTime,luminance,voltage,raw
2022-03-25 19:30:58.577114,64.13,0.23,47
2022-03-25 19:31:10.596601,64.13,0.23,47
2022-03-25 19:31:22.615833,64.13,0.23,47
2022-03-25 19:31:34.649857,64.13,0.23,47
2022-03-25 19:31:46.669033,64.13,0.23,47
2022-03-25 19:31:58.688001,63.01,0.22,46
2022-03-25 19:32:10.722562,63.01,0.22,46
2022-03-25 19:32:22.741487,64.13,0.23,47
2022-03-25 19:32:34.760601,63.01,0.22,46
2022-03-25 19:32:46.795200,64.13,0.23,47
2022-03-25 19:32:58.814296,65.25,0.23,48
2022-03-25 19:33:10.833360,65.25,0.23,48
2022-03-25 19:33:22.852462,64.13,0.23,47
2022-03-25 19:33:34.886892,64.13,0.23,47
2022-03-25 19:33:46.905942,64.13,0.23,47
2022-03-25 19:33:58.925110,64.13,0.23,47
2022-03-25 19:34:10.944121,64.13,0.23,47
2022-03-25 19:34:22.963135,63.01,0.22,46
2022-03-25 19:34:34.997756,65.25,0.23,48
2022-03-25 19:34:47.016675,65.25,0.23,48
2022-03-25 19:34:59.036044,64.13,0.23,47
2022-03-25 19:35:11.070412,64.13,0.23,47
2022-03-25 19:35:23.089613,64.13,0.23,47
2022-03-25 19:35:35.108589,65.25,0.23,48
2022-03-25 19:35:47.143032,61.89,0.22,45
2022-03-25 19:35:59.162061,63.01,0.22,46
2022-03-25 19:36:11.181112,63.01,0.22,46
2022-03-25 19:36:23.200195,65.25,0.23,48
2022-03-25 19:36:35.219369,65.25,0.23,48
2022-03-25 19:36:47.253680,65.25,0.23,48
2022-03-25 19:36:59.272775,65.25,0.23,48
2022-03-25 19:37:11.291930,65.25,0.23,48
2022-03-25 19:37:23.326387,64.13,0.23,47
2022-03-25 19:37:35.345547,64.13,0.23,47
2022-03-25 19:37:47.364742,64.13,0.23,47
2022-03-25 19:37:59.399225,64.13,0.23,47
2022-03-25 19:38:11.418281,63.01,0.22,46
2022-03-25 19:38:23.437685,64.13,0.23,47
2022-03-25 19:38:35.471821,64.13,0.23,47
2022-03-25 19:38:47.490926,63.01,0.22,46
2022-03-25 19:38:59.510011,64.13,0.23,47
2022-03-25 19:39:11.529340,64.13,0.23,47
2022-03-25 19:39:23.547996,64.13,0.23,47
2022-03-25 19:39:35.582591,65.25,0.23,48
2022-03-25 19:39:47.601582,64.13,0.23,47
2022-03-25 19:39:59.620827,63.01,0.22,46
2022-03-25 19:40:11.640035,65.25,0.23,48
2022-03-25 19:40:23.659215,65.25,0.23,48
2022-03-25 19:40:35.693216,65.25,0.23,48
2022-03-25 19:40:47.712472,65.25,0.23,48
2022-03-25 19:40:59.731349,65.25,0.23,48
2022-03-25 19:41:11.765993,64.13,0.23,47
2022-03-25 19:41:23.785255,63.01,0.22,46
2022-03-25 19:41:35.819753,65.25,0.23,48
2022-03-25 19:41:47.838744,64.13,0.23,47
2022-03-25 19:41:59.857947,64.13,0.23,47
2022-03-25 19:42:11.876961,65.25,0.23,48
2022-03-25 19:42:23.911377,64.13,0.23,47
2022-03-25 19:42:35.930468,63.01,0.22,46
2022-03-25 19:42:47.949625,64.13,0.23,47
2022-03-25 19:42:59.968688,61.89,0.22,45
2022-03-25 19:43:12.003174,64.13,0.23,47
2022-03-25 19:43:24.022270,64.13,0.23,47
2022-03-25 19:43:36.041246,64.13,0.23,47
2022-03-25 19:43:48.060321,64.13,0.23,47
2022-03-25 19:44:00.094895,64.13,0.23,47
2022-03-25 19:44:12.114350,65.25,0.23,48
2022-03-25 19:44:24.133473,64.13,0.23,47
2022-03-25 19:44:36.152208,64.13,0.23,47
2022-03-25 19:44:48.186781,63.01,0.22,46
2022-03-25 19:45:00.205763,64.13,0.23,47
2022-03-25 19:45:12.224836,64.13,0.23,47
2022-03-25 19:45:24.259388,65.25,0.23,48
2022-03-25 19:45:36.278442,65.25,0.23,48
2022-03-25 19:45:48.297722,64.13,0.23,47
2022-03-25 19:46:00.316712,64.13,0.23,47
2022-03-25 19:46:12.351172,64.13,0.23,47
2022-03-25 19:46:24.370365,64.13,0.23,47
2022-03-25 19:46:36.389661,64.13,0.23,47
2022-03-25 19:46:48.423900,63.01,0.22,46
2022-03-25 19:47:00.442956,64.13,0.23,47
2022-03-25 19:47:12.461924,64.13,0.23,47
2022-03-25 19:47:24.481165,64.13,0.23,47
2022-03-25 19:47:36.500581,64.13,0.23,47
2022-03-25 19:47:48.534431,64.13,0.23,47
2022-03-25 19:48:00.553635,65.25,0.23,48
2022-03-25 19:48:12.572847,64.13,0.23,47
2022-03-25 19:48:24.607321,64.13,0.23,47
2022-03-25 19:48:36.626344,64.13,0.23,47
2022-03-25 19:48:48.645399,65.25,0.23,48
2022-03-25 19:49:00.664626,64.13,0.23,47
2022-03-25 19:49:12.699217,64.13,0.23,47
2022-03-25 19:49:24.718233,64.13,0.23,47
2022-03-25 19:49:36.737350,64.13,0.23,47
2022-03-25 19:49:48.756269,64.13,0.23,47
2022-03-25 19:50:00.790830,65.25,0.23,48
2022-03-25 19:50:12.809776,64.13,0.23,47
2022-03-25 19:50:24.829163,64.13,0.23,47
2022-03-25 19:50:36.848380,64.13,0.23,47
2022-03-25 19:50:48.867398,64.13,0.23,47
2022-03-25 19:51:00.901804,63.01,0.22,46
2022-03-25 19:51:12.920932,64.13,0.23,47
2022-03-25 19:51:24.955480,65.25,0.23,48
2022-03-25 19:51:36.974753,64.13,0.23,47
2022-03-25 19:51:49.009167,65.25,0.23,48
2022-03-25 19:52:01.028273,64.13,0.23,47
2022-03-25 19:52:13.047313,65.25,0.23,48
2022-03-25 19:52:25.066313,63.01,0.22,46
2022-03-25 19:52:37.101035,64.13,0.23,47
2022-03-25 19:52:49.120401,65.25,0.23,48
2022-03-25 19:53:01.154833,64.13,0.23,47
2022-03-25 19:53:13.173990,64.13,0.23,47
2022-03-25 19:53:25.193237,64.13,0.23,47
2022-03-25 19:53:37.227369,64.13,0.23,47
2022-03-25 19:53:49.246813,64.13,0.23,47
2022-03-25 19:54:01.265926,65.25,0.23,48
2022-03-25 19:54:13.285064,64.13,0.23,47
2022-03-25 19:54:25.319268,64.13,0.23,47
2022-03-25 19:54:37.338533,65.25,0.23,48
2022-03-25 19:54:49.357396,64.13,0.23,47
2022-03-25 19:55:01.391916,63.01,0.22,46
2022-03-25 19:55:13.410962,63.01,0.22,46
2022-03-25 19:55:25.430060,64.13,0.23,47
2022-03-25 19:55:37.464761,64.13,0.23,47
2022-03-25 19:55:49.483840,64.13,0.23,47
2022-03-25 19:56:01.518529,64.13,0.23,47
2022-03-25 19:56:13.537435,64.13,0.23,47
2022-03-25 19:56:25.556497,64.13,0.23,47
2022-03-25 19:56:37.575858,64.13,0.23,47
2022-03-25 19:56:49.594764,64.13,0.23,47
2022-03-25 19:57:01.629162,65.25,0.23,48
2022-03-25 19:57:13.648340,65.25,0.23,48
2022-03-25 19:57:25.667511,64.13,0.23,47
2022-03-25 19:57:37.701986,64.13,0.23,47
2022-03-25 19:57:49.721561,64.13,0.23,47
2022-03-25 19:58:01.740442,64.13,0.23,47
2022-03-25 19:58:13.774855,64.13,0.23,47
2022-03-25 19:58:25.793964,65.25,0.23,48
2022-03-25 19:58:37.828679,63.01,0.22,46
2022-03-25 19:58:49.847902,61.89,0.22,45
2022-03-25 19:59:01.882623,65.25,0.23,48
2022-03-25 19:59:13.901816,65.25,0.23,48
2022-03-25 19:59:25.921112,64.13,0.23,47
2022-03-25 19:59:37.940297,63.01,0.22,46
2022-03-25 19:59:49.974828,65.25,0.23,48
2022-03-25 20:00:01.993917,64.13,0.23,47
2022-03-25 20:00:14.013405,65.25,0.23,48
2022-03-25 20:00:26.047409,63.01,0.22,46
2022-03-25 20:00:38.066440,65.25,0.23,48
2022-03-25 20:00:50.085683,64.13,0.23,47
2022-03-25 20:01:02.104625,65.25,0.23,48
2022-03-25 20:01:14.139003,65.25,0.23,48
2022-03-25 20:01:26.158150,65.25,0.23,48
2022-03-25 20:01:38.177836,63.01,0.22,46
2022-03-25 20:01:50.212241,64.13,0.23,47
2022-03-25 20:02:02.231408,64.13,0.23,47
2022-03-25 20:02:14.250382,63.01,0.22,46
2022-03-25 20:02:26.284726,64.13,0.23,47
2022-03-25 20:02:38.303852,63.01,0.22,46
2022-03-25 20:02:50.323015,64.13,0.23,47
2022-03-25 20:03:02.357548,65.25,0.23,48
2022-03-25 20:03:14.376718,65.25,0.23,48
2022-03-25 20:03:26.395931,64.13,0.23,47
2022-03-25 20:03:38.430269,64.13,0.23,47
2022-03-25 20:03:50.449591,65.25,0.23,48
2022-03-25 20:04:02.468671,64.13,0.23,47
2022-03-25 20:04:14.503134,64.13,0.23,47
2022-03-25 20:04:26.522344,64.13,0.23,47
2022-03-25 20:04:38.541758,65.25,0.23,48
2022-03-25 20:04:50.560440,64.13,0.23,47
2022-03-25 20:05:02.594886,64.13,0.23,47
2022-03-25 20:05:14.614028,64.13,0.23,47
2022-03-25 20:05:26.633242,64.13,0.23,47
2022-03-25 20:05:38.652314,65.25,0.23,48
2022-03-25 20:05:50.686844,64.13,0.23,47
2022-03-25 20:06:02.705718,61.89,0.22,45
2022-03-25 20:06:14.725018,64.13,0.23,47
2022-03-25 20:06:26.744113,63.01,0.22,46
2022-03-25 20:06:38.778661,63.01,0.22,46
2022-03-25 20:06:50.797827,64.13,0.23,47
2022-03-25 20:07:02.816981,65.25,0.23,48
2022-03-25 20:07:14.851551,64.13,0.23,47
2022-03-25 20:07:26.870607,64.13,0.23,47
2022-03-25 20:07:38.889689,64.13,0.23,47
2022-03-25 20:07:50.924291,64.13,0.23,47
2022-03-25 20:08:02.943397,64.13,0.23,47
2022-03-25 20:08:14.962680,64.13,0.23,47
2022-03-25 20:08:26.981650,65.25,0.23,48
2022-03-25 20:08:39.016241,63.01,0.22,46
2022-03-25 20:08:51.035435,65.25,0.23,48
2022-03-25 20:09:03.054587,65.25,0.23,48
2022-03-25 20:09:15.088777,63.01,0.22,46
2022-03-25 20:09:27.107913,64.13,0.23,47
2022-03-25 20:09:39.126791,64.13,0.23,47
2022-03-25 20:09:51.145979,64.13,0.23,47
2022-03-25 20:10:03.165532,65.25,0.23,48
2022-03-25 20:10:15.199679,65.25,0.23,48
2022-03-25 20:10:27.218740,64.13,0.23,47
2022-03-25 20:10:39.237868,64.13,0.23,47
2022-03-25 20:10:51.272368,64.13,0.23,47
2022-03-25 20:11:03.291597,66.37,0.24,49
2022-03-25 20:11:15.326123,64.13,0.23,47
