dateTime,shuntVoltageBattery,busVoltageBattery,currentBattery,powerBattery,shuntVoltageSolar,busVoltageSolar,currentSolar,powerSolar
2022-03-25 19:10:53.487189,16.530000686645508,3.9079999923706055,162.10000610351562,658.0,-31.010000228881836,5.808000087738037,-308.8999938964844,1796.0
2022-03-25 19:19:03.912440,16.530000686645508,3.9159998893737793,169.8000030517578,666.0,-30.440000534057617,5.831999778747559,-305.3999938964844,1780.0
2022-03-25 19:19:03.912977,16.530000686645508,3.9159998893737793,169.8000030517578,666.0,-30.440000534057617,5.831999778747559,-305.3999938964844,1780.0
2022-03-25 19:29:28.296924,15.670000076293945,3.9159998893737793,163.8000030517578,642.0,-30.190000534057617,5.800000190734863,-302.3999938964844,1754.0
2022-03-25 19:34:58.624270,15.779999732971191,3.9240000247955322,154.0,610.0,-29.479999542236328,5.811999797821045,-300.5,1714.0
2022-03-25 19:34:58.625426,15.779999732971191,3.9240000247955322,154.0,610.0,-29.479999542236328,5.811999797821045,-300.5,1714.0
2022-03-25 19:43:05.036853,15.1899995803833,3.9200000762939453,145.8000030517578,574.0,-28.6200008392334,5.883999824523926,-287.29998779296875,1690.0
2022-03-25 19:43:05.038056,15.1899995803833,3.9200000762939453,145.8000030517578,574.0,-28.6200008392334,5.883999824523926,-287.29998779296875,1690.0
2022-03-25 20:00:15.159987,-20.079999923706055,3.871999979019165,-190.60000610351562,738.0,-1.149999976158142,5.992000102996826,-11.5,68.0
2022-03-25 20:11:13.548827,-18.40999984741211,3.875999927520752,-187.10000610351562,724.0,-2.200000047683716,6.116000175476074,-22.0,134.0
2022-03-25 20:22:15.323920,-17.889999389648438,3.871999979019165,-198.1999969482422,766.0,-1.8799999952316284,6.099999904632568,-18.299999237060547,112.0
2022-03-25 20:33:07.697722,-19.270000457763672,3.868000030517578,-207.8000030517578,744.0,-1.4600000381469727,6.056000232696533,-14.199999809265137,86.0
2022-03-25 20:38:53.597081,-20.219999313354492,3.868000030517578,-194.1999969482422,750.0,-1.2899999618530273,6.0320000648498535,-13.100000381469727,78.0
