dateTime,pc0_1,pc0_3,pc0_5,pc1_0,pc2_5,pc5_0,pc10_0,pm0_1,pm0_3,pm0_5,pm1_0,pm2_5,pm5_0,pm10_0
2022-03-25 19:11:11.629690,22412,10776,1198,52,16,4,0,0.0187272597104311,0.2618393301963806,0.387048602104187,0.4311619997024536,0.6437788009643555,1.104600429534912,1.104600429534912
2022-03-25 19:15:24.849177,21674,10129,1211,101,35,4,0,0.01811004988849163,0.246628999710083,0.37316232919692993,0.4579959213733673,0.9275028705596924,1.377258062362671,1.377258062362671
2022-03-25 19:22:30.282482,15983,7491,850,46,15,0,0,0.013355440460145473,0.18236728012561798,0.2711806297302246,0.30995315313339233,0.5128794312477112,0.5165334343910217,0.5165334343910217
2022-03-25 19:26:30.490558,16834,7953,905,70,36,3,0,0.014066159725189209,0.19350281357765198,0.2880588173866272,0.34727996587753296,0.8250930905342102,1.1973835229873657,1.1973835229873657
2022-03-25 19:37:04.159168,13146,6045,569,57,18,0,0,0.010984770022332668,0.14736777544021606,0.2068963646888733,0.25522932410240173,0.49827590584754944,0.49827590584754944,0.49827590584754944
2022-03-25 19:44:36.591358,15534,7570,894,51,12,0,0,0.012979949824512005,0.18377958238124847,0.27724021673202515,0.3206450343132019,0.48483535647392273,0.48483535647392273,0.48483535647392273
2022-03-25 19:50:55.028747,18007,8576,814,69,36,0,0,0.01504610013216734,0.20852935314178467,0.29361391067504883,0.3513009548187256,0.8263454437255859,0.8263454437255859,0.8263454437255859
2022-03-25 19:54:41.239832,16614,7805,816,49,12,2,0,0.01388259045779705,0.18997947871685028,0.2752521336078644,0.31685715913772583,0.47689440846443176,0.7533456087112427,0.7533456087112427
2022-03-25 19:59:02.469198,16781,8150,1055,115,49,0,0,0.014022190123796463,0.19789408147335052,0.3081584870815277,0.4049723148345947,1.054811716079712,1.054811716079712,1.054811716079712
2022-03-25 20:01:34.681025,26237,13145,1874,123,30,4,0,0.021923039108514786,0.3184840679168701,0.5143088698387146,0.6174370646476746,1.0205339193344116,1.451810359954834,1.451810359954834
2022-03-25 20:04:56.902143,18041,8494,959,59,20,6,0,0.015074550174176693,0.2067166417837143,0.306904673576355,0.35689041018486023,0.6239281892776489,1.3428266048431396,1.3428266048431396
2022-03-25 20:09:13.112196,19870,9061,990,69,22,2,0,0.01660292036831379,0.22102248668670654,0.3245041072368622,0.3823975622653961,0.6706448197364807,0.8917639851570129,0.8917639851570129
2022-03-25 20:12:08.324154,24521,11518,1249,86,36,3,0,0.020489389076828957,0.2803473174571991,0.4108160436153412,0.48316800594329834,0.9660484790802002,1.2793529033660889,1.2793529033660889
2022-03-25 20:17:10.546883,17483,8561,1070,100,42,25,0,0.014608150348067284,0.20775043964385986,0.31959712505340576,0.4035458266735077,0.9593010544776917,3.610121488571167,3.6393661499023438
2022-03-25 20:23:12.009731,24568,12469,1508,100,21,0,0,0.020528549328446388,0.30183839797973633,0.45939376950263977,0.5436081886291504,0.8221780061721802,0.8221780061721802,0.8221780061721802
2022-03-25 20:30:15.472465,24399,12081,2154,138,47,2,0,0.02038715034723282,0.2929372787475586,0.5179952383041382,0.6333401203155518,1.255962610244751,1.466015338897705,1.466015338897705
2022-03-25 20:33:59.713437,17498,8584,1037,77,33,0,0,0.01462106965482235,0.20828759670257568,0.3166414797306061,0.38129207491874695,0.8203562498092651,0.8866502642631531,0.8866502642631531
2022-03-25 20:40:27.168430,25950,12164,1480,100,25,0,0,0.02168332040309906,0.29612162709236145,0.45074108242988586,0.5346897840499878,0.8676806688308716,0.9561074376106262,0.9561074376106262
