dateTime,C2H5OH,C3H8,C4H10,CH4,CO,H2,NH3,NO2
2022-03-25 19:09:37.889278,0.756384015083313,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,687.6617431640625,0.14358370006084442,4.488170623779297
2022-03-25 19:10:21.985168,0.7618387937545776,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,699.7439575195312,0.14358370006084442,4.509344577789307
2022-03-25 19:10:59.296630,0.7618387937545776,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,699.7439575195312,0.14358370006084442,4.509344577789307
2022-03-25 19:11:36.614485,0.7618387937545776,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,699.7439575195312,0.14358370006084442,4.509344577789307
2022-03-25 19:12:20.062457,0.756384015083313,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,687.6617431640625,0.14358370006084442,4.488170623779297
2022-03-25 19:13:07.557614,0.7618387937545776,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,699.7439575195312,0.14358370006084442,4.509344577789307
2022-03-25 19:13:51.632068,0.7673549652099609,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,712.0881958007812,0.14358370006084442,4.530704021453857
2022-03-25 19:14:28.955172,0.7729335427284241,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,724.701171875,0.14358370006084442,4.55225133895874
2022-03-25 19:15:06.273426,0.7673549652099609,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,712.0881958007812,0.14358370006084442,4.530704021453857
2022-03-25 19:15:49.707532,0.7618387937545776,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,699.7439575195312,0.14358370006084442,4.509344577789307
2022-03-25 19:16:37.204346,0.7618387937545776,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,699.7439575195312,0.14358370006084442,4.509344577789307
2022-03-25 19:17:21.293728,0.7618387937545776,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,699.7439575195312,0.14358370006084442,4.509344577789307
2022-03-25 19:17:58.606958,0.7618387937545776,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,699.7439575195312,0.14358370006084442,4.509344577789307
2022-03-25 19:18:35.928118,0.756384015083313,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,687.6617431640625,0.14358370006084442,4.488170623779297
2022-03-25 19:19:19.367599,0.756384015083313,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,687.6617431640625,0.14358370006084442,4.488170623779297
2022-03-25 19:20:06.863548,0.756384015083313,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,687.6617431640625,0.14358370006084442,4.488170623779297
2022-03-25 19:20:50.943087,0.756384015083313,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,687.6617431640625,0.14358370006084442,4.488170623779297
2022-03-25 19:21:28.256953,0.756384015083313,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,687.6617431640625,0.14358370006084442,4.488170623779297
2022-03-25 19:22:05.584568,0.756384015083313,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,687.6617431640625,0.14358370006084442,4.488170623779297
2022-03-25 19:22:49.024797,0.756384015083313,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,687.6617431640625,0.14358370006084442,4.488170623779297
2022-03-25 19:23:36.521164,0.7618387937545776,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,699.7439575195312,0.14358370006084442,4.509344577789307
2022-03-25 19:24:20.599514,0.756384015083313,0.6984007358551025,593.2281494140625,411.73968505859375,0.0,687.6617431640625,0.14358370006084442,4.488170623779297
