dateTime,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh  
2022-03-25 19:19:47.727922,0.04,0.00,20.57,5.93,14929.16,6368.47,192455.52,7.73
2022-03-25 19:19:57.756849,0.05,0.00,15.87,4.13,8635.17,4000.85,73619.16,5.20
2022-03-25 19:20:07.785867,0.05,0.00,16.31,4.29,9155.97,4204.82,81579.20,5.43
2022-03-25 19:20:17.814859,0.04,0.00,18.94,5.41,12979.67,5655.02,141828.56,6.82
2022-03-25 19:20:27.844138,0.04,0.00,20.23,5.79,14405.32,6178.22,180744.38,7.53
2022-03-25 19:20:37.872940,0.04,0.00,20.23,5.79,14405.32,6178.22,180744.38,7.53
2022-03-25 19:20:47.917468,0.04,0.00,20.23,5.41,12979.67,5655.02,180744.38,7.53
2022-03-25 19:20:57.946606,0.04,0.00,19.89,5.66,13906.80,5996.20,169896.95,7.34
2022-03-25 19:21:07.975972,0.05,0.00,15.65,3.97,8154.84,3811.08,69997.79,5.09
2022-03-25 19:21:18.005170,0.04,0.00,19.57,5.79,14405.32,6178.22,159838.98,7.16
2022-03-25 19:21:28.034435,0.04,0.00,19.89,5.53,13432.07,5821.94,169896.95,7.34
2022-03-25 19:21:38.063334,0.05,0.00,15.65,3.97,8154.84,3811.08,69997.79,5.09
2022-03-25 19:21:48.092810,0.04,0.00,18.94,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:21:58.121862,0.04,0.00,20.23,5.66,13906.80,5996.20,180744.38,7.53
2022-03-25 19:22:08.150685,0.04,0.00,17.54,4.75,10666.06,4786.76,106627.32,6.06
2022-03-25 19:22:18.180291,0.05,0.00,17.80,5.17,12136.65,5341.59,112721.79,6.20
2022-03-25 19:22:28.209112,0.04,0.00,19.89,5.66,13906.80,5996.20,169896.95,7.34
2022-03-25 19:22:38.253402,0.04,0.00,20.57,5.93,14929.16,6368.47,192455.52,7.73
2022-03-25 19:22:48.267212,0.05,0.00,15.65,4.05,8390.20,3904.27,69997.79,5.09
2022-03-25 19:22:58.311473,0.04,0.00,20.23,5.79,14405.32,6178.22,180744.38,7.53
2022-03-25 19:23:08.340578,0.04,0.00,20.23,5.79,14405.32,6178.22,180744.38,7.53
2022-03-25 19:23:18.369680,0.04,0.00,18.08,3.90,7928.59,3721.11,119250.13,6.35
2022-03-25 19:23:28.399017,0.04,0.00,19.25,5.29,12548.27,5495.03,150503.08,6.99
2022-03-25 19:23:38.428331,0.04,0.00,19.57,5.53,13432.07,5821.94,159838.98,7.16
2022-03-25 19:23:48.457509,0.04,0.00,20.23,5.66,13906.80,5996.20,180744.38,7.53
2022-03-25 19:23:58.486564,0.04,0.00,18.65,5.29,12548.27,5495.03,133760.59,6.65
2022-03-25 19:24:08.515476,0.04,0.00,18.65,5.17,12136.65,5341.59,133760.59,6.65
2022-03-25 19:24:18.544383,0.04,0.00,18.08,4.95,11368.20,5053.02,119250.13,6.35
2022-03-25 19:24:28.573335,0.05,0.00,16.09,4.05,8390.20,3904.27,77473.62,5.31
2022-03-25 19:24:38.617711,0.04,0.00,19.25,5.29,12548.27,5495.03,150503.08,6.99
2022-03-25 19:24:48.646924,0.04,0.00,20.57,5.93,14929.16,6368.47,192455.52,7.73
2022-03-25 19:24:58.676105,0.04,0.00,18.94,5.17,12136.65,5341.59,141828.56,6.82
2022-03-25 19:25:08.705061,0.04,0.00,19.25,5.41,12979.67,5655.02,150503.08,6.99
2022-03-25 19:25:18.734339,0.04,0.00,19.57,5.53,13432.07,5821.94,159838.98,7.16
2022-03-25 19:25:28.763651,0.04,0.00,19.25,5.53,13432.07,5821.94,150503.08,6.99
2022-03-25 19:25:38.792494,0.05,0.00,15.44,4.05,8390.20,3904.27,66592.91,4.99
2022-03-25 19:25:48.821641,0.04,0.00,19.57,5.41,12979.67,5655.02,159838.98,7.16
2022-03-25 19:25:58.850593,0.04,0.00,19.57,5.29,12548.27,5495.03,159838.98,7.16
2022-03-25 19:26:08.879784,0.05,0.00,14.47,3.63,7106.26,3390.74,52325.13,4.52
2022-03-25 19:26:18.908840,0.04,0.00,19.89,5.53,13432.07,5821.94,169896.95,7.34
2022-03-25 19:26:28.953266,0.04,0.00,18.08,4.85,11009.32,4917.25,119250.13,6.35
2022-03-25 19:26:38.982472,0.04,0.00,18.94,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:26:49.011764,0.04,0.00,19.25,5.66,13906.80,5996.20,150503.08,6.99
2022-03-25 19:26:59.040696,0.04,0.00,19.89,5.53,13432.07,5821.94,169896.95,7.34
2022-03-25 19:27:09.070047,0.04,0.00,19.57,5.53,13432.07,5821.94,159838.98,7.16
2022-03-25 19:27:19.099247,0.05,0.00,16.31,4.29,9155.97,4204.82,81579.20,5.43
2022-03-25 19:27:29.128621,0.04,0.00,19.57,5.29,12548.27,5495.03,159838.98,7.16
2022-03-25 19:27:39.157838,0.04,0.00,20.93,5.79,14405.32,6178.22,205113.42,7.94
2022-03-25 19:27:49.186931,0.05,0.00,15.87,4.05,8390.20,3904.27,73619.16,5.20
2022-03-25 19:27:59.216113,0.04,0.00,20.23,5.66,13906.80,5996.20,180744.38,7.53
2022-03-25 19:28:09.245033,0.04,0.00,17.80,4.95,11368.20,5053.02,112721.79,6.20
2022-03-25 19:28:19.274006,0.04,0.00,18.65,5.17,12136.65,5341.59,133760.59,6.65
2022-03-25 19:28:29.318421,0.04,0.00,18.94,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:28:39.347485,0.04,0.00,19.57,5.29,12548.27,5495.03,159838.98,7.16
2022-03-25 19:28:49.376712,0.04,0.00,18.94,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:28:59.405831,0.05,0.00,16.09,4.29,9155.97,4204.82,77473.62,5.31
2022-03-25 19:29:09.434849,0.04,0.00,19.89,5.66,13906.80,5996.20,169896.95,7.34
2022-03-25 19:29:19.464146,0.04,0.00,19.57,5.41,12979.67,5655.02,159838.98,7.16
2022-03-25 19:29:29.492650,0.05,0.00,16.09,4.29,9155.97,4204.82,77473.62,5.31
2022-03-25 19:29:39.522150,0.04,0.00,20.57,5.79,14405.32,6178.22,192455.52,7.73
2022-03-25 19:29:49.551058,0.04,0.00,18.65,5.17,12136.65,5341.59,133760.59,6.65
