dateTime,cloudPecentage,allRed,allGreen,allBlue,skyRed,skyGreen,skyBlue,cloudRed,cloudGreen,cloudBlue
2022-03-25 19:10:06.059889,98.689453125,116.93575520833333,115.854345703125,126.735751953125,68.12096373571784,81.49776453055142,122.2414307004471,117.58399137129173,116.31058402105721,126.79543430505254
2022-03-25 19:12:05.850741,98.17024739583333,117.07641276041667,115.316552734375,128.534404296875,67.8667496886675,79.2906956057641,121.18804483188045,117.99361029779925,115.98802303873943,128.67132990029145
2022-03-25 19:14:05.241557,98.724609375,117.32608723958333,115.52027994791666,126.63916341145833,69.37595712098009,82.36115364982133,123.27514037774375,117.94553913519431,115.94865174985657,126.68262211407205
2022-03-25 19:16:05.968199,98.7294921875,117.38696940104167,115.48244791666667,126.5749609375,69.57878554957725,82.42300794260825,123.41301562900333,118.00219257031887,115.90787577852731,126.61565066584899
2022-03-25 19:18:05.994812,98.71223958333334,117.05896809895833,115.32916666666667,126.36610677083333,69.42922143579374,82.3690596562184,123.20702730030334,117.68032673358748,115.75915104668188,126.40731885874082
2022-03-25 19:20:04.576501,98.7880859375,117.096435546875,114.84021809895833,126.12891276041667,69.52994896588773,82.00456621004567,123.47864625302175,117.67997245260761,115.24303983497926,126.16142574231326
2022-03-25 19:22:05.577791,98.1953125,116.11063802083333,114.59201822916667,127.34864908854166,67.83044733044733,79.47871572871573,120.91540404040404,116.99795793884425,115.23734982894423,127.46688280690589
2022-03-25 19:24:05.936701,98.25520833333333,115.58654622395834,114.61154296875,127.17611979166666,67.89179104477611,79.82555970149254,121.21473880597014,116.43349787967135,115.2292638483965,127.28198051948051
2022-03-25 19:26:05.379933,98.79166666666667,116.10625651041667,114.49642578125,124.96411458333333,68.41514008620689,81.50107758620689,121.67672413793103,116.6895725695909,114.89999604597216,125.00432307043441
2022-03-25 19:28:05.805831,97.73893229166667,113.22516276041667,114.45640625,126.35672526041667,63.19896343219119,79.17146559170746,117.12841923409157,114.38245618709493,115.27267913166853,126.57021055506338
2022-03-25 19:30:05.555533,98.28645833333334,114.45861653645834,113.78609049479167,125.98704752604166,67.74012158054711,79.45801671732522,120.01139817629179,115.2731141698903,114.38457156483493,126.0912279423454
2022-03-25 19:32:05.467213,99.03450520833333,119.81527669270834,119.30114908854166,130.25802734375,74.52157788267026,87.11766689143627,126.32501685772084,120.25684834699607,119.61490826140405,130.296370556874
2022-03-25 19:34:04.508896,98.36002604166667,117.69332682291666,119.0162109375,130.0911328125,71.00516077808655,87.03314807463279,123.12882096069869,118.47176680059042,119.5494701517729,130.2072166586136
2022-03-25 19:36:05.818909,98.56022135416667,117.82759440104167,117.98727213541666,129.156708984375,72.33461451503504,86.4729821388198,123.68053357449695,118.49216089729404,118.44763637924942,129.23670556217942
2022-03-25 19:38:04.357908,98.4150390625,117.17,118.21117838541667,129.39398763020833,71.81474635448757,87.82193468884782,123.58677346477717,117.9004402459556,118.70059305860133,129.48751203151514
2022-03-25 19:40:03.623773,99.1474609375,118.15033203125,117.59109700520834,128.83565755208335,75.58571974035891,86.87857961053837,125.19778541428026,118.5163322728601,117.85518466352136,128.86693851553446
2022-03-25 19:42:05.909716,98.66666666666667,116.62231119791667,117.73237955729167,128.11023763020833,72.477294921875,88.42919921875,123.755126953125,117.21886547191723,118.12836848078547,128.16909047719594
2022-03-25 19:44:05.312555,99.28743489583334,117.593515625,116.999091796875,127.92287434895833,76.52855185015989,87.92370945637278,126.46916400182732,117.88823026054799,117.20775972014124,127.93330732334243
2022-03-25 19:46:05.120947,98.71842447916667,117.140400390625,116.51787760416667,129.20917317708333,75.8747777495555,87.0756921513843,125.78892557785116,117.6761161104388,116.90009991327659,129.25357527954284
2022-03-25 19:50:05.915427,98.23795572916667,114.61496744791667,115.70770182291666,127.55443033854166,72.3548863846296,87.3652318492518,123.7044152965084,115.37296503825546,116.21606629841577,127.6234861011243
2022-03-25 19:52:04.232209,99.54622395833333,120.614609375,120.11499674479167,133.29229166666667,80.14992826398853,91.02797704447633,129.9426111908178,120.79906542056075,120.24758834032033,133.30756100272723
2022-03-25 19:54:05.566795,99.21549479166667,118.82029622395834,120.06807942708333,131.61908854166666,77.33485477178424,92.62406639004149,128.10207468879668,119.14832507628203,120.28508153154631,131.64689786410315
2022-03-25 19:56:05.860105,99.76497395833334,119.94154296875,118.91894856770833,130.98867838541668,79.76177285318559,90.0207756232687,130.42382271468145,120.03619835681518,118.98702680127121,130.9900090707979
2022-03-25 20:00:04.401157,99.38313802083333,117.74118815104167,117.18513997395833,130.39431640625,79.11345646437995,89.85593667546173,128.41741424802112,117.98094692193052,117.35476982034359,130.4065868557672
2022-03-25 20:02:06.036263,99.70670572916667,117.69282552083334,116.57063151041666,128.612001953125,79.5305216426193,90.75693673695893,128.90788013318536,117.80508261535297,116.64656430481327,128.61113160669802
2022-03-25 20:04:05.980171,99.72135416666667,116.54962565104167,116.15108072916667,127.27190104166667,78.66471962616822,90.56308411214954,128.4392523364486,116.65548533674561,116.22257984488027,127.26863917687305
2022-03-25 20:06:05.402754,99.97005208333334,120.61708658854167,120.525478515625,132.12519205729166,80.96739130434783,88.83695652173913,133.66304347826087,120.62896440340207,120.53497141070893,132.12473136486187
2022-03-25 20:08:06.047948,99.88899739583333,118.75789713541667,120.278173828125,131.44310546875,80.1466275659824,93.85043988269794,130.27565982404693,118.8008042781864,120.30754190035162,131.44440280389364
