dateTime,luminosity,ir,full,visible,lux
2022-03-25 19:09:34.889941,2974285823,45383,65535,20152,-1.000000
2022-03-25 19:09:46.924058,2974351359,45384,65535,20151,-1.000000
2022-03-25 19:09:58.943198,2975006719,45394,65535,20141,-1.000000
2022-03-25 19:10:10.962370,2975858687,45407,65535,20128,-1.000000
2022-03-25 19:10:22.981452,2977234943,45428,65535,20107,-1.000000
2022-03-25 19:10:35.015878,2977890303,45438,65535,20097,-1.000000
2022-03-25 19:10:47.035000,2978611199,45449,65535,20086,-1.000000
2022-03-25 19:10:59.054030,2979201023,45458,65535,20077,-1.000000
2022-03-25 19:11:11.088503,2980118527,45472,65535,20063,-1.000000
2022-03-25 19:11:23.107485,2981887999,45499,65535,20036,-1.000000
2022-03-25 19:11:35.126702,2983133183,45518,65535,20017,-1.000000
2022-03-25 19:11:47.145725,2984050687,45532,65535,20003,-1.000000
2022-03-25 19:11:59.180130,2985361407,45552,65535,19983,-1.000000
2022-03-25 19:12:11.199401,2987196415,45580,65535,19955,-1.000000
2022-03-25 19:12:23.218750,2988769279,45604,65535,19931,-1.000000
2022-03-25 19:12:35.237412,2990342143,45628,65535,19907,-1.000000
2022-03-25 19:12:47.271843,2991849471,45651,65535,19884,-1.000000
2022-03-25 19:12:59.290982,2993291263,45673,65535,19862,-1.000000
2022-03-25 19:13:11.309966,2995257343,45703,65535,19832,-1.000000
2022-03-25 19:13:23.344447,2996502527,45722,65535,19813,-1.000000
2022-03-25 19:13:35.363534,2997420031,45736,65535,19799,-1.000000
2022-03-25 19:13:47.382721,2999123967,45762,65535,19773,-1.000000
2022-03-25 19:13:59.417217,3000500223,45783,65535,19752,-1.000000
2022-03-25 19:14:11.436341,3001548799,45799,65535,19736,-1.000000
2022-03-25 19:14:23.455356,3003711487,45832,65535,19703,-1.000000
2022-03-25 19:14:35.474576,3004825599,45849,65535,19686,-1.000000
2022-03-25 19:14:47.508913,3006398463,45873,65535,19662,-1.000000
2022-03-25 19:14:59.528054,3009085439,45914,65535,19621,-1.000000
2022-03-25 19:15:11.547074,3010592767,45937,65535,19598,-1.000000
2022-03-25 19:15:23.566197,3012558847,45967,65535,19568,-1.000000
2022-03-25 19:15:35.600617,3013214207,45977,65535,19558,-1.000000
2022-03-25 19:15:47.619743,3014328319,45994,65535,19541,-1.000000
2022-03-25 19:15:59.638840,3015770111,46016,65535,19519,-1.000000
2022-03-25 19:16:11.657842,3016425471,46026,65535,19509,-1.000000
2022-03-25 19:16:23.676837,3017605119,46044,65535,19491,-1.000000
2022-03-25 19:16:35.711341,3019243519,46069,65535,19466,-1.000000
2022-03-25 19:16:47.730780,3020161023,46083,65535,19452,-1.000000
2022-03-25 19:16:59.749654,3021078527,46097,65535,19438,-1.000000
2022-03-25 19:17:11.768464,3022323711,46116,65535,19419,-1.000000
