dateTime,luminosity,ir,full,visible,lux
2022-03-25 19:09:30.872340,4294967295,65535,65535,0,-1.000000
2022-03-25 19:09:40.886355,4294967295,65535,65535,0,-1.000000
2022-03-25 19:09:50.900125,4294967295,65535,65535,0,-1.000000
2022-03-25 19:10:00.928989,4294967295,65535,65535,0,-1.000000
2022-03-25 19:10:10.943286,4294967295,65535,65535,0,-1.000000
2022-03-25 19:10:20.956852,4294967295,65535,65535,0,-1.000000
2022-03-25 19:10:30.970755,4294967295,65535,65535,0,-1.000000
2022-03-25 19:10:40.984359,4294967295,65535,65535,0,-1.000000
2022-03-25 19:10:51.012936,4294967295,65535,65535,0,-1.000000
2022-03-25 19:11:01.026912,4294967295,65535,65535,0,-1.000000
2022-03-25 19:11:11.040810,4294967295,65535,65535,0,-1.000000
2022-03-25 19:11:21.054539,4294967295,65535,65535,0,-1.000000
2022-03-25 19:11:31.068014,4294967295,65535,65535,0,-1.000000
2022-03-25 19:11:41.081620,4294967295,65535,65535,0,-1.000000
2022-03-25 19:11:51.110626,4294967295,65535,65535,0,-1.000000
2022-03-25 19:12:01.124187,4294967295,65535,65535,0,-1.000000
2022-03-25 19:12:11.138352,4294967295,65535,65535,0,-1.000000
2022-03-25 19:12:21.167240,4294967295,65535,65535,0,-1.000000
2022-03-25 19:12:31.180966,4294967295,65535,65535,0,-1.000000
2022-03-25 19:12:41.210044,4294967295,65535,65535,0,-1.000000
2022-03-25 19:12:51.223838,4294967295,65535,65535,0,-1.000000
2022-03-25 19:13:01.237732,4294967295,65535,65535,0,-1.000000
2022-03-25 19:13:11.251294,4294967295,65535,65535,0,-1.000000
2022-03-25 19:13:21.280247,4294967295,65535,65535,0,-1.000000
2022-03-25 19:13:31.294304,4294967295,65535,65535,0,-1.000000
2022-03-25 19:13:41.307913,4294967295,65535,65535,0,-1.000000
2022-03-25 19:13:51.336687,4294967295,65535,65535,0,-1.000000
2022-03-25 19:14:01.350809,4294967295,65535,65535,0,-1.000000
2022-03-25 19:14:11.364569,4294967295,65535,65535,0,-1.000000
2022-03-25 19:14:21.378617,4294967295,65535,65535,0,-1.000000
2022-03-25 19:14:31.407214,4294967295,65535,65535,0,-1.000000
2022-03-25 19:14:41.421104,4294967295,65535,65535,0,-1.000000
2022-03-25 19:14:51.434861,4294967295,65535,65535,0,-1.000000
2022-03-25 19:15:01.448748,4294967295,65535,65535,0,-1.000000
2022-03-25 19:15:11.462614,4294967295,65535,65535,0,-1.000000
2022-03-25 19:15:21.491451,4294967295,65535,65535,0,-1.000000
2022-03-25 19:15:31.505257,4294967295,65535,65535,0,-1.000000
2022-03-25 19:15:41.519137,4294967295,65535,65535,0,-1.000000
2022-03-25 19:15:51.547926,4294967295,65535,65535,0,-1.000000
2022-03-25 19:16:01.561787,4294967295,65535,65535,0,-1.000000
2022-03-25 19:16:11.575578,4294967295,65535,65535,0,-1.000000
2022-03-25 19:16:21.589402,4294967295,65535,65535,0,-1.000000
2022-03-25 19:16:31.618668,4294967295,65535,65535,0,-1.000000
2022-03-25 19:16:41.632518,4294967295,65535,65535,0,-1.000000
2022-03-25 19:16:51.646382,4294967295,65535,65535,0,-1.000000
2022-03-25 19:17:01.660021,4294967295,65535,65535,0,-1.000000
2022-03-25 19:17:11.688913,4294967295,65535,65535,0,-1.000000
2022-03-25 19:17:21.702541,4294967295,65535,65535,0,-1.000000
2022-03-25 19:17:31.716389,4294967295,65535,65535,0,-1.000000
2022-03-25 19:17:41.730258,4294967295,65535,65535,0,-1.000000
2022-03-25 19:17:51.744050,4294967295,65535,65535,0,-1.000000
2022-03-25 19:18:01.772758,4294967295,65535,65535,0,-1.000000
2022-03-25 19:18:11.786817,4294967295,65535,65535,0,-1.000000
2022-03-25 19:18:21.800425,4294967295,65535,65535,0,-1.000000
2022-03-25 19:18:31.814516,4294967295,65535,65535,0,-1.000000
2022-03-25 19:18:41.843351,4294967295,65535,65535,0,-1.000000
2022-03-25 19:18:51.857253,4294967295,65535,65535,0,-1.000000
2022-03-25 19:19:01.871142,4294967295,65535,65535,0,-1.000000
2022-03-25 19:19:11.885093,4294967295,65535,65535,0,-1.000000
2022-03-25 19:19:21.913935,4294967295,65535,65535,0,-1.000000
2022-03-25 19:19:31.927796,4294967295,65535,65535,0,-1.000000
2022-03-25 19:19:41.941432,4294967295,65535,65535,0,-1.000000
2022-03-25 19:19:51.955483,4294967295,65535,65535,0,-1.000000
2022-03-25 19:20:01.984326,4294967295,65535,65535,0,-1.000000
2022-03-25 19:20:11.998325,4294967295,65535,65535,0,-1.000000
2022-03-25 19:20:22.011994,4294967295,65535,65535,0,-1.000000
2022-03-25 19:20:32.025947,4294967295,65535,65535,0,-1.000000
2022-03-25 19:20:42.054892,4294967295,65535,65535,0,-1.000000
2022-03-25 19:20:52.068677,4294967295,65535,65535,0,-1.000000
2022-03-25 19:21:02.082671,4294967295,65535,65535,0,-1.000000
2022-03-25 19:21:12.096383,4294967295,65535,65535,0,-1.000000
2022-03-25 19:21:22.125235,4294967295,65535,65535,0,-1.000000
2022-03-25 19:21:32.139159,4294967295,65535,65535,0,-1.000000
2022-03-25 19:21:42.153272,4294967295,65535,65535,0,-1.000000
2022-03-25 19:21:52.182209,4294967295,65535,65535,0,-1.000000
2022-03-25 19:22:02.196373,4294967295,65535,65535,0,-1.000000
2022-03-25 19:22:12.210258,4294967295,65535,65535,0,-1.000000
2022-03-25 19:22:22.238610,4294967295,65535,65535,0,-1.000000
2022-03-25 19:22:32.252700,4294967295,65535,65535,0,-1.000000
2022-03-25 19:22:42.266490,4294967295,65535,65535,0,-1.000000
2022-03-25 19:22:52.295400,4294967295,65535,65535,0,-1.000000
2022-03-25 19:23:02.309658,4294967295,65535,65535,0,-1.000000
2022-03-25 19:23:12.323910,4294967295,65535,65535,0,-1.000000
2022-03-25 19:23:22.352719,4294967295,65535,65535,0,-1.000000
2022-03-25 19:23:32.366472,4294967295,65535,65535,0,-1.000000
2022-03-25 19:23:42.380180,4294967295,65535,65535,0,-1.000000
2022-03-25 19:23:52.409100,4294967295,65535,65535,0,-1.000000
2022-03-25 19:24:02.423355,4294967295,65535,65535,0,-1.000000
2022-03-25 19:24:12.437180,4294967295,65535,65535,0,-1.000000
2022-03-25 19:24:22.465986,4294967295,65535,65535,0,-1.000000
2022-03-25 19:24:32.480087,4294967295,65535,65535,0,-1.000000
2022-03-25 19:24:42.494079,4294967295,65535,65535,0,-1.000000
2022-03-25 19:24:52.507861,4294967295,65535,65535,0,-1.000000
2022-03-25 19:25:02.521820,4294967295,65535,65535,0,-1.000000
2022-03-25 19:25:12.550873,4294967295,65535,65535,0,-1.000000
2022-03-25 19:25:22.564613,4294967295,65535,65535,0,-1.000000
2022-03-25 19:25:32.578527,4294967295,65535,65535,0,-1.000000
2022-03-25 19:25:42.592295,4294967295,65535,65535,0,-1.000000
2022-03-25 19:25:52.605823,4294967295,65535,65535,0,-1.000000
2022-03-25 19:26:02.634990,4294967295,65535,65535,0,-1.000000
2022-03-25 19:26:12.648869,4294967295,65535,65535,0,-1.000000
2022-03-25 19:26:22.663044,4294967295,65535,65535,0,-1.000000
2022-03-25 19:26:32.691658,4294967295,65535,65535,0,-1.000000
2022-03-25 19:26:42.705525,4294967295,65535,65535,0,-1.000000
2022-03-25 19:26:52.719487,4294967295,65535,65535,0,-1.000000
2022-03-25 19:27:02.748512,4294967295,65535,65535,0,-1.000000
2022-03-25 19:27:12.762369,4294967295,65535,65535,0,-1.000000
2022-03-25 19:27:22.776101,4294967295,65535,65535,0,-1.000000
2022-03-25 19:27:32.790314,4294967295,65535,65535,0,-1.000000
2022-03-25 19:27:42.803923,4294967295,65535,65535,0,-1.000000
2022-03-25 19:27:52.832818,4294967295,65535,65535,0,-1.000000
2022-03-25 19:28:02.846599,4294967295,65535,65535,0,-1.000000
2022-03-25 19:28:12.860521,4294967295,65535,65535,0,-1.000000
2022-03-25 19:28:22.874311,4294967295,65535,65535,0,-1.000000
2022-03-25 19:28:32.888349,4294967295,65535,65535,0,-1.000000
2022-03-25 19:28:42.902225,4294967295,65535,65535,0,-1.000000
