dateTime,Latitude,Longitude,Speed,Altitude,Course,HDOP,Year,Month,Day,Hour,Minute,Second
2022-03-25 19:13:29.476110,32.992843333,-96.757668333,0.14816000000000001,172.8,356.06,6.19,2022,3,25,19,13,26
2022-03-25 19:27:14.508318,32.992463333,-96.757856667,0.12964,222.6,346.78,1.02,2022,3,25,19,27,11
2022-03-25 19:34:15.470958,32.992498333,-96.757893333,0.22224,233.0,12.99,0.93,2022,3,25,19,34,12
2022-03-25 19:40:15.484511,32.992475,-96.757866667,0.35188,209.8,200.93,1.75,2022,3,25,19,40,12
2022-03-25 19:48:24.558291,32.99244,-96.757886667,0.50004,230.2,61.13,0.96,2022,3,25,19,48,21
2022-03-25 19:57:18.644449,32.992385,-96.758025,0.22224,254.1,320.47,1.35,2022,3,25,19,57,15
2022-03-25 20:06:22.755776,32.992401667,-96.757935,0.9074800000000001,245.8,73.4,1.06,2022,3,25,20,6,20
2022-03-25 20:15:07.870033,32.992438333,-96.757955,0.1852,242.7,282.49,1.35,2022,3,25,20,15,5
2022-03-25 20:24:26.006811,32.992408333,-96.757875,0.51856,227.3,320.77,1.19,2022,3,25,20,24,23
2022-03-25 20:32:45.130793,32.992318333,-96.757621667,0.35188,224.3,151.85,4.12,2022,3,25,20,32,42
2022-03-25 20:40:50.278408,32.992351667,-96.757891667,1.0556400000000001,238.8,279.93,1.7,2022,3,25,20,40,47
