dateTime,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh  
2022-03-25 19:09:32.252908,0.03,0.00,26.31,8.61,23971.39,9520.42,442964.84,10.90
2022-03-25 19:09:42.280639,0.03,0.00,25.25,8.36,26186.04,10262.22,517670.88,11.63
2022-03-25 19:09:52.308097,0.03,0.00,25.25,8.36,20265.53,8255.20,306927.56,9.37
2022-03-25 19:10:02.335788,0.03,0.00,26.31,7.26,20265.53,8255.20,354136.78,9.94
2022-03-25 19:10:12.378850,0.03,0.00,25.77,7.89,22961.39,9178.73,381083.03,10.25
2022-03-25 19:10:22.406216,0.03,0.00,24.26,7.67,22009.87,8854.74,354136.78,9.94
2022-03-25 19:10:32.434031,0.04,0.00,27.47,9.15,28697.41,11092.05,560821.38,12.02
2022-03-25 19:10:42.476971,0.03,0.00,20.23,5.79,14405.32,6178.22,180744.38,7.53
2022-03-25 19:10:52.504754,0.04,0.00,25.77,8.36,25044.55,9881.11,442964.84,10.90
2022-03-25 19:11:02.532369,0.04,0.00,20.23,5.79,14405.32,6178.22,180744.38,7.53
2022-03-25 19:11:12.575475,0.03,0.00,25.77,8.61,26186.04,10262.22,442964.84,10.90
2022-03-25 19:11:22.603154,0.03,0.00,25.77,8.12,23971.39,9520.42,442964.84,10.90
2022-03-25 19:11:32.630833,0.03,0.00,26.31,8.61,26186.04,10262.22,478530.22,11.26
2022-03-25 19:11:42.673778,0.03,0.00,26.31,8.61,26186.04,10262.22,478530.22,11.26
2022-03-25 19:11:52.701394,0.03,0.00,25.25,8.36,25044.55,9881.11,410594.22,10.57
2022-03-25 19:12:02.729097,0.03,0.00,24.74,8.12,23971.39,9520.42,381083.03,10.25
2022-03-25 19:12:12.756509,0.04,0.00,21.30,6.54,17313.48,7222.25,218810.33,8.15
2022-03-25 19:12:22.799452,0.03,0.00,25.25,8.12,23971.39,9520.42,410594.22,10.57
2022-03-25 19:12:32.827148,0.04,0.00,20.93,6.38,16670.12,6993.73,205113.42,7.94
2022-03-25 19:12:42.870194,0.03,0.00,28.72,9.74,31558.54,12024.23,661212.94,12.86
2022-03-25 19:12:52.897836,0.03,0.00,25.77,8.12,23971.39,9520.42,442964.84,10.90
2022-03-25 19:13:02.925561,0.03,0.00,25.77,8.61,26186.04,10262.22,442964.84,10.90
2022-03-25 19:13:12.968555,0.03,0.00,25.77,8.61,26186.04,10262.22,442964.84,10.90
2022-03-25 19:13:22.996248,0.03,0.00,25.25,8.12,23971.39,9520.42,410594.22,10.57
2022-03-25 19:13:33.023879,0.03,0.00,26.31,8.36,25044.55,9881.11,478530.22,11.26
