dateTime,powerMode
2022-03-25 19:24:51.118847,6
2022-03-25 19:25:06.110975,6
2022-03-25 19:25:11.109221,6
2022-03-25 19:35:05.391259,6
2022-03-25 19:35:10.394366,6
2022-03-25 19:35:10.394209,6
2022-03-25 19:35:25.392122,6
2022-03-25 19:35:35.397602,6
2022-03-25 19:44:57.666649,6
2022-03-25 19:45:12.667654,6
2022-03-25 19:56:11.449205,6
2022-03-25 20:17:18.974349,6
2022-03-25 20:26:39.774078,6
2022-03-25 20:38:29.056738,6
2022-03-25 20:38:49.062520,6
2022-03-25 20:38:54.060588,6
