dateTime,source,energy,distance
2022-03-25 19:09:25.731085,2,0,63
2022-03-25 19:09:25.954603,2,0,63
2022-03-25 19:09:26.178183,2,0,63
2022-03-25 19:09:26.561036,2,0,63
2022-03-25 19:09:26.752408,2,0,63
2022-03-25 19:09:27.023894,2,0,63
2022-03-25 19:09:27.423358,2,0,63
2022-03-25 19:09:27.630859,2,0,63
2022-03-25 19:09:27.758237,2,0,63
2022-03-25 19:09:28.061764,2,31,63
2022-03-25 19:09:28.317239,2,0,63
2022-03-25 19:09:28.476869,2,0,63
2022-03-25 19:09:28.780235,2,30,63
2022-03-25 19:09:29.083546,2,0,63
2022-03-25 19:09:29.258783,2,0,63
2022-03-25 19:09:29.386540,2,0,63
2022-03-25 19:09:29.594386,2,0,63
2022-03-25 19:09:29.753909,2,0,63
2022-03-25 19:09:29.897845,2,0,63
2022-03-25 19:09:30.121121,2,0,63
2022-03-25 19:09:30.248899,2,0,63
2022-03-25 19:09:30.440626,2,0,63
2022-03-25 19:09:30.855459,2,30,63
2022-03-25 19:09:31.350070,2,30,63
2022-03-25 19:09:31.541757,2,0,63
2022-03-25 19:09:31.781107,2,0,63
2022-03-25 19:09:32.132340,2,30,63
2022-03-25 19:09:32.451937,2,0,63
2022-03-25 19:09:32.579346,2,0,63
2022-03-25 19:09:32.787283,2,30,63
2022-03-25 19:09:33.090311,2,0,63
2022-03-25 19:09:33.202436,2,0,63
2022-03-25 19:09:33.457801,2,0,63
2022-03-25 19:09:33.681234,2,31,63
2022-03-25 19:09:34.032159,2,31,63
2022-03-25 19:09:34.271717,2,0,63
2022-03-25 19:09:34.367835,2,0,63
2022-03-25 19:09:34.527404,2,0,63
2022-03-25 19:09:34.750940,2,0,63
2022-03-25 19:09:35.165681,2,30,63
2022-03-25 19:09:35.501060,2,30,63
2022-03-25 19:09:35.884523,2,30,63
2022-03-25 19:09:35.996265,2,0,63
2022-03-25 19:09:36.251387,2,30,63
2022-03-25 19:09:36.475149,2,0,63
2022-03-25 19:09:37.002077,2,0,63
2022-03-25 19:09:37.129829,2,0,63
2022-03-25 19:09:37.480963,2,0,63
2022-03-25 19:09:37.704480,2,0,63
2022-03-25 19:09:37.943929,2,30,63
2022-03-25 19:09:38.262984,2,0,63
2022-03-25 19:09:38.630164,2,31,63
2022-03-25 19:09:38.773861,2,0,63
2022-03-25 19:09:39.109447,2,0,63
2022-03-25 19:09:39.284690,2,0,63
2022-03-25 19:09:39.683824,2,0,63
2022-03-25 19:09:39.939375,2,31,63
2022-03-25 19:09:40.051272,2,0,63
2022-03-25 19:09:40.370305,2,30,63
2022-03-25 19:09:41.647857,2,0,63
2022-03-25 19:09:42.030648,2,0,63
2022-03-25 19:09:42.557776,2,31,63
2022-03-25 19:09:42.701022,2,0,63
2022-03-25 19:09:43.195882,2,0,63
2022-03-25 19:09:43.483692,2,30,63
2022-03-25 19:09:43.706935,2,0,63
2022-03-25 19:09:44.010401,2,0,63
2022-03-25 19:09:44.169939,2,0,63
2022-03-25 19:09:44.569175,2,30,63
2022-03-25 19:09:45.000345,2,0,63
2022-03-25 19:09:45.383273,2,0,63
2022-03-25 19:09:45.479089,2,0,63
2022-03-25 19:09:45.958105,2,0,63
2022-03-25 19:09:46.149726,2,0,63
2022-03-25 19:09:46.405304,2,30,63
2022-03-25 19:09:46.883936,2,30,63
2022-03-25 19:09:46.980271,2,0,63
2022-03-25 19:09:47.331095,2,0,63
2022-03-25 19:09:47.905949,2,0,63
2022-03-25 19:09:48.033731,2,0,63
2022-03-25 19:09:48.257059,2,0,63
2022-03-25 19:09:48.416835,2,0,63
2022-03-25 19:09:49.215131,2,30,63
2022-03-25 19:09:49.438199,2,0,63
2022-03-25 19:09:49.661755,2,0,63
2022-03-25 19:09:49.996936,2,0,63
2022-03-25 19:09:50.444141,2,0,63
2022-03-25 19:09:50.747443,2,30,63
2022-03-25 19:09:50.987029,2,0,63
2022-03-25 19:09:51.306414,2,0,63
2022-03-25 19:09:51.450323,2,0,63
2022-03-25 19:09:51.625651,2,0,63
2022-03-25 19:09:51.849011,2,0,63
2022-03-25 19:09:52.264204,2,0,63
2022-03-25 19:09:52.711579,2,0,63
2022-03-25 19:09:52.855202,2,0,63
2022-03-25 19:09:52.998524,2,0,63
2022-03-25 19:09:53.206261,2,30,63
2022-03-25 19:09:53.350140,2,0,63
2022-03-25 19:09:53.764798,2,30,63
2022-03-25 19:09:54.212045,2,0,63
2022-03-25 19:09:55.074037,2,0,63
2022-03-25 19:09:55.313905,2,0,63
2022-03-25 19:09:55.441288,2,0,63
2022-03-25 19:09:55.792498,2,0,63
2022-03-25 19:09:56.064055,2,30,63
2022-03-25 19:09:56.479208,2,30,63
2022-03-25 19:09:56.798476,2,30,63
2022-03-25 19:09:56.974134,2,0,63
2022-03-25 19:09:57.165468,2,0,63
2022-03-25 19:09:57.293582,2,0,63
2022-03-25 19:09:57.564716,2,0,63
2022-03-25 19:09:58.315321,2,0,63
2022-03-25 19:09:58.777838,2,0,63
2022-03-25 19:09:58.937737,2,0,63
2022-03-25 19:09:59.177192,2,30,63
2022-03-25 19:09:59.384580,2,0,63
2022-03-25 19:09:59.480258,2,0,63
2022-03-25 19:09:59.815730,2,0,63
2022-03-25 19:10:00.119261,2,30,63
2022-03-25 19:10:00.294766,2,0,63
2022-03-25 19:10:00.454473,2,0,63
2022-03-25 19:10:00.837739,2,30,63
2022-03-25 19:10:01.140982,2,30,63
2022-03-25 19:10:01.747713,2,30,63
2022-03-25 19:10:01.986963,2,30,63
2022-03-25 19:10:02.482130,2,0,63
2022-03-25 19:10:02.689530,2,0,63
2022-03-25 19:10:03.008707,2,30,63
2022-03-25 19:10:03.328285,2,0,63
2022-03-25 19:10:03.631414,2,31,63
2022-03-25 19:10:03.743270,2,0,63
2022-03-25 19:10:04.046249,2,30,63
2022-03-25 19:10:04.173965,2,0,63
2022-03-25 19:10:04.589364,2,31,63
2022-03-25 19:10:04.908702,2,30,63
2022-03-25 19:10:05.147971,2,30,63
2022-03-25 19:10:05.483556,2,0,63
2022-03-25 19:10:06.105681,2,30,63
2022-03-25 19:10:06.361172,2,30,63
2022-03-25 19:10:06.632897,2,30,63
2022-03-25 19:10:06.744661,2,0,63
2022-03-25 19:10:07.351270,2,30,63
2022-03-25 19:10:07.606680,2,30,63
2022-03-25 19:10:08.133487,2,31,63
2022-03-25 19:10:08.772185,2,30,63
2022-03-25 19:10:09.027911,2,30,63
2022-03-25 19:10:09.139907,2,0,63
2022-03-25 19:10:09.267586,2,0,63
2022-03-25 19:10:09.394973,2,0,63
2022-03-25 19:10:09.762503,2,30,63
2022-03-25 19:10:10.145520,2,30,63
2022-03-25 19:10:10.273166,2,0,63
2022-03-25 19:10:10.608789,2,0,63
2022-03-25 19:10:10.816461,2,30,63
2022-03-25 19:10:10.991697,2,0,63
2022-03-25 19:10:11.135811,2,0,63
2022-03-25 19:10:11.391073,2,30,63
2022-03-25 19:10:11.630820,2,30,63
2022-03-25 19:10:11.758634,2,0,63
2022-03-25 19:10:12.476901,2,0,63
2022-03-25 19:10:12.780662,2,30,63
2022-03-25 19:10:13.019581,2,0,63
2022-03-25 19:10:13.195123,2,0,63
2022-03-25 19:10:13.434652,2,0,63
2022-03-25 19:10:13.546571,2,0,63
2022-03-25 19:10:13.690464,2,0,63
2022-03-25 19:10:14.280962,2,0,63
2022-03-25 19:10:14.536343,2,30,63
2022-03-25 19:10:14.903570,2,30,63
2022-03-25 19:10:15.127052,2,30,63
2022-03-25 19:10:15.254951,2,0,63
2022-03-25 19:10:15.350726,2,0,63
2022-03-25 19:10:15.861318,2,30,63
2022-03-25 19:10:16.084974,2,30,63
2022-03-25 19:10:16.388290,2,30,63
2022-03-25 19:10:16.643966,2,0,63
2022-03-25 19:10:17.122721,2,0,63
2022-03-25 19:10:18.240607,2,30,63
2022-03-25 19:10:18.527946,2,31,63
2022-03-25 19:10:18.910762,2,30,63
2022-03-25 19:10:19.868697,2,30,63
2022-03-25 19:10:20.220400,2,30,63
