dateTime,powerMode
2022-03-25 19:17:04.014500,6
2022-03-25 19:25:43.351417,6
2022-03-25 19:34:17.693856,6
2022-03-25 19:42:52.014579,6
2022-03-25 19:43:07.010474,6
2022-03-25 19:43:47.012691,6
2022-03-25 19:43:57.017885,6
2022-03-25 19:52:15.318074,6
2022-03-25 20:00:24.620699,6
2022-03-25 20:08:39.913446,6
2022-03-25 20:08:44.910797,6
2022-03-25 20:17:44.250010,6
2022-03-25 20:26:56.580771,6
2022-03-25 20:34:48.950333,6
2022-03-25 20:43:09.339740,6
