dateTime,Latitude,Longitude,Speed,Altitude,Course,HDOP,Year,Month,Day,Hour,Minute,Second
2022-03-25 19:09:57.300061,32.992405,-96.757786667,0.22224,217.6,334.84,1.36,2022,3,25,19,9,54
2022-03-25 19:18:53.805846,32.992488333,-96.757771667,0.40744,192.5,358.07,1.52,2022,3,25,19,18,51
2022-03-25 19:29:25.345638,32.992473333,-96.75776,0.24076,209.8,187.59,1.12,2022,3,25,19,29,22
2022-03-25 19:39:26.879360,32.992275,-96.757826667,0.07408000000000001,255.6,102.35,1.32,2022,3,25,19,39,24
2022-03-25 19:48:31.410931,32.992415,-96.757785,0.037040000000000003,225.1,101.33,0.94,2022,3,25,19,48,28
2022-03-25 19:59:10.930712,32.992426667,-96.757843333,0.037040000000000003,223.7,271.12,1.21,2022,3,25,19,59,8
2022-03-25 20:08:06.422767,32.992393333,-96.757771667,0.018520000000000002,228.0,0.0,0.91,2022,3,25,20,8,3
2022-03-25 20:08:06.423424,32.992393333,-96.757771667,0.018520000000000002,228.0,0.0,0.91,2022,3,25,20,8,3
2022-03-25 20:19:50.913714,32.99244,-96.757811667,0.037040000000000003,234.6,222.54,0.97,2022,3,25,20,19,48
2022-03-25 20:28:54.437118,32.992391667,-96.757813333,0.018520000000000002,237.2,0.0,1.14,2022,3,25,20,28,51
2022-03-25 20:39:05.997495,32.992405,-96.757841667,0.05556,233.6,238.58,0.95,2022,3,25,20,39,3
