dateTime,timestamp,latitudeCoordinate,longitudeCoordinate,latitude,latitudeDirection,longitude,longitudeDirection,gpsQuality,numberOfSatellites,HorizontalDilution,altitude,altitudeUnits,undulation,undulationUnits,age,stationID
2022-03-25 19:09:29.094382,19:09:29,32.5132525,-96.94127766666666,3230.79515,N,09656.47666,W,2,11,0.99,232.6,M,-25.0,M,,0000
2022-03-25 19:09:32.092185,19:09:32,32.513249,-96.94128,3230.79494,N,09656.47680,W,2,11,0.99,233.0,M,-25.0,M,,0000
2022-03-25 19:09:35.094852,19:09:35,32.513246,-96.94128216666668,3230.79476,N,09656.47693,W,2,11,0.99,233.2,M,-25.0,M,,0000
2022-03-25 19:09:38.095100,19:09:38,32.51324116666667,-96.94128549999999,3230.79447,N,09656.47713,W,2,11,0.99,233.2,M,-25.0,M,,0000
2022-03-25 19:09:41.093998,19:09:41,32.513238,-96.94128883333333,3230.79428,N,09656.47733,W,2,11,1.10,233.0,M,-25.0,M,,0000
2022-03-25 19:09:44.099178,19:09:44,32.51323266666667,-96.94129283333332,3230.79396,N,09656.47757,W,2,11,0.99,232.7,M,-25.0,M,,0000
2022-03-25 19:09:47.101917,19:09:47,32.51322966666667,-96.94129566666668,3230.79378,N,09656.47774,W,2,11,0.99,232.5,M,-25.0,M,,0000
2022-03-25 19:09:50.092335,19:09:50,32.5132275,-96.94129849999999,3230.79365,N,09656.47791,W,2,11,0.99,232.5,M,-25.0,M,,0000
2022-03-25 19:09:53.095448,19:09:53,32.513226833333334,-96.941298,3230.79361,N,09656.47788,W,2,11,1.10,231.8,M,-25.0,M,,0000
2022-03-25 19:09:56.097196,19:09:56,32.51322666666667,-96.94129666666667,3230.79360,N,09656.47780,W,2,11,1.10,231.1,M,-25.0,M,,0000
2022-03-25 19:09:59.092345,19:09:59,32.5132255,-96.94129583333333,3230.79353,N,09656.47775,W,2,11,1.10,230.6,M,-25.0,M,,0000
2022-03-25 19:10:02.095888,19:10:02,32.51322566666667,-96.94129483333333,3230.79354,N,09656.47769,W,2,11,1.10,229.9,M,-25.0,M,,0000
2022-03-25 19:10:05.094034,19:10:05,32.513226,-96.94129399999998,3230.79356,N,09656.47764,W,2,10,1.10,229.2,M,-25.0,M,,0000
2022-03-25 19:10:08.093251,19:10:08,32.5132275,-96.94129283333332,3230.79365,N,09656.47757,W,2,10,1.10,228.5,M,-25.0,M,,0000
2022-03-25 19:10:11.093280,19:10:11,32.513228000000005,-96.94129333333333,3230.79368,N,09656.47760,W,2,10,1.10,228.6,M,-25.0,M,,0000
2022-03-25 19:10:14.100599,19:10:14,32.51322783333333,-96.94129333333333,3230.79367,N,09656.47760,W,2,10,1.10,228.3,M,-25.0,M,,0000
2022-03-25 19:10:17.095776,19:10:17,32.513229333333335,-96.94129233333334,3230.79376,N,09656.47754,W,2,10,1.10,228.4,M,-25.0,M,,0000
2022-03-25 19:10:20.092842,19:10:20,32.51323283333333,-96.94129133333333,3230.79397,N,09656.47748,W,2,10,1.10,228.1,M,-25.0,M,,0000
2022-03-25 19:10:23.091892,19:10:23,32.51323683333333,-96.94128966666668,3230.79421,N,09656.47738,W,2,10,1.10,227.8,M,-25.0,M,,0000
2022-03-25 19:10:26.095496,19:10:26,32.51324283333334,-96.94128733333334,3230.79457,N,09656.47724,W,2,10,1.10,228.1,M,-25.0,M,,0000
2022-03-25 19:10:29.094948,19:10:29,32.51324533333333,-96.94128666666666,3230.79472,N,09656.47720,W,2,10,1.10,228.4,M,-25.0,M,,0000
2022-03-25 19:10:32.096031,19:10:32,32.513245,-96.94128783333332,3230.79470,N,09656.47727,W,2,11,0.99,228.6,M,-25.0,M,,0000
2022-03-25 19:10:35.096414,19:10:35,32.51324366666667,-96.94129,3230.79462,N,09656.47740,W,2,11,0.99,229.0,M,-25.0,M,,0000
2022-03-25 19:10:38.097792,19:10:38,32.5132435,-96.94129149999999,3230.79461,N,09656.47749,W,2,11,0.99,229.4,M,-25.0,M,,0000
