dateTime,cloudPecentage,allRed,allGreen,allBlue,skyRed,skyGreen,skyBlue,cloudRed,cloudGreen,cloudBlue
2022-03-25 19:10:05.700575,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
2022-03-25 19:12:06.102042,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
2022-03-25 19:18:05.472975,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
2022-03-25 19:20:06.338293,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
2022-03-25 19:22:06.110529,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
2022-03-25 19:24:04.397997,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
2022-03-25 19:26:05.841291,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
2022-03-25 19:30:05.492431,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
2022-03-25 19:32:05.847614,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
2022-03-25 19:34:05.411150,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
2022-03-25 19:38:06.137887,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
2022-03-25 19:40:05.939347,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
2022-03-25 19:42:04.453009,100.0,230.73793619791667,228.96295572916668,223.73854817708335,-1,-1,-1,230.73793619791667,228.96295572916668,223.73854817708335
