dateTime,lightLevel
2022-03-25 19:09:35.890159,734
2022-03-25 19:09:52.889483,732
2022-03-25 19:10:09.888971,733
2022-03-25 19:10:26.889145,733
2022-03-25 19:10:43.889119,733
2022-03-25 19:11:00.889842,733
2022-03-25 19:11:17.889201,733
2022-03-25 19:11:34.889305,733
2022-03-25 19:11:51.889259,733
2022-03-25 19:12:08.889572,734
2022-03-25 19:12:25.889577,733
2022-03-25 19:12:42.889813,733
2022-03-25 19:12:59.889811,733
2022-03-25 19:13:16.889532,733
2022-03-25 19:13:33.889831,734
2022-03-25 19:13:50.889474,733
2022-03-25 19:14:07.874743,733
2022-03-25 19:14:24.874355,733
2022-03-25 19:14:41.873986,733
2022-03-25 19:14:58.873812,732
2022-03-25 19:15:15.874044,733
2022-03-25 19:15:32.874445,733
2022-03-25 19:15:49.874100,733
2022-03-25 19:16:06.874088,733
2022-03-25 19:16:23.858835,733
2022-03-25 19:16:40.858576,733
2022-03-25 19:16:57.858235,733
2022-03-25 19:17:14.858029,733
2022-03-25 19:17:31.857979,732
2022-03-25 19:17:48.857703,733
2022-03-25 19:18:05.842018,733
2022-03-25 19:18:22.841959,733
2022-03-25 19:18:39.842162,732
2022-03-25 19:18:56.842077,733
2022-03-25 19:19:13.842057,733
2022-03-25 19:19:30.841849,733
2022-03-25 19:19:47.841848,732
2022-03-25 19:20:04.841919,732
2022-03-25 19:20:21.826364,732
2022-03-25 19:20:38.826575,733
2022-03-25 19:20:55.826610,732
2022-03-25 19:21:12.826902,732
2022-03-25 19:21:29.826307,732
2022-03-25 19:21:46.826194,733
2022-03-25 19:22:03.826320,733
2022-03-25 19:22:20.826422,733
2022-03-25 19:22:37.826542,732
2022-03-25 19:22:54.811615,732
2022-03-25 19:23:11.811183,732
2022-03-25 19:23:28.810489,732
2022-03-25 19:23:45.810551,732
2022-03-25 19:24:02.810640,732
2022-03-25 19:24:19.810701,731
2022-03-25 19:24:36.810101,732
2022-03-25 19:24:53.810361,731
2022-03-25 19:25:10.794817,732
2022-03-25 19:25:27.810238,732
2022-03-25 19:25:44.795080,731
2022-03-25 19:26:01.794655,731
2022-03-25 19:26:18.794661,732
2022-03-25 19:26:35.794439,730
2022-03-25 19:26:52.794351,731
2022-03-25 19:27:09.778813,731
2022-03-25 19:27:26.794333,730
2022-03-25 19:27:43.779211,730
2022-03-25 19:28:00.779229,734
2022-03-25 19:28:17.779320,735
2022-03-25 19:28:34.779354,732
2022-03-25 19:28:51.779292,734
2022-03-25 19:29:08.779413,734
2022-03-25 19:29:25.779311,733
2022-03-25 19:29:42.779340,733
2022-03-25 19:29:59.779388,733
2022-03-25 19:30:16.779276,733
2022-03-25 19:30:33.764015,734
2022-03-25 19:30:50.763671,734
2022-03-25 19:31:07.763509,733
2022-03-25 19:31:24.763927,733
2022-03-25 19:31:41.763907,734
2022-03-25 19:31:58.763269,733
2022-03-25 19:32:15.763911,732
2022-03-25 19:32:32.764412,733
2022-03-25 19:32:49.763847,734
2022-03-25 19:33:06.763897,733
2022-03-25 19:33:23.748589,733
2022-03-25 19:33:40.748847,733
2022-03-25 19:33:57.748704,732
2022-03-25 19:34:14.748107,733
2022-03-25 19:34:31.748038,733
2022-03-25 19:34:48.747679,733
2022-03-25 19:35:05.732252,733
2022-03-25 19:35:22.732198,732
2022-03-25 19:35:39.747703,733
2022-03-25 19:35:56.748197,733
2022-03-25 19:36:13.748319,732
2022-03-25 19:36:30.748307,731
2022-03-25 19:36:47.748194,734
2022-03-25 19:37:04.733051,734
2022-03-25 19:37:21.733393,734
2022-03-25 19:37:38.733297,734
2022-03-25 19:37:55.733343,734
2022-03-25 19:38:12.733477,734
2022-03-25 19:38:29.733551,735
2022-03-25 19:38:46.733255,733
2022-03-25 19:39:03.733440,734
2022-03-25 19:39:20.718232,734
2022-03-25 19:39:37.718452,733
2022-03-25 19:39:54.733360,731
2022-03-25 19:40:11.718140,739
2022-03-25 19:40:28.717664,737
2022-03-25 19:40:45.717753,739
2022-03-25 19:41:02.717706,739
2022-03-25 19:41:19.717271,738
2022-03-25 19:41:36.717161,738
2022-03-25 19:41:53.701593,738
2022-03-25 19:42:10.701450,740
2022-03-25 19:42:27.701652,737
2022-03-25 19:42:44.702058,740
2022-03-25 19:43:01.687368,738
2022-03-25 19:43:18.702541,738
2022-03-25 19:43:35.702914,739
2022-03-25 19:43:52.702896,739
2022-03-25 19:44:09.702756,739
2022-03-25 19:44:26.702903,740
2022-03-25 19:44:43.687319,738
2022-03-25 19:45:00.686818,739
2022-03-25 19:45:17.686658,740
2022-03-25 19:45:34.686302,738
2022-03-25 19:45:51.686460,741
2022-03-25 19:46:08.686567,739
2022-03-25 19:46:25.671061,739
2022-03-25 19:46:42.670614,738
2022-03-25 19:46:59.670033,738
2022-03-25 19:47:16.670346,739
2022-03-25 19:47:33.670602,739
2022-03-25 19:47:50.670498,738
2022-03-25 19:48:07.670045,740
2022-03-25 19:48:24.669814,739
2022-03-25 19:48:41.669470,740
2022-03-25 19:48:58.654093,739
2022-03-25 19:49:15.653790,739
2022-03-25 19:49:32.654632,741
2022-03-25 19:49:49.654567,742
2022-03-25 19:50:06.654565,741
2022-03-25 19:50:23.654576,740
2022-03-25 19:50:40.654212,738
2022-03-25 19:50:57.654182,739
2022-03-25 19:51:14.654347,740
2022-03-25 19:51:31.638842,741
2022-03-25 19:51:48.639111,740
2022-03-25 19:52:05.638883,739
2022-03-25 19:52:22.638487,741
2022-03-25 19:52:39.638176,740
2022-03-25 19:52:56.638235,739
2022-03-25 19:53:13.638062,739
2022-03-25 19:53:30.638050,738
2022-03-25 19:53:47.638621,741
2022-03-25 19:54:04.638345,740
2022-03-25 19:54:21.638433,739
2022-03-25 19:54:38.638350,739
2022-03-25 19:54:55.638313,740
2022-03-25 19:55:12.638391,738
2022-03-25 19:55:29.638363,740
2022-03-25 19:55:46.623197,740
2022-03-25 19:56:03.623516,740
2022-03-25 19:56:20.623872,741
2022-03-25 19:56:37.623837,739
2022-03-25 19:56:54.623889,740
2022-03-25 19:57:11.624352,739
2022-03-25 19:57:28.624778,742
2022-03-25 19:57:45.624948,742
2022-03-25 19:58:02.625366,742
2022-03-25 19:58:19.610316,740
2022-03-25 19:58:36.610217,739
2022-03-25 19:58:53.610059,740
2022-03-25 19:59:10.610219,739
2022-03-25 19:59:27.610107,740
2022-03-25 19:59:44.610117,741
2022-03-25 20:00:01.594859,738
2022-03-25 20:00:18.595127,740
2022-03-25 20:00:35.595190,739
2022-03-25 20:00:52.595095,741
2022-03-25 20:01:09.580070,739
2022-03-25 20:01:26.580275,739
2022-03-25 20:01:43.579968,740
2022-03-25 20:02:00.580409,740
2022-03-25 20:02:17.580234,740
2022-03-25 20:02:34.580666,741
2022-03-25 20:02:51.580563,739
2022-03-25 20:03:08.580915,741
2022-03-25 20:03:25.580848,740
2022-03-25 20:03:42.565825,740
2022-03-25 20:03:59.565935,741
2022-03-25 20:04:16.565477,740
2022-03-25 20:04:33.565553,740
2022-03-25 20:04:50.565922,740
2022-03-25 20:05:07.550755,739
2022-03-25 20:05:24.550897,739
2022-03-25 20:05:41.550994,739
2022-03-25 20:05:58.551273,741
2022-03-25 20:06:15.551093,740
2022-03-25 20:06:32.566375,740
2022-03-25 20:06:49.565969,740
2022-03-25 20:07:06.550702,739
2022-03-25 20:07:23.550640,740
2022-03-25 20:07:40.550885,740
2022-03-25 20:07:57.551066,739
2022-03-25 20:08:14.550842,740
2022-03-25 20:08:31.535617,740
2022-03-25 20:08:48.536034,740
2022-03-25 20:09:05.536029,740
2022-03-25 20:09:22.536138,739
2022-03-25 20:09:39.536325,740
2022-03-25 20:09:56.536403,740
2022-03-25 20:10:13.537158,739
2022-03-25 20:10:30.537625,741
2022-03-25 20:10:47.522407,740
2022-03-25 20:11:04.522333,741
2022-03-25 20:11:21.522123,740
2022-03-25 20:11:38.522169,740
2022-03-25 20:11:55.522452,739
2022-03-25 20:12:12.521983,739
2022-03-25 20:12:29.521873,740
2022-03-25 20:12:46.522305,740
2022-03-25 20:13:03.522351,739
2022-03-25 20:13:20.522135,740
2022-03-25 20:13:37.506744,739
2022-03-25 20:13:54.506790,741
2022-03-25 20:14:11.507311,741
2022-03-25 20:14:28.507627,741
2022-03-25 20:14:45.507656,740
2022-03-25 20:15:02.507396,741
2022-03-25 20:15:19.491690,740
2022-03-25 20:15:36.492157,741
2022-03-25 20:15:53.492256,741
2022-03-25 20:16:10.492232,740
2022-03-25 20:16:27.491854,740
2022-03-25 20:16:44.491096,740
2022-03-25 20:17:01.490594,742
2022-03-25 20:17:18.490745,743
2022-03-25 20:17:35.475564,740
2022-03-25 20:17:52.475647,741
2022-03-25 20:18:09.475117,740
2022-03-25 20:18:26.475274,741
2022-03-25 20:18:43.475522,741
2022-03-25 20:19:00.475541,740
2022-03-25 20:19:17.475526,740
2022-03-25 20:19:34.475653,741
2022-03-25 20:19:51.475767,739
2022-03-25 20:20:08.475489,740
2022-03-25 20:20:25.460596,740
2022-03-25 20:20:42.460993,739
2022-03-25 20:20:59.476861,740
2022-03-25 20:21:16.461603,741
2022-03-25 20:21:33.461411,740
2022-03-25 20:21:50.461921,740
2022-03-25 20:22:07.462054,742
2022-03-25 20:22:24.461583,740
