dateTime,uvLevel
2022-03-25 19:09:39.056329,0
2022-03-25 19:09:56.055986,1
2022-03-25 19:10:13.055608,1
2022-03-25 19:10:30.055704,1
2022-03-25 19:10:47.055831,0
2022-03-25 19:11:04.056275,0
2022-03-25 19:11:21.055807,1
2022-03-25 19:11:38.055785,1
2022-03-25 19:11:55.055740,0
2022-03-25 19:12:12.056131,1
2022-03-25 19:12:29.056014,1
2022-03-25 19:12:46.056394,0
2022-03-25 19:13:03.056317,0
2022-03-25 19:13:20.056143,1
2022-03-25 19:13:37.056202,1
2022-03-25 19:13:54.056007,1
2022-03-25 19:14:11.041013,1
2022-03-25 19:14:28.040721,1
2022-03-25 19:14:45.040483,0
2022-03-25 19:15:02.040170,1
2022-03-25 19:15:19.040589,0
2022-03-25 19:15:36.040674,1
2022-03-25 19:15:53.040715,0
2022-03-25 19:16:10.040703,0
2022-03-25 19:16:27.025102,1
2022-03-25 19:16:44.024929,1
2022-03-25 19:17:01.024442,1
2022-03-25 19:17:18.024438,1
2022-03-25 19:17:35.024201,1
2022-03-25 19:17:52.024048,0
2022-03-25 19:18:09.008674,0
2022-03-25 19:18:26.008552,1
2022-03-25 19:18:43.008446,1
2022-03-25 19:19:00.008466,1
2022-03-25 19:19:17.008699,1
2022-03-25 19:19:34.008349,1
2022-03-25 19:19:51.008217,0
2022-03-25 19:20:08.008398,0
2022-03-25 19:20:24.992898,1
2022-03-25 19:20:41.992995,0
2022-03-25 19:20:58.993148,1
2022-03-25 19:21:15.993055,1
2022-03-25 19:21:32.992564,1
2022-03-25 19:21:49.992932,1
2022-03-25 19:22:06.977547,1
2022-03-25 19:22:23.992842,1
2022-03-25 19:22:40.993134,1
2022-03-25 19:22:57.977818,1
2022-03-25 19:23:14.977847,2
2022-03-25 19:23:31.976902,0
2022-03-25 19:23:48.977043,0
2022-03-25 19:24:05.977174,0
2022-03-25 19:24:22.977252,1
2022-03-25 19:24:39.976699,1
2022-03-25 19:24:56.976799,1
2022-03-25 19:25:13.961178,1
2022-03-25 19:25:30.976858,1
2022-03-25 19:25:47.961409,0
2022-03-25 19:26:04.961326,1
2022-03-25 19:26:21.960958,1
2022-03-25 19:26:38.960736,1
2022-03-25 19:26:55.960786,1
2022-03-25 19:27:12.945214,1
2022-03-25 19:27:29.960903,1
2022-03-25 19:27:46.945577,1
2022-03-25 19:28:03.945893,0
2022-03-25 19:28:20.945649,1
2022-03-25 19:28:37.945928,1
2022-03-25 19:28:54.945777,1
2022-03-25 19:29:11.945927,0
2022-03-25 19:29:28.945927,1
2022-03-25 19:29:45.945846,1
2022-03-25 19:30:02.945778,0
2022-03-25 19:30:19.945605,0
2022-03-25 19:30:36.930538,0
2022-03-25 19:30:53.930205,1
2022-03-25 19:31:10.930184,1
2022-03-25 19:31:27.930497,0
2022-03-25 19:31:44.930386,1
2022-03-25 19:32:01.929883,1
2022-03-25 19:32:18.930715,1
2022-03-25 19:32:35.930782,0
2022-03-25 19:32:52.930197,0
2022-03-25 19:33:09.930491,1
2022-03-25 19:33:26.915085,0
2022-03-25 19:33:43.915421,0
2022-03-25 19:34:00.915272,0
