dateTime,shuntVoltageBattery,busVoltageBattery,currentBattery,powerBattery,shuntVoltageSolar,busVoltageSolar,currentSolar,powerSolar
2022-03-25 19:20:05.779165,19.559999465942383,3.671999931335449,203.5,738.0,33.130001068115234,5.791999816894531,331.20001220703125,1916.0
2022-03-25 19:37:59.165665,20.5,3.5959999561309814,191.5,698.0,33.25,5.763999938964844,332.6000061035156,1916.0
2022-03-25 19:51:22.301269,19.829999923706055,3.640000104904175,199.1999969482422,728.0,33.38999938964844,5.728000164031982,334.3999938964844,1916.0
2022-03-25 19:57:27.823906,19.219999313354492,3.691999912261963,207.39999389648438,704.0,33.56999969482422,5.691999912261963,336.29998779296875,1910.0
2022-03-25 20:04:58.463580,18.700000762939453,3.628000020980835,197.39999389648438,720.0,33.310001373291016,5.751999855041504,333.29998779296875,1914.0
2022-03-25 20:22:45.660422,19.34000015258789,3.640000104904175,207.5,760.0,32.86000061035156,5.8480000495910645,327.3999938964844,1914.0
2022-03-25 20:22:45.660923,19.34000015258789,3.640000104904175,207.5,760.0,32.86000061035156,5.8480000495910645,327.3999938964844,1914.0
2022-03-25 20:26:52.234713,19.760000228881836,3.7079999446868896,205.60000610351562,688.0,32.939998626708984,5.811999797821045,329.6000061035156,1920.0
2022-03-25 20:35:21.969160,19.030000686645508,3.6559998989105225,201.5,740.0,33.56999969482422,5.699999809265137,335.29998779296875,1908.0
2022-03-25 20:42:00.615526,18.610000610351562,3.7119998931884766,188.5,688.0,33.560001373291016,5.696000099182129,335.20001220703125,1914.0
