dateTime,powerMode
2022-03-25 19:12:49.221842,6
2022-03-25 19:12:59.235328,6
2022-03-25 19:19:35.123729,6
2022-03-25 19:27:48.037502,6
2022-03-25 19:34:25.942522,6
2022-03-25 19:34:55.940659,6
2022-03-25 19:45:16.856839,6
2022-03-25 19:51:54.714137,6
2022-03-25 19:51:54.716058,6
2022-03-25 19:59:46.608351,6
2022-03-25 20:06:51.480945,6
2022-03-25 20:07:16.485616,6
2022-03-25 20:07:21.480860,6
2022-03-25 20:13:32.400318,6
2022-03-25 20:21:25.369947,6
2022-03-25 20:28:59.319568,6
2022-03-25 20:38:59.262724,6
