dateTime,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh  
2022-03-25 19:09:30.292929,0.07,0.00,10.02,2.16,3265.95,1752.33,13436.45,2.58
2022-03-25 19:09:40.326816,0.06,0.00,12.26,2.83,4894.75,2470.69,28378.50,3.51
2022-03-25 19:09:50.345306,0.06,0.00,11.87,2.79,4783.47,2422.91,25153.16,3.34
2022-03-25 19:10:00.379277,0.06,0.00,12.13,2.83,4894.75,2470.69,27249.74,3.45
2022-03-25 19:10:10.411854,0.06,0.00,12.68,2.97,5251.11,2622.61,32127.46,3.69
2022-03-25 19:10:20.430943,0.06,0.00,12.40,2.88,5009.68,2519.86,29565.28,3.57
2022-03-25 19:10:30.464502,0.06,0.00,12.13,2.75,4675.70,2376.48,27249.74,3.45
2022-03-25 19:10:40.498410,0.06,0.00,12.54,2.97,5251.11,2622.61,30813.66,3.63
2022-03-25 19:10:50.517229,0.07,0.00,10.21,2.22,3398.07,1812.34,14400.00,2.65
2022-03-25 19:11:00.550880,0.07,0.00,9.84,2.11,3140.90,1695.19,12550.93,2.51
2022-03-25 19:11:10.584373,0.06,0.00,12.00,2.67,4470.10,2287.46,26175.67,3.39
2022-03-25 19:11:20.603118,0.06,0.00,12.00,2.75,4675.70,2376.48,26175.67,3.39
2022-03-25 19:11:30.636791,0.06,0.00,12.54,2.92,5128.41,2570.48,30813.66,3.63
2022-03-25 19:11:40.670519,0.06,0.00,12.68,2.92,5128.41,2570.48,32127.46,3.69
2022-03-25 19:11:50.688712,0.06,0.00,12.13,2.83,4894.75,2470.69,27249.74,3.45
2022-03-25 19:12:00.722709,0.06,0.00,12.68,2.92,5128.41,2570.48,32127.46,3.69
2022-03-25 19:12:10.755973,0.06,0.00,12.00,2.75,4675.70,2376.48,26175.67,3.39
2022-03-25 19:12:20.774694,0.06,0.00,12.26,2.83,4894.75,2470.69,28378.50,3.51
2022-03-25 19:12:30.808170,0.07,0.00,9.84,2.08,3080.88,1667.65,12550.93,2.51
2022-03-25 19:12:40.841783,0.06,0.00,12.13,2.97,5251.11,2622.61,27249.74,3.45
2022-03-25 19:12:50.875483,0.06,0.00,12.00,2.79,4783.47,2422.91,26175.67,3.39
2022-03-25 19:13:00.894546,0.06,0.00,12.54,2.97,5251.11,2622.61,30813.66,3.63
2022-03-25 19:13:10.928117,0.06,0.00,12.13,2.83,4894.75,2470.69,27249.74,3.45
2022-03-25 19:13:20.961875,0.06,0.00,12.83,3.06,5509.12,2731.62,33510.82,3.76
2022-03-25 19:13:30.980774,0.06,0.00,12.00,2.83,4894.75,2470.69,26175.67,3.39
2022-03-25 19:13:41.014693,0.06,0.00,12.40,2.92,5128.41,2570.48,29565.28,3.57
2022-03-25 19:13:51.048223,0.06,0.00,12.40,2.88,5009.68,2519.86,29565.28,3.57
2022-03-25 19:14:01.067021,0.07,0.00,9.93,2.11,3140.90,1695.19,12984.42,2.54
2022-03-25 19:14:11.100360,0.06,0.00,12.26,2.79,4783.47,2422.91,28378.50,3.51
2022-03-25 19:14:21.134325,0.06,0.00,12.26,2.83,4894.75,2470.69,28378.50,3.51
2022-03-25 19:14:31.153031,0.06,0.00,12.54,2.92,5128.41,2570.48,30813.66,3.63
2022-03-25 19:14:41.186840,0.06,0.00,12.98,3.06,5509.12,2731.62,34968.08,3.83
2022-03-25 19:14:51.220613,0.06,0.00,12.68,2.97,5251.11,2622.61,32127.46,3.69
2022-03-25 19:15:01.239588,0.06,0.00,12.40,2.97,5251.11,2622.61,29565.28,3.57
2022-03-25 19:15:11.273378,0.06,0.00,12.68,2.92,5128.41,2570.48,32127.46,3.69
2022-03-25 19:15:21.306992,0.06,0.00,12.40,2.88,5009.68,2519.86,29565.28,3.57
2022-03-25 19:15:31.326263,0.07,0.00,10.11,2.03,2965.55,1614.49,13907.97,2.62
2022-03-25 19:15:41.360000,0.06,0.00,12.40,2.83,4894.75,2470.69,29565.28,3.57
2022-03-25 19:15:51.393104,0.06,0.00,12.54,2.88,5009.68,2519.86,30813.66,3.63
2022-03-25 19:16:01.412198,0.06,0.00,12.68,2.92,5128.41,2570.48,32127.46,3.69
2022-03-25 19:16:11.445209,0.06,0.00,12.26,2.83,4894.75,2470.69,28378.50,3.51
2022-03-25 19:16:21.478738,0.06,0.00,12.68,2.97,5251.11,2622.61,32127.46,3.69
2022-03-25 19:16:31.497329,0.06,0.00,12.98,3.06,5509.12,2731.62,34968.08,3.83
2022-03-25 19:16:41.530834,0.06,0.00,12.54,2.92,5128.41,2570.48,30813.66,3.63
2022-03-25 19:16:51.564801,0.07,0.00,10.51,2.25,3466.94,1843.48,16010.11,2.77
2022-03-25 19:17:01.583668,0.07,0.00,9.93,2.08,3080.88,1667.65,12984.42,2.54
2022-03-25 19:17:11.617732,0.06,0.00,11.87,2.79,4783.47,2422.91,25153.16,3.34
2022-03-25 19:17:21.651623,0.06,0.00,12.13,2.79,4783.47,2422.91,27249.74,3.45
2022-03-25 19:17:31.670479,0.06,0.00,12.40,2.88,5009.68,2519.86,29565.28,3.57
2022-03-25 19:17:41.703973,0.06,0.00,12.26,2.79,4783.47,2422.91,28378.50,3.51
2022-03-25 19:17:51.737341,0.06,0.00,12.83,3.11,5644.80,2788.64,33510.82,3.76
2022-03-25 19:18:01.755974,0.06,0.00,12.54,2.92,5128.41,2570.48,30813.66,3.63
2022-03-25 19:18:11.788884,0.06,0.00,12.83,2.97,5251.11,2622.61,33510.82,3.76
2022-03-25 19:18:21.822391,0.07,0.00,9.66,2.03,2965.55,1614.49,11736.09,2.44
2022-03-25 19:18:31.841294,0.07,0.00,9.84,2.08,3080.88,1667.65,12550.93,2.51
2022-03-25 19:18:41.875382,0.06,0.00,12.13,2.75,4675.70,2376.48,27249.74,3.45
2022-03-25 19:18:51.909055,0.06,0.00,12.83,3.01,5377.96,2676.30,33510.82,3.76
2022-03-25 19:19:01.928055,0.06,0.00,12.83,3.01,5377.96,2676.30,33510.82,3.76
2022-03-25 19:19:11.961670,0.06,0.00,12.68,2.92,5128.41,2570.48,32127.46,3.69
2022-03-25 19:19:21.995524,0.06,0.00,12.00,2.75,4675.70,2376.48,26175.67,3.39
2022-03-25 19:19:32.029256,0.06,0.00,12.83,2.97,5251.11,2622.61,33510.82,3.76
2022-03-25 19:19:42.047751,0.06,0.00,12.00,2.79,4783.47,2422.91,26175.67,3.39
2022-03-25 19:19:52.081191,0.06,0.00,12.40,2.83,4894.75,2470.69,29565.28,3.57
2022-03-25 19:20:02.114801,0.08,0.00,9.84,2.08,3080.88,1667.65,12550.93,2.51
2022-03-25 19:20:12.132911,0.06,0.00,12.40,2.97,5251.11,2622.61,29565.28,3.57
2022-03-25 19:20:22.165998,0.06,0.00,12.00,2.79,4783.47,2422.91,26175.67,3.39
2022-03-25 19:20:32.184836,0.06,0.00,12.13,2.83,4894.75,2470.69,27249.74,3.45
2022-03-25 19:20:42.218501,0.06,0.00,12.00,2.79,4783.47,2422.91,26175.67,3.39
2022-03-25 19:20:52.251880,0.06,0.00,12.68,3.16,5785.19,2847.42,32127.46,3.69
2022-03-25 19:21:02.285762,0.06,0.00,12.54,2.92,5128.41,2570.48,30813.66,3.63
2022-03-25 19:21:12.304319,0.06,0.00,12.68,2.97,5251.11,2622.61,32127.46,3.69
2022-03-25 19:21:22.338058,0.06,0.00,12.68,2.83,4894.75,2470.69,32127.46,3.69
2022-03-25 19:21:32.371824,0.07,0.00,10.02,2.16,3265.95,1752.33,13436.45,2.58
2022-03-25 19:21:42.390930,0.06,0.00,11.87,2.83,4894.75,2470.69,25153.16,3.34
2022-03-25 19:21:52.424020,0.06,0.00,12.00,2.79,4783.47,2422.91,26175.67,3.39
2022-03-25 19:22:02.457637,0.06,0.00,12.68,3.01,5377.96,2676.30,32127.46,3.69
2022-03-25 19:22:12.475603,0.06,0.00,11.87,2.75,4675.70,2376.48,25153.16,3.34
2022-03-25 19:22:22.509256,0.06,0.00,12.13,2.97,5251.11,2622.61,27249.74,3.45
2022-03-25 19:22:32.542876,0.06,0.00,12.40,2.88,5009.68,2519.86,29565.28,3.57
2022-03-25 19:22:42.561282,0.06,0.00,12.13,2.75,4675.70,2376.48,27249.74,3.45
2022-03-25 19:22:52.595150,0.06,0.00,12.68,3.01,5377.96,2676.30,32127.46,3.69
2022-03-25 19:23:02.628470,0.07,0.00,9.93,2.16,3265.95,1752.33,12984.42,2.54
2022-03-25 19:23:12.647313,0.06,0.00,12.00,2.75,4675.70,2376.48,26175.67,3.39
2022-03-25 19:23:22.680954,0.06,0.00,12.54,2.83,4894.75,2470.69,30813.66,3.63
2022-03-25 19:23:32.714818,0.06,0.00,12.13,2.83,4894.75,2470.69,27249.74,3.45
2022-03-25 19:23:42.748049,0.06,0.00,12.40,2.97,5251.11,2622.61,29565.28,3.57
2022-03-25 19:23:52.767003,0.06,0.00,13.13,3.16,5785.19,2847.42,36504.05,3.89
2022-03-25 19:24:02.800678,0.06,0.00,12.00,2.79,4783.47,2422.91,26175.67,3.39
2022-03-25 19:24:12.833931,0.06,0.00,12.54,2.83,4894.75,2470.69,30813.66,3.63
2022-03-25 19:24:22.852694,0.06,0.00,12.13,2.79,4783.47,2422.91,27249.74,3.45
2022-03-25 19:24:32.886223,0.07,0.00,9.93,2.11,3140.90,1695.19,12984.42,2.54
2022-03-25 19:24:42.919488,0.07,0.00,10.61,2.35,3685.63,1941.76,16595.50,2.81
2022-03-25 19:24:52.938337,0.06,0.00,12.26,2.92,5128.41,2570.48,28378.50,3.51
2022-03-25 19:25:02.971606,0.06,0.00,12.98,3.16,5785.19,2847.42,34968.08,3.83
2022-03-25 19:25:13.005234,0.06,0.00,12.26,2.92,5128.41,2570.48,28378.50,3.51
2022-03-25 19:25:23.024219,0.06,0.00,12.68,2.97,5251.11,2622.61,32127.46,3.69
2022-03-25 19:25:33.057938,0.06,0.00,12.54,2.92,5128.41,2570.48,30813.66,3.63
2022-03-25 19:25:43.091776,0.06,0.00,13.13,3.11,5644.80,2788.64,36504.05,3.89
2022-03-25 19:25:53.125242,0.06,0.00,12.00,2.79,4783.47,2422.91,26175.67,3.39
2022-03-25 19:26:03.143914,0.08,0.00,9.32,1.93,2752.33,1515.38,10292.72,2.31
2022-03-25 19:26:13.177209,0.08,0.00,9.57,2.06,3022.45,1640.75,11353.08,2.41
2022-03-25 19:26:23.210685,0.06,0.00,12.13,2.83,4894.75,2470.69,27249.74,3.45
2022-03-25 19:26:33.229149,0.06,0.00,12.26,2.97,5251.11,2622.61,28378.50,3.51
2022-03-25 19:26:43.262403,0.06,0.00,12.40,2.97,5251.11,2622.61,29565.28,3.57
2022-03-25 19:26:53.296185,0.06,0.00,12.00,2.75,4675.70,2376.48,26175.67,3.39
2022-03-25 19:27:03.314634,0.06,0.00,12.54,2.97,5251.11,2622.61,30813.66,3.63
2022-03-25 19:27:13.348051,0.06,0.00,11.87,2.75,4675.70,2376.48,25153.16,3.34
2022-03-25 19:27:23.381589,0.06,0.00,11.87,2.79,4783.47,2422.91,25153.16,3.34
2022-03-25 19:27:33.400106,0.07,0.00,9.49,2.03,2965.55,1614.49,10985.32,2.37
2022-03-25 19:27:43.433684,0.08,0.00,9.49,2.01,2910.14,1588.84,10985.32,2.37
2022-03-25 19:27:53.467281,0.06,0.00,12.13,2.88,5009.68,2519.86,27249.74,3.45
2022-03-25 19:28:03.500824,0.06,0.00,12.00,2.88,5009.68,2519.86,26175.67,3.39
