dateTime,valid,binCount0,binCount1,binCount2,binCount3,binCount4,binCount5,binCount6,binCount7,binCount8,binCount9,binCount10,binCount11,binCount12,binCount13,binCount14,binCount15,bin1TimeToCross,bin3TimeToCross,bin5TimeToCross,bin7TimeToCross,sampleFlowRate,temperatureOrPressure,samplingPeriod,checkSum,pm1,pm2_5,pm10
2022-03-25 19:09:33.349247,1,0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3.70,10000,10.02,11,8.33,0.91,5.90
2022-03-25 19:09:43.368219,1,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,0,3.70,10000,10.02,11,3.37,0.89,2.96
2022-03-25 19:09:53.401972,1,1,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0,3.70,10000,10.02,15,9.98,1.12,7.27
2022-03-25 19:10:03.435641,1,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3.70,10000,10.02,16,3.49,1.40,3.22
2022-03-25 19:10:13.468431,1,0,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,3.70,10000,10.02,19,5.50,1.63,4.92
2022-03-25 19:10:23.487381,1,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,3.70,10000,10.02,14,5.76,1.15,5.01
2022-03-25 19:10:33.520924,1,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,3.70,10000,10.02,10,9.08,0.75,6.45
2022-03-25 19:10:43.554885,1,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11,28,0,0,3.70,10000,10.02,13,4.00,1.08,3.54
2022-03-25 19:10:53.573581,1,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3.70,10000,10.02,19,2.98,1.51,2.78
2022-03-25 19:11:03.607246,1,0,17,2,1,0,0,0,1,0,0,0,0,0,0,0,0,9,29,0,33,3.70,10000,10.01,21,68.33,1.64,9.06
2022-03-25 19:11:13.640884,1,0,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,3.70,10000,10.02,17,5.64,1.50,5.03
2022-03-25 19:11:23.659477,1,0,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,0,3.70,10000,10.02,17,8.16,1.41,7.05
2022-03-25 19:11:33.693310,1,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,0,3.70,10000,10.02,12,7.94,1.05,6.83
2022-03-25 19:11:43.726563,1,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,30,0,0,3.70,10000,10.02,13,3.23,1.01,2.85
2022-03-25 19:11:53.745427,1,1,12,4,5,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,0,3.70,10000,10.02,22,12.34,1.76,10.59
2022-03-25 19:12:03.779579,1,1,14,2,5,1,1,0,0,0,0,0,0,0,0,0,0,8,20,27,0,3.70,10000,10.02,24,33.88,1.71,19.27
2022-03-25 19:12:13.812437,1,0,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,27,0,0,3.70,10000,10.02,16,9.82,1.22,7.13
2022-03-25 19:12:23.831039,1,0,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,0,3.70,10000,10.02,15,4.24,1.24,3.77
2022-03-25 19:12:33.864554,1,0,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,0,3.70,10000,10.02,15,4.24,1.24,3.77
2022-03-25 19:12:43.898480,1,1,12,7,2,1,0,0,0,0,0,0,0,0,0,0,0,10,27,0,0,3.70,10000,10.02,23,14.52,1.91,11.27
2022-03-25 19:12:53.932070,1,0,14,1,1,2,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,3.70,10000,10.02,18,15.90,1.32,10.96
2022-03-25 19:13:03.950841,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3.70,10000,10.02,8,0.97,0.63,0.92
2022-03-25 19:13:13.984521,1,0,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,3.70,10000,10.02,20,4.85,1.64,4.34
2022-03-25 19:13:24.018489,1,0,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0,10,23,0,0,3.70,10000,10.02,16,6.39,1.34,5.58
2022-03-25 19:13:34.037453,1,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,34,0,0,3.70,10000,10.02,13,3.61,1.05,3.19
2022-03-25 19:13:44.071165,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,3.70,10000,10.02,11,2.98,0.86,2.62
2022-03-25 19:13:54.089600,1,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,10,28,0,0,3.70,10000,10.02,9,9.35,0.71,6.68
2022-03-25 19:14:04.123720,1,0,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,23,26,0,3.70,10000,10.02,11,19.22,0.78,8.17
2022-03-25 19:14:14.156834,1,0,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,3.70,10000,10.02,15,10.47,1.21,7.71
2022-03-25 19:14:24.175703,1,0,7,5,1,1,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,3.70,10000,10.02,14,11.12,1.21,8.29
2022-03-25 19:14:34.209361,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3.70,10000,10.02,14,2.09,1.14,1.95
2022-03-25 19:14:44.243263,1,1,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,3.70,10000,10.02,12,5.03,0.90,4.34
2022-03-25 19:14:54.277375,1,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,0,3.70,10000,10.02,15,5.89,1.23,5.12
2022-03-25 19:15:04.296100,1,0,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7,25,0,0,3.70,10000,10.02,18,5.86,1.43,5.12
2022-03-25 19:15:14.330248,1,0,10,4,3,1,0,1,0,0,0,0,0,0,0,0,0,11,21,0,0,3.70,10000,10.02,19,49.26,1.46,16.88
2022-03-25 19:15:24.363885,1,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,0,3.70,10000,10.02,12,3.88,1.01,3.42
2022-03-25 19:15:34.383113,1,0,13,1,1,2,0,0,0,0,0,0,0,0,0,0,0,10,35,0,0,3.70,10000,10.02,17,15.78,1.24,10.85
2022-03-25 19:15:44.415985,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,3.70,10000,10.02,11,5.40,0.91,4.66
2022-03-25 19:15:54.449831,1,0,14,0,2,0,1,0,0,0,0,0,0,0,0,0,0,11,22,50,0,3.70,10000,10.02,17,21.59,1.24,10.21
2022-03-25 19:16:04.468671,1,0,15,2,2,1,0,0,0,0,0,0,0,0,0,0,0,8,25,0,0,3.70,10000,10.02,20,12.33,1.56,9.29
2022-03-25 19:16:14.501640,1,0,16,3,1,1,0,0,0,0,0,0,0,0,0,0,0,7,22,0,0,3.70,10000,10.02,21,11.20,1.69,8.40
2022-03-25 19:16:24.535164,1,0,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3.70,10000,10.02,17,9.06,1.38,6.59
2022-03-25 19:16:34.553681,1,0,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,0,3.70,10000,10.02,16,6.78,1.38,5.93
2022-03-25 19:16:44.587603,1,1,8,2,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,41,0,3.70,10000,10.02,14,30.28,0.91,14.95
2022-03-25 19:16:54.621428,1,0,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3.70,10000,10.02,13,8.19,1.03,5.78
2022-03-25 19:17:04.640050,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3.70,10000,10.02,9,0.99,0.65,0.94
2022-03-25 19:17:14.674395,1,0,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,3.70,10000,10.02,19,6.76,1.58,5.93
