dateTime,timestamp,latitudeCoordinate,longitudeCoordinate,latitude,latitudeDirection,longitude,longitudeDirection,gpsQuality,numberOfSatellites,HorizontalDilution,altitude,altitudeUnits,undulation,undulationUnits,age,stationID
2022-03-25 19:09:29.074288,19:09:29,32.986036,-96.63464350000001,3259.16216,N,09638.07861,W,1,07,1.25,160.8,M,-25.3,M,,
2022-03-25 19:09:32.076888,19:09:32,32.986042833333336,-96.63462883333335,3259.16257,N,09638.07773,W,1,07,1.25,163.3,M,-25.3,M,,
2022-03-25 19:09:35.077294,19:09:35,32.98604133333333,-96.63461033333333,3259.16248,N,09638.07662,W,1,07,1.25,166.3,M,-25.3,M,,
2022-03-25 19:09:38.076422,19:09:38,32.986035333333334,-96.63459616666665,3259.16212,N,09638.07577,W,1,07,1.25,168.9,M,-25.3,M,,
2022-03-25 19:09:41.075501,19:09:41,32.986043,-96.63458866666666,3259.16258,N,09638.07532,W,1,07,1.25,170.2,M,-25.3,M,,
2022-03-25 19:09:44.079240,19:09:44,32.98604383333333,-96.63458799999998,3259.16263,N,09638.07528,W,1,07,1.24,171.5,M,-25.3,M,,
2022-03-25 19:09:47.074693,19:09:47,32.98604483333334,-96.63457949999999,3259.16269,N,09638.07477,W,1,07,1.24,172.0,M,-25.3,M,,
2022-03-25 19:09:50.073277,19:09:50,32.986044500000006,-96.63458299999999,3259.16267,N,09638.07498,W,1,07,1.24,171.8,M,-25.3,M,,
2022-03-25 19:09:53.076860,19:09:53,32.98603216666667,-96.63458633333333,3259.16193,N,09638.07518,W,1,07,1.24,173.3,M,-25.3,M,,
2022-03-25 19:09:56.078292,19:09:56,32.98602733333333,-96.63460516666667,3259.16164,N,09638.07631,W,1,07,1.24,172.4,M,-25.3,M,,
2022-03-25 19:09:59.076304,19:09:59,32.986036,-96.63458666666665,3259.16216,N,09638.07520,W,1,07,1.24,172.6,M,-25.3,M,,
2022-03-25 19:10:02.078038,19:10:02,32.9860355,-96.634591,3259.16213,N,09638.07546,W,1,07,1.24,172.2,M,-25.3,M,,
2022-03-25 19:10:05.078385,19:10:05,32.98603383333333,-96.63458816666667,3259.16203,N,09638.07529,W,1,07,1.24,172.5,M,-25.3,M,,
2022-03-25 19:10:08.077060,19:10:08,32.986033166666665,-96.63459083333333,3259.16199,N,09638.07545,W,1,06,1.92,172.4,M,-25.3,M,,
2022-03-25 19:10:11.075519,19:10:11,32.98604783333334,-96.63458233333334,3259.16287,N,09638.07494,W,1,06,1.92,172.6,M,-25.3,M,,
2022-03-25 19:10:14.076812,19:10:14,32.98604516666667,-96.63457916666667,3259.16271,N,09638.07475,W,1,07,1.24,172.8,M,-25.3,M,,
2022-03-25 19:10:17.077086,19:10:17,32.98603816666667,-96.63457733333334,3259.16229,N,09638.07464,W,1,06,1.42,172.8,M,-25.3,M,,
2022-03-25 19:10:20.078821,19:10:20,32.986031499999996,-96.63458716666668,3259.16189,N,09638.07523,W,1,07,1.24,172.6,M,-25.3,M,,
2022-03-25 19:10:23.078797,19:10:23,32.986026,-96.63459616666665,3259.16156,N,09638.07577,W,1,07,1.24,172.8,M,-25.3,M,,
2022-03-25 19:10:26.078165,19:10:26,32.986012833333334,-96.634611,3259.16077,N,09638.07666,W,1,07,1.24,173.3,M,-25.3,M,,
2022-03-25 19:10:29.079209,19:10:29,32.98599166666667,-96.63463766666668,3259.15950,N,09638.07826,W,1,07,1.24,174.2,M,-25.3,M,,
2022-03-25 19:10:32.081370,19:10:32,32.985985166666666,-96.63465416666668,3259.15911,N,09638.07925,W,1,07,1.24,175.0,M,-25.3,M,,
2022-03-25 19:10:35.075383,19:10:35,32.9859745,-96.63466799999999,3259.15847,N,09638.08008,W,1,07,1.24,175.6,M,-25.3,M,,
2022-03-25 19:10:38.078978,19:10:38,32.98598966666667,-96.63466633333334,3259.15938,N,09638.07998,W,1,07,1.24,176.1,M,-25.3,M,,
2022-03-25 19:10:41.071594,19:10:41,32.9860105,-96.63465666666667,3259.16063,N,09638.07940,W,1,07,1.24,176.5,M,-25.3,M,,
2022-03-25 19:10:44.074976,19:10:44,32.98602733333333,-96.63463216666666,3259.16164,N,09638.07793,W,1,06,1.56,176.5,M,-25.3,M,,
2022-03-25 19:10:47.074484,19:10:47,32.986046333333334,-96.63460433333333,3259.16278,N,09638.07626,W,1,07,1.23,176.0,M,-25.3,M,,
2022-03-25 19:10:50.077209,19:10:50,32.98605933333333,-96.63459316666668,3259.16356,N,09638.07559,W,1,07,1.23,175.4,M,-25.3,M,,
2022-03-25 19:10:53.076088,19:10:53,32.98606183333333,-96.63458633333333,3259.16371,N,09638.07518,W,1,07,1.23,174.5,M,-25.3,M,,
2022-03-25 19:10:56.076734,19:10:56,32.9860645,-96.63458183333333,3259.16387,N,09638.07491,W,1,07,1.23,173.9,M,-25.3,M,,
2022-03-25 19:10:59.071322,19:10:59,32.98606683333333,-96.63457933333332,3259.16401,N,09638.07476,W,1,07,1.23,173.9,M,-25.3,M,,
2022-03-25 19:11:02.077810,19:11:02,32.98606633333333,-96.63457766666667,3259.16398,N,09638.07466,W,1,07,1.23,173.8,M,-25.3,M,,
2022-03-25 19:11:05.074037,19:11:05,32.986066,-96.63458366666667,3259.16396,N,09638.07502,W,1,07,1.23,173.7,M,-25.3,M,,
2022-03-25 19:11:08.075326,19:11:08,32.98607633333334,-96.63458983333334,3259.16458,N,09638.07539,W,1,07,1.23,173.9,M,-25.3,M,,
2022-03-25 19:11:11.075282,19:11:11,32.986085,-96.63459533333335,3259.16510,N,09638.07572,W,1,07,1.23,174.1,M,-25.3,M,,
2022-03-25 19:11:14.076793,19:11:14,32.98608916666667,-96.63460033333334,3259.16535,N,09638.07602,W,1,07,1.23,173.4,M,-25.3,M,,
2022-03-25 19:11:17.075122,19:11:17,32.986095,-96.63460966666668,3259.16570,N,09638.07658,W,1,07,1.23,173.4,M,-25.3,M,,
2022-03-25 19:11:20.076579,19:11:20,32.98611433333333,-96.63461183333332,3259.16686,N,09638.07671,W,1,07,1.23,173.2,M,-25.3,M,,
2022-03-25 19:11:23.078257,19:11:23,32.986114,-96.63461283333332,3259.16684,N,09638.07677,W,1,07,1.23,172.6,M,-25.3,M,,
2022-03-25 19:11:26.076677,19:11:26,32.986122,-96.63460116666666,3259.16732,N,09638.07607,W,1,07,1.23,171.3,M,-25.3,M,,
2022-03-25 19:11:29.073964,19:11:29,32.9861045,-96.63458916666666,3259.16627,N,09638.07535,W,1,07,1.23,170.8,M,-25.3,M,,
2022-03-25 19:11:32.071185,19:11:32,32.9860885,-96.63459083333333,3259.16531,N,09638.07545,W,1,07,1.23,170.1,M,-25.3,M,,
2022-03-25 19:11:34.073279,19:11:34,32.986077,-96.63458100000001,3259.16462,N,09638.07486,W,1,07,1.23,169.8,M,-25.3,M,,
2022-03-25 19:11:37.075606,19:11:37,32.9860725,-96.63458083333335,3259.16435,N,09638.07485,W,1,07,1.23,169.8,M,-25.3,M,,
2022-03-25 19:11:40.076249,19:11:40,32.98606233333333,-96.63457199999999,3259.16374,N,09638.07432,W,1,07,1.23,169.6,M,-25.3,M,,
