dateTime,timestamp,status,latitudeCoordinate,longitudeCoordinate,latitude,latitudeDirection,longitude,longitudeDirection,speedOverGround,trueCourse,dateStamp,magVariation,magVariationDirection
2022-03-25 19:09:27.085696,19:09:27,A,32.81480666666666,-96.6595945,3248.88840,N,09639.57567,W,0.059,,2022-03-25,,
2022-03-25 19:09:30.089848,19:09:30,A,32.81480766666667,-96.659596,3248.88846,N,09639.57576,W,0.014,,2022-03-25,,
2022-03-25 19:09:33.085507,19:09:33,A,32.81480916666667,-96.65959816666667,3248.88855,N,09639.57589,W,0.04,,2022-03-25,,
2022-03-25 19:09:36.091685,19:09:36,A,32.8148095,-96.65959983333332,3248.88857,N,09639.57599,W,0.043,,2022-03-25,,
2022-03-25 19:09:39.085354,19:09:39,A,32.814810333333334,-96.65960166666667,3248.88862,N,09639.57610,W,0.03,,2022-03-25,,
2022-03-25 19:09:42.095562,19:09:42,A,32.81481016666667,-96.65960366666668,3248.88861,N,09639.57622,W,0.048,,2022-03-25,,
2022-03-25 19:09:45.085188,19:09:45,A,32.814809833333335,-96.6596055,3248.88859,N,09639.57633,W,0.021,,2022-03-25,,
2022-03-25 19:09:48.091183,19:09:48,A,32.814810333333334,-96.65960650000001,3248.88862,N,09639.57639,W,0.029,,2022-03-25,,
2022-03-25 19:09:51.081706,19:09:51,A,32.814810666666666,-96.65960850000002,3248.88864,N,09639.57651,W,0.024,,2022-03-25,,
2022-03-25 19:09:54.089175,19:09:54,A,32.814811500000005,-96.65960916666667,3248.88869,N,09639.57655,W,0.038,,2022-03-25,,
2022-03-25 19:09:57.085825,19:09:57,A,32.814811999999996,-96.65961016666667,3248.88872,N,09639.57661,W,0.016,,2022-03-25,,
2022-03-25 19:10:00.091352,19:10:00,A,32.814811999999996,-96.6596115,3248.88872,N,09639.57669,W,0.031,,2022-03-25,,
2022-03-25 19:10:03.086457,19:10:03,A,32.81481133333333,-96.6596135,3248.88868,N,09639.57681,W,0.038,,2022-03-25,,
2022-03-25 19:10:06.091986,19:10:06,A,32.81481083333333,-96.65961566666668,3248.88865,N,09639.57694,W,0.002,,2022-03-25,,
2022-03-25 19:10:09.081636,19:10:09,A,32.81481183333334,-96.65961799999998,3248.88871,N,09639.57708,W,0.025,,2022-03-25,,
2022-03-25 19:10:14.090027,19:10:14,A,32.8148125,-96.65962166666668,3248.88875,N,09639.57730,W,0.001,,2022-03-25,,
2022-03-25 19:10:17.085425,19:10:17,A,32.81481266666666,-96.65962333333333,3248.88876,N,09639.57740,W,0.019,,2022-03-25,,
2022-03-25 19:10:20.080903,19:10:20,A,32.81481433333333,-96.65962533333335,3248.88886,N,09639.57752,W,0.029,,2022-03-25,,
2022-03-25 19:10:25.085070,19:10:25,A,32.81481733333333,-96.65962749999998,3248.88904,N,09639.57765,W,0.03,,2022-03-25,,
2022-03-25 19:10:28.084681,19:10:28,A,32.814818833333334,-96.65962866666665,3248.88913,N,09639.57772,W,0.031,,2022-03-25,,
2022-03-25 19:10:31.081374,19:10:31,A,32.81482066666667,-96.65962916666668,3248.88924,N,09639.57775,W,0.014,,2022-03-25,,
2022-03-25 19:10:36.087849,19:10:36,A,32.81482266666667,-96.65962833333333,3248.88936,N,09639.57770,W,0.008,,2022-03-25,,
2022-03-25 19:10:39.085259,19:10:39,A,32.81482266666667,-96.65962749999998,3248.88936,N,09639.57765,W,0.027,,2022-03-25,,
2022-03-25 19:10:42.089398,19:10:42,A,32.81482333333334,-96.65962666666668,3248.88940,N,09639.57760,W,0.021,,2022-03-25,,
2022-03-25 19:10:45.085945,19:10:45,A,32.8148245,-96.65962616666665,3248.88947,N,09639.57757,W,0.017,,2022-03-25,,
2022-03-25 19:10:48.089301,19:10:48,A,32.814825166666665,-96.65962666666668,3248.88951,N,09639.57760,W,0.044,,2022-03-25,,
2022-03-25 19:10:51.088628,19:10:51,A,32.814826000000004,-96.65962766666668,3248.88956,N,09639.57766,W,0.035,,2022-03-25,,
2022-03-25 19:10:54.086837,19:10:54,A,32.81482616666666,-96.65962983333333,3248.88957,N,09639.57779,W,0.027,,2022-03-25,,
2022-03-25 19:10:57.084833,19:10:57,A,32.814826833333335,-96.659632,3248.88961,N,09639.57792,W,0.044,,2022-03-25,,
2022-03-25 19:11:00.081111,19:11:00,A,32.814827666666666,-96.65963383333334,3248.88966,N,09639.57803,W,0.006,,2022-03-25,,
2022-03-25 19:11:07.082760,19:11:07,A,32.8148275,-96.65963766666667,3248.88965,N,09639.57826,W,0.016,,2022-03-25,,
2022-03-25 19:11:10.081973,19:11:10,A,32.814826833333335,-96.65963816666665,3248.88961,N,09639.57829,W,0.014,,2022-03-25,,
2022-03-25 19:11:15.081901,19:11:15,A,32.81482533333334,-96.65963883333333,3248.88952,N,09639.57833,W,0.019,,2022-03-25,,
2022-03-25 19:11:18.083249,19:11:18,A,32.81482466666667,-96.65963933333333,3248.88948,N,09639.57836,W,0.037,,2022-03-25,,
2022-03-25 19:11:21.083362,19:11:21,A,32.814824333333334,-96.65963949999998,3248.88946,N,09639.57837,W,0.021,,2022-03-25,,
2022-03-25 19:11:24.084918,19:11:24,A,32.814823833333335,-96.659639,3248.88943,N,09639.57834,W,0.007,,2022-03-25,,
