dateTime,luminosity,ir,full,visible,lux
2022-03-25 19:09:26.816019,4294967295,65535,65535,0,0.000000
2022-03-25 19:09:36.831380,4294967295,65535,65535,0,0.000000
2022-03-25 19:09:46.832255,4294967295,65535,65535,0,0.000000
2022-03-25 19:09:56.832719,4294967295,65535,65535,0,0.000000
2022-03-25 19:10:06.848718,4294967295,65535,65535,0,0.000000
2022-03-25 19:10:16.849490,4294967295,65535,65535,0,0.000000
2022-03-25 19:10:26.864779,4294967295,65535,65535,0,0.000000
2022-03-25 19:10:36.865766,4294967295,65535,65535,0,0.000000
2022-03-25 19:10:46.866194,4294967295,65535,65535,0,0.000000
2022-03-25 19:10:56.881748,4294967295,65535,65535,0,0.000000
2022-03-25 19:11:06.882600,4294967295,65535,65535,0,0.000000
2022-03-25 19:11:16.897918,4294967295,65535,65535,0,0.000000
2022-03-25 19:11:26.898699,4294967295,65535,65535,0,0.000000
2022-03-25 19:11:36.914874,4294967295,65535,65535,0,0.000000
2022-03-25 19:11:46.915681,4294967295,65535,65535,0,0.000000
2022-03-25 19:11:56.931227,4294967295,65535,65535,0,0.000000
2022-03-25 19:12:06.931850,4294967295,65535,65535,0,0.000000
2022-03-25 19:12:16.932102,4294967295,65535,65535,0,0.000000
2022-03-25 19:12:26.932720,4294967295,65535,65535,0,0.000000
2022-03-25 19:12:36.948455,4294967295,65535,65535,0,0.000000
2022-03-25 19:12:46.949221,4294967295,65535,65535,0,0.000000
2022-03-25 19:12:56.964996,4294967295,65535,65535,0,0.000000
2022-03-25 19:13:06.965549,4294967295,65535,65535,0,0.000000
2022-03-25 19:13:16.965948,4294967295,65535,65535,0,0.000000
2022-03-25 19:13:26.966750,4294967295,65535,65535,0,0.000000
2022-03-25 19:13:36.982302,4294967295,65535,65535,0,0.000000
2022-03-25 19:13:46.998107,4294967295,65535,65535,0,0.000000
2022-03-25 19:13:56.998848,4294967295,65535,65535,0,0.000000
2022-03-25 19:14:06.999581,4294967295,65535,65535,0,0.000000
2022-03-25 19:14:17.015031,4294967295,65535,65535,0,0.000000
2022-03-25 19:14:27.015553,4294967295,65535,65535,0,0.000000
2022-03-25 19:14:37.016477,4294967295,65535,65535,0,0.000000
2022-03-25 19:14:47.017280,4294967295,65535,65535,0,0.000000
2022-03-25 19:14:57.033020,4294967295,65535,65535,0,0.000000
2022-03-25 19:15:07.033922,4294967295,65535,65535,0,0.000000
2022-03-25 19:15:17.049689,4294967295,65535,65535,0,0.000000
2022-03-25 19:15:27.050357,4294967295,65535,65535,0,0.000000
2022-03-25 19:15:37.050698,4294967295,65535,65535,0,0.000000
2022-03-25 19:15:47.066434,4294967295,65535,65535,0,0.000000
2022-03-25 19:15:57.067178,4294967295,65535,65535,0,0.000000
2022-03-25 19:16:07.067963,4294967295,65535,65535,0,0.000000
2022-03-25 19:16:17.083404,4294967295,65535,65535,0,0.000000
2022-03-25 19:16:27.084117,4294967295,65535,65535,0,0.000000
2022-03-25 19:16:37.099531,4294967295,65535,65535,0,0.000000
2022-03-25 19:16:47.100452,4294967295,65535,65535,0,0.000000
