dateTime,Latitude,Longitude,Speed,Altitude,Course,HDOP,Year,Month,Day,Hour,Minute,Second
2022-03-25 19:12:49.608814,32.992401667,-96.757871667,0.05556,212.0,18.95,0.99,2022,3,25,19,12,46
2022-03-25 19:20:46.508147,32.992393333,-96.757853333,0.16668,209.0,0.0,1.04,2022,3,25,19,20,43
2022-03-25 19:29:00.432078,32.99242,-96.757978333,0.16668,225.3,0.0,1.18,2022,3,25,19,28,57
2022-03-25 19:37:49.356194,32.9924,-96.757953333,0.07408000000000001,212.9,101.92,1.0,2022,3,25,19,37,46
2022-03-25 19:49:43.214752,32.992463333,-96.757925,0.07408000000000001,220.3,0.0,0.82,2022,3,25,19,49,40
2022-03-25 19:56:12.005963,32.992426667,-96.757871667,0.018520000000000002,210.1,286.42,0.75,2022,3,25,19,56,9
2022-03-25 20:10:35.564805,32.992475,-96.757765,0.1852,209.1,33.66,1.21,2022,3,25,20,10,32
2022-03-25 20:18:41.431058,32.992445000000004,-96.757831667,0.48152,231.0,241.02,1.24,2022,3,25,20,18,38
2022-03-25 20:18:41.433830,32.992445000000004,-96.757831667,0.48152,231.0,241.02,1.24,2022,3,25,20,18,38
2022-03-25 20:35:19.133638,32.992431667,-96.757906667,0.72228,231.6,125.85,0.83,2022,3,25,20,35,16
