dateTime,temperature,violetPre,bluePre,greenPre,yellowPre,orangePre,redPre,violetCalibrated,blueCalibrated,greenCalibrated,yellowCalibrated,orangeCalibrated,redCalibrated
2022-03-25 19:09:27.564255,46,9051,19212,13929,16448,12460,15057,10420.07,24009.87,14724.01,15698.61,11647.61,12965.37
2022-03-25 19:09:37.576009,45,9039,19364,14239,16808,12820,15532,10406.26,24199.83,15051.70,16042.21,11984.14,13374.39
2022-03-25 19:09:47.602898,46,8483,18286,13768,16153,12329,14919,9766.16,22852.62,14553.82,15417.05,11525.15,12846.54
2022-03-25 19:09:57.614748,45,8510,18572,13965,16354,12514,15194,9797.24,23210.04,14762.06,15608.90,11698.09,13083.34
2022-03-25 19:10:07.641837,45,9464,21201,15772,18593,14271,17631,10895.54,26495.59,16672.20,17745.88,13340.54,15181.81
2022-03-25 19:10:17.653711,46,8107,17737,13772,16045,12299,15014,9333.28,22166.52,14558.05,15313.97,11497.11,12928.34
2022-03-25 19:10:27.665482,46,8229,18124,14188,16563,12699,15660,9473.74,22650.16,14997.79,15808.37,11871.03,13484.61
2022-03-25 19:10:37.692216,46,9062,20086,15169,17772,13777,17080,10432.74,25102.14,16034.78,16962.29,12878.74,14707.35
2022-03-25 19:10:47.704032,46,8924,19761,15306,17939,13891,17309,10273.86,24695.98,16179.60,17121.68,12985.31,14904.54
2022-03-25 19:10:57.715847,46,8199,17923,14183,16549,12763,15852,9439.20,22398.97,14992.51,15795.01,11930.86,13649.93
2022-03-25 19:11:07.742559,46,8055,17523,13806,16073,12428,15405,9273.42,21899.07,14593.99,15340.70,11617.70,13265.03
2022-03-25 19:11:17.754331,46,8501,18674,14844,17427,13532,16902,9786.88,23337.52,15691.23,16633.01,12649.72,14554.07
2022-03-25 19:11:27.766091,46,8614,18983,14946,17601,13705,17141,9916.97,23723.68,15799.06,16799.08,12811.44,14759.87
2022-03-25 19:11:37.793061,45,8560,18857,14849,17535,13653,17070,9854.80,23566.22,15696.52,16736.09,12762.83,14698.74
2022-03-25 19:11:47.804830,46,9753,21789,16434,19594,15354,19351,11228.26,27230.43,17371.98,18701.28,14352.92,16662.87
2022-03-25 19:11:57.816683,46,10792,24370,18293,22076,17350,22024,12424.42,30456.00,19337.09,21070.20,16218.79,18964.56
2022-03-25 19:12:07.843703,46,10825,24494,17854,21606,16959,21630,12462.41,30610.96,18873.03,20621.61,15853.28,18625.29
2022-03-25 19:12:17.855477,46,11485,26009,18954,23028,18090,23185,13222.24,32504.31,20035.82,21978.82,16910.54,19964.28
2022-03-25 19:12:27.882445,46,10435,23533,17162,20795,16281,20887,12013.42,29409.97,18141.54,19847.56,15219.48,17985.50
2022-03-25 19:12:37.894448,46,11851,26842,19694,24006,18857,24363,13643.61,33545.34,20818.05,22912.26,17627.53,20978.63
2022-03-25 19:12:47.921482,46,13332,30244,20806,25414,19999,25940,15348.63,37796.93,21993.52,24256.11,18695.07,22336.57
2022-03-25 19:12:57.933409,46,14755,33531,23639,28940,22986,29754,16986.87,41904.80,24988.22,27621.46,21487.32,25620.75
2022-03-25 19:13:07.960362,46,17455,39784,27341,33674,26654,34661,20095.28,49719.38,28901.51,32139.78,24916.17,29846.10
2022-03-25 19:13:17.972209,47,15233,34609,24457,30031,23754,30822,17537.17,43252.01,25852.90,28662.76,22205.25,26540.39
2022-03-25 19:13:27.984146,47,15082,34093,24008,29368,23415,30244,17363.33,42607.15,25378.28,28029.96,21888.35,26042.68
2022-03-25 19:13:38.011420,47,14493,32636,23057,28169,22468,28880,16685.24,40786.29,24373.00,26885.59,21003.09,24868.16
2022-03-25 19:13:48.023156,47,14505,32518,23060,28126,22586,28848,16699.06,40638.82,24376.17,26844.55,21113.40,24840.61
2022-03-25 19:13:58.050163,47,14343,31988,23100,28152,22736,28877,16512.55,39976.46,24418.45,26869.37,21253.62,24865.58
2022-03-25 19:14:08.062243,47,14767,32712,23636,28724,23472,29750,17000.69,40881.27,24985.04,27415.30,21941.63,25617.30
2022-03-25 19:14:18.089039,47,13952,30764,22471,27217,22354,28159,16062.41,38446.79,23753.55,25976.97,20896.53,24247.32
2022-03-25 19:14:28.100814,47,12913,28347,21099,25452,20982,26308,14866.25,35426.18,22303.24,24292.38,19613.98,22653.45
2022-03-25 19:14:38.127874,47,15069,33154,23962,29068,24034,30170,17348.37,41433.65,25329.65,27743.63,22466.99,25978.96
2022-03-25 19:14:48.139678,48,12005,26185,20199,24252,20194,25178,13820.90,32724.26,21351.88,23147.05,18877.36,21680.42
2022-03-25 19:14:58.166810,47,14400,31639,23376,28248,23508,29414,16578.17,39540.30,24710.21,26960.99,21975.29,25327.98
2022-03-25 19:15:08.178666,47,11885,26140,19877,23806,19887,24890,13682.75,32668.02,21011.50,22721.38,18590.38,21432.43
2022-03-25 19:15:18.205899,47,11084,24449,18859,22488,18745,23507,12760.59,30554.72,19935.39,21463.42,17522.83,20241.55
2022-03-25 19:15:28.233234,47,11018,24322,18667,22213,18463,23170,12684.61,30396.01,19732.44,21200.95,17259.22,19951.36
2022-03-25 19:15:38.244924,47,11617,25753,19726,23498,19522,24500,13374.21,32184.38,20851.88,22427.41,18249.17,21096.60
2022-03-25 19:15:48.271985,47,11847,26390,20051,23873,19715,24733,13639.00,32980.46,21195.43,22785.32,18429.59,21297.24
2022-03-25 19:15:58.283938,47,12194,27409,20564,24532,20098,25114,14038.49,34253.93,21737.71,23414.30,18787.62,21625.31
2022-03-25 19:16:08.295904,48,12404,28145,20537,24484,19848,24698,14280.25,35173.74,21709.17,23368.48,18553.92,21267.10
2022-03-25 19:16:18.322727,47,13006,29770,21677,25954,20864,25908,14973.31,37204.55,22914.23,24771.51,19503.67,22309.01
2022-03-25 19:16:28.349704,48,14370,33273,23795,28641,22736,28231,16543.63,41582.37,25153.12,27336.09,21253.62,24309.32
