dateTime,luminosity,ir,full,visible,lux
2022-03-25 19:09:30.975988,4294967295,65535,65535,0,-1.000000
2022-03-25 19:09:40.987835,4294967295,65535,65535,0,-1.000000
2022-03-25 19:09:51.014744,4294967295,65535,65535,0,-1.000000
2022-03-25 19:10:01.026548,4294967295,65535,65535,0,-1.000000
2022-03-25 19:10:11.038536,4294967295,65535,65535,0,-1.000000
2022-03-25 19:10:21.065396,4294967295,65535,65535,0,-1.000000
2022-03-25 19:10:31.077237,4294967295,65535,65535,0,-1.000000
2022-03-25 19:10:41.104060,4294967295,65535,65535,0,-1.000000
2022-03-25 19:10:51.115753,4294967295,65535,65535,0,-1.000000
2022-03-25 19:11:01.127782,4294967295,65535,65535,0,-1.000000
2022-03-25 19:11:11.139530,4294967295,65535,65535,0,-1.000000
2022-03-25 19:11:21.166127,4294967295,65535,65535,0,-1.000000
2022-03-25 19:11:31.177945,4294967295,65535,65535,0,-1.000000
2022-03-25 19:11:41.189740,4294967295,65535,65535,0,-1.000000
2022-03-25 19:11:51.216579,4294967295,65535,65535,0,-1.000000
2022-03-25 19:12:01.228548,4294967295,65535,65535,0,-1.000000
2022-03-25 19:12:11.255489,4294967295,65535,65535,0,-1.000000
2022-03-25 19:12:21.267328,4294967295,65535,65535,0,-1.000000
2022-03-25 19:12:31.279262,4294967295,65535,65535,0,-1.000000
2022-03-25 19:12:41.306319,4294967295,65535,65535,0,-1.000000
2022-03-25 19:12:51.333330,4294967295,65535,65535,0,-1.000000
2022-03-25 19:13:01.345215,4294967295,65535,65535,0,-1.000000
2022-03-25 19:13:11.357105,4294967295,65535,65535,0,-1.000000
2022-03-25 19:13:21.384028,4294967295,65535,65535,0,-1.000000
2022-03-25 19:13:31.395908,4294967295,65535,65535,0,-1.000000
2022-03-25 19:13:41.423110,4294967295,65535,65535,0,-1.000000
2022-03-25 19:13:51.434910,4294967295,65535,65535,0,-1.000000
2022-03-25 19:14:01.462032,4294967295,65535,65535,0,-1.000000
2022-03-25 19:14:11.473843,4294967295,65535,65535,0,-1.000000
2022-03-25 19:14:21.500708,4294967295,65535,65535,0,-1.000000
2022-03-25 19:14:31.512685,4294967295,65535,65535,0,-1.000000
2022-03-25 19:14:41.539680,4294967295,65535,65535,0,-1.000000
2022-03-25 19:14:51.551488,4294967295,65535,65535,0,-1.000000
2022-03-25 19:15:01.578643,4294967295,65535,65535,0,-1.000000
2022-03-25 19:15:11.590543,4294967295,65535,65535,0,-1.000000
2022-03-25 19:15:21.617771,4294967295,65535,65535,0,-1.000000
2022-03-25 19:15:31.629789,4294967295,65535,65535,0,-1.000000
2022-03-25 19:15:41.656877,4294967295,65535,65535,0,-1.000000
2022-03-25 19:15:51.668735,4294967295,65535,65535,0,-1.000000
2022-03-25 19:16:01.695803,4294967295,65535,65535,0,-1.000000
2022-03-25 19:16:11.707575,4294967295,65535,65535,0,-1.000000
2022-03-25 19:16:21.734552,4294967295,65535,65535,0,-1.000000
2022-03-25 19:16:31.746544,4294967295,65535,65535,0,-1.000000
2022-03-25 19:16:41.773378,4294967295,65535,65535,0,-1.000000
2022-03-25 19:16:51.800638,4294967295,65535,65535,0,-1.000000
2022-03-25 19:17:01.812440,4294967295,65535,65535,0,-1.000000
2022-03-25 19:17:11.839524,4294967295,65535,65535,0,-1.000000
2022-03-25 19:17:21.851618,4294967295,65535,65535,0,-1.000000
2022-03-25 19:17:31.878445,4294967295,65535,65535,0,-1.000000
2022-03-25 19:17:41.890583,4294967295,65535,65535,0,-1.000000
2022-03-25 19:17:51.902388,4294967295,65535,65535,0,-1.000000
2022-03-25 19:18:01.929418,4294967295,65535,65535,0,-1.000000
2022-03-25 19:18:11.956543,4294967295,65535,65535,0,-1.000000
2022-03-25 19:18:21.968451,4294967295,65535,65535,0,-1.000000
2022-03-25 19:18:31.980372,4294967295,65535,65535,0,-1.000000
2022-03-25 19:18:42.007353,4294967295,65535,65535,0,-1.000000
2022-03-25 19:18:52.019236,4294967295,65535,65535,0,-1.000000
2022-03-25 19:19:02.046234,4294967295,65535,65535,0,-1.000000
2022-03-25 19:19:12.058157,4294967295,65535,65535,0,-1.000000
2022-03-25 19:19:22.085213,4294967295,65535,65535,0,-1.000000
2022-03-25 19:19:32.097395,4294967295,65535,65535,0,-1.000000
2022-03-25 19:19:42.124488,4294967295,65535,65535,0,-1.000000
2022-03-25 19:19:52.136516,4294967295,65535,65535,0,-1.000000
2022-03-25 19:20:02.163262,4294967295,65535,65535,0,-1.000000
2022-03-25 19:20:12.175009,4294967295,65535,65535,0,-1.000000
2022-03-25 19:20:22.202288,4294967295,65535,65535,0,-1.000000
2022-03-25 19:20:32.229243,4294967295,65535,65535,0,-1.000000
2022-03-25 19:20:42.241285,4294967295,65535,65535,0,-1.000000
2022-03-25 19:20:52.252954,4294967295,65535,65535,0,-1.000000
2022-03-25 19:21:02.280348,4294967295,65535,65535,0,-1.000000
2022-03-25 19:21:12.307693,4294967295,65535,65535,0,-1.000000
2022-03-25 19:21:22.334774,4294967295,65535,65535,0,-1.000000
2022-03-25 19:21:32.346614,4294967295,65535,65535,0,-1.000000
2022-03-25 19:21:42.358492,4294967295,65535,65535,0,-1.000000
2022-03-25 19:21:52.385496,4294967295,65535,65535,0,-1.000000
2022-03-25 19:22:02.397502,4294967295,65535,65535,0,-1.000000
2022-03-25 19:22:12.424445,4294967295,65535,65535,0,-1.000000
2022-03-25 19:22:22.436685,4294967295,65535,65535,0,-1.000000
2022-03-25 19:22:32.464161,4294967295,65535,65535,0,-1.000000
2022-03-25 19:22:42.491046,4294967295,65535,65535,0,-1.000000
2022-03-25 19:22:52.502690,4294967295,65535,65535,0,-1.000000
2022-03-25 19:23:02.529806,4294967295,65535,65535,0,-1.000000
2022-03-25 19:23:12.541565,4294967295,65535,65535,0,-1.000000
2022-03-25 19:23:22.568592,4294967295,65535,65535,0,-1.000000
2022-03-25 19:23:32.580891,4294967295,65535,65535,0,-1.000000
2022-03-25 19:23:42.607861,4294967295,65535,65535,0,-1.000000
2022-03-25 19:23:52.619866,4294967295,65535,65535,0,-1.000000
2022-03-25 19:24:02.647009,4294967295,65535,65535,0,-1.000000
2022-03-25 19:24:12.658947,4294967295,65535,65535,0,-1.000000
2022-03-25 19:24:22.686029,4294967295,65535,65535,0,-1.000000
2022-03-25 19:24:32.697731,4294967295,65535,65535,0,-1.000000
2022-03-25 19:24:42.724510,4294967295,65535,65535,0,-1.000000
2022-03-25 19:24:52.736643,4294967295,65535,65535,0,-1.000000
2022-03-25 19:25:02.763644,4294967295,65535,65535,0,-1.000000
