dateTime,pc0_1,pc0_3,pc0_5,pc1_0,pc2_5,pc5_0,pc10_0,pm0_1,pm0_3,pm0_5,pm1_0,pm2_5,pm5_0,pm10_0
2022-03-25 19:10:47.800120,6525,3122,1093,137,37,0,0,0.005452550016343594,0.07588634639978409,0.19004188477993011,0.30453112721443176,0.7892530560493469,0.7892530560493469,0.7892530560493469
2022-03-25 19:10:47.801520,6525,3122,1093,137,37,0,0,0.005452550016343594,0.07588634639978409,0.19004188477993011,0.30453112721443176,0.7892530560493469,0.7892530560493469,0.7892530560493469
2022-03-25 19:15:30.457701,21888,10191,1200,83,19,0,0,0.01828927919268608,0.24820642173290253,0.3735963702201843,0.44332215189933777,0.6997422575950623,0.6997422575950623,0.6997422575950623
2022-03-25 19:17:37.501941,2103,959,495,54,7,0,0,0.0017578500555828214,0.023396989330649376,0.07510647922754288,0.12028186023235321,0.22127483785152435,0.22127483785152435,0.22127483785152435
2022-03-25 19:22:44.207560,16858,7362,272,42,10,0,0,0.014086459763348103,0.1801847666501999,0.20865072309970856,0.24400076270103455,0.3823584020137787,0.3823584020137787,0.3823584020137787
2022-03-25 19:24:51.254767,3166,1762,463,60,14,0,0,0.002645700005814433,0.04241374135017395,0.0908590629696846,0.14131684601306915,0.32578936219215393,0.32578936219215393,0.32578936219215393
2022-03-25 19:24:51.256911,3166,1762,463,60,14,0,0,0.002645700005814433,0.04241374135017395,0.0908590629696846,0.14131684601306915,0.32578936219215393,0.32578936219215393,0.32578936219215393
2022-03-25 19:30:32.043251,33538,14695,1154,126,17,0,0,0.02802363969385624,0.35954391956329346,0.4801243543624878,0.5861151814460754,0.8116351962089539,0.8116351962089539,0.8116351962089539
2022-03-25 19:32:39.085231,19961,9711,1091,162,38,0,0,0.01667913980782032,0.23577232658863068,0.34974703192710876,0.48512697219848633,0.991071343421936,0.991071343421936,0.991071343421936
2022-03-25 19:38:39.947872,23984,10945,1122,125,24,0,0,0.02004057914018631,0.26697760820388794,0.3841722309589386,0.48877599835395813,0.8023857474327087,0.8023857474327087,0.8023857474327087
2022-03-25 19:46:58.124137,13034,5804,622,74,25,6,0,0.010891320183873177,0.14184880256652832,0.20682500302791595,0.2692621946334839,0.6064060926437378,1.233119249343872,1.233119249343872
2022-03-25 19:54:44.886944,15434,7551,653,89,28,0,0,0.012896589934825897,0.18324768543243408,0.2514547109603882,0.32619723677635193,0.6956254243850708,0.6956254243850708,0.6956254243850708
2022-03-25 20:03:25.542697,5387,2463,563,73,14,0,0,0.004501520190387964,0.060086440294981,0.1189436987042427,0.1800832748413086,0.3737891912460327,0.3737891912460327,0.3737891912460327
2022-03-25 20:15:59.717387,22873,10697,1038,105,31,0,0,0.019112059846520424,0.26044192910194397,0.3689432740211487,0.45684584975242615,0.8696202635765076,0.8696202635765076,0.8696202635765076
2022-03-25 20:24:30.443614,9750,4717,794,44,12,2,0,0.008147059939801693,0.1145709678530693,0.19759011268615723,0.23518195748329163,0.3942919075489044,0.659676730632782,0.659676730632782
2022-03-25 20:38:12.478605,21596,9924,1075,79,17,13,0,0.018045220524072647,0.2419520616531372,0.3543187081813812,0.42088696360588074,0.6496459245681763,2.102163314819336,2.102163314819336
