dateTime,powerMode
2022-03-25 19:17:04.794519,6
2022-03-25 19:17:09.791393,6
2022-03-25 19:17:14.791786,6
2022-03-25 19:17:19.788118,6
2022-03-25 19:21:14.173059,6
2022-03-25 19:30:45.856257,6
2022-03-25 19:38:20.477275,6
2022-03-25 19:46:51.877735,6
2022-03-25 19:56:28.260788,6
2022-03-25 20:03:58.586175,6
2022-03-25 20:12:29.933111,6
2022-03-25 20:20:44.313770,6
2022-03-25 20:33:19.989502,6
2022-03-25 20:38:02.447644,6
2022-03-25 20:38:07.438717,6
