dateTime,Latitude,Longitude,Speed,Altitude,Course,HDOP,Year,Month,Day,Hour,Minute,Second
2022-03-25 19:12:08.212741,32.992436667,-96.757723333,0.14816000000000001,214.9,353.61,1.14,2022,3,25,19,12,5
2022-03-25 19:26:10.391269,32.99225,-96.757853333,0.0926,209.4,212.11,1.23,2022,3,25,19,26,7
2022-03-25 19:26:10.390283,32.99225,-96.757853333,0.0926,209.4,212.11,1.23,2022,3,25,19,26,7
2022-03-25 19:34:25.477154,32.992466667,-96.757758333,0.38892000000000004,204.5,34.0,1.01,2022,3,25,19,34,22
2022-03-25 19:40:21.558835,32.992375,-96.757695,0.25928,233.5,208.33,2.11,2022,3,25,19,40,18
2022-03-25 19:55:27.763741,32.992355,-96.757811667,0.018520000000000002,228.8,0.0,0.98,2022,3,25,19,55,25
2022-03-25 19:55:27.765140,32.992355,-96.757811667,0.018520000000000002,228.8,0.0,0.98,2022,3,25,19,55,25
2022-03-25 20:03:25.877656,32.99238,-96.757801667,0.35188,222.4,273.16,1.0,2022,3,25,20,3,23
2022-03-25 20:10:22.015472,32.992391667,-96.75779,0.018520000000000002,193.3,122.25,1.2,2022,3,25,20,10,19
2022-03-25 20:10:22.017600,32.992391667,-96.75779,0.018520000000000002,193.3,122.25,1.2,2022,3,25,20,10,19
2022-03-25 20:28:38.208256,32.992411667,-96.757765,0.35188,223.1,203.01,0.92,2022,3,25,20,28,35
2022-03-25 20:40:41.373313,32.992366667,-96.757843333,0.31484,238.5,222.08,1.61,2022,3,25,20,40,38
2022-03-25 20:40:41.376635,32.992366667,-96.757843333,0.31484,238.5,222.08,1.61,2022,3,25,20,40,38
