dateTime,powerMode
2022-03-25 19:17:28.887662,6
2022-03-25 19:26:22.066775,6
2022-03-25 19:35:58.265758,6
2022-03-25 19:45:41.492177,6
2022-03-25 19:45:46.503539,6
2022-03-25 19:56:21.766205,6
2022-03-25 20:05:00.046568,6
2022-03-25 20:14:04.388759,6
2022-03-25 20:23:47.697271,6
2022-03-25 20:33:52.994828,6
2022-03-25 20:34:22.986761,6
2022-03-25 20:43:38.235353,6
