dateTime,powerMode
2022-03-25 19:16:47.380816,6
2022-03-25 19:24:29.784191,6
2022-03-25 19:31:54.179756,6
2022-03-25 19:31:54.184251,6
2022-03-25 19:45:19.825292,6
2022-03-25 19:52:25.087568,6
2022-03-25 19:52:25.089286,6
2022-03-25 20:00:25.338630,6
2022-03-25 20:01:25.348953,6
2022-03-25 20:07:47.656430,6
2022-03-25 20:14:16.921558,6
2022-03-25 20:14:16.923266,6
2022-03-25 20:14:26.919386,6
2022-03-25 20:14:26.920464,6
2022-03-25 20:22:27.186966,6
2022-03-25 20:33:19.445558,6
2022-03-25 20:36:43.681715,6
