dateTime,rawUVA,rawUVB,visibleCompensation,irCompensation,uva,uvb,index
2022-03-25 19:09:32.469268,37684,51395,13084,6181,416.79,1980.45,0.40
2022-03-25 19:09:42.484898,37797,51278,13014,6189,674.55,2055.95,0.45
2022-03-25 19:09:52.500239,37880,51087,12915,6199,964.03,2139.50,0.51
2022-03-25 19:10:02.515714,37903,50814,12838,6202,1153.98,2088.40,0.53
2022-03-25 19:10:12.546623,37893,50526,12774,6207,1279.41,1980.45,0.53
2022-03-25 19:10:22.562113,37802,50297,12717,6209,1312.29,1916.10,0.52
2022-03-25 19:10:32.577601,37503,50005,12592,6199,1304.09,2010.35,0.54
2022-03-25 19:10:42.592969,37178,49791,12459,6191,1284.99,2202.70,0.57
2022-03-25 19:10:52.608330,36823,49753,12336,6189,1205.71,2531.05,0.61
2022-03-25 19:11:02.623630,36230,49467,12182,6149,1007.79,2769.35,0.62
2022-03-25 19:11:12.639058,35820,49224,12118,6121,777.11,2764.15,0.59
2022-03-25 19:11:22.654586,35405,48919,12086,6098,463.74,2593.80,0.51
2022-03-25 19:11:32.670174,35074,48624,12060,6075,221.05,2415.75,0.44
2022-03-25 19:11:42.685542,34666,48234,11977,6044,38.54,2324.85,0.40
2022-03-25 19:11:52.716290,34457,48055,11915,6032,-16.86,2349.75,0.40
2022-03-25 19:12:02.731942,34196,47708,11822,6005,-35.49,2324.35,0.39
2022-03-25 19:12:12.747225,34081,47390,11793,5996,-74.14,2107.65,0.35
2022-03-25 19:12:22.763459,33980,46773,11787,5991,-155.17,1517.10,0.23
2022-03-25 19:12:32.778019,33965,46168,11814,5996,-236.76,823.70,0.10
2022-03-25 19:12:42.793898,33976,45580,11814,6005,-237.73,219.95,0.00
2022-03-25 19:12:52.808999,34074,45108,11746,6021,-10.05,-79.45,-0.01
2022-03-25 19:13:02.839725,34200,44817,11651,6035,308.23,-114.70,0.03
2022-03-25 19:13:12.855099,34263,44477,11518,6033,669.15,-58.85,0.09
2022-03-25 19:13:22.870584,34254,44135,11421,6022,890.12,-95.45,0.12
2022-03-25 19:13:32.886113,34206,43780,11396,6006,918.90,-348.70,0.08
2022-03-25 19:13:42.901725,34137,43542,11395,5995,866.75,-564.50,0.03
2022-03-25 19:13:52.917289,33970,43322,11368,5968,795.60,-657.60,0.01
2022-03-25 19:14:02.932879,33838,43306,11320,5943,803.41,-488.25,0.04
2022-03-25 19:14:12.948083,33708,43464,11231,5920,901.58,-27.45,0.13
2022-03-25 19:14:22.963620,33519,43566,11115,5884,1017.98,479.75,0.23
2022-03-25 19:14:32.994648,33411,43663,11057,5862,1068.00,786.35,0.29
2022-03-25 19:14:43.009878,33317,43680,11028,5844,1062.32,920.40,0.32
2022-03-25 19:14:53.025481,33194,43593,10994,5825,1040.07,966.95,0.32
2022-03-25 19:15:03.041223,33215,43724,11009,5822,1031.76,1058.95,0.34
2022-03-25 19:15:13.056594,33195,43806,10989,5807,1076.11,1226.20,0.37
2022-03-25 19:15:23.087333,33297,44037,11008,5802,1142.58,1409.90,0.41
2022-03-25 19:15:33.102976,33377,44157,11026,5781,1210.55,1513.55,0.44
2022-03-25 19:15:43.118635,33474,44166,11054,5750,1286.62,1494.20,0.45
2022-03-25 19:15:53.134026,33570,44118,11087,5716,1354.58,1408.35,0.44
2022-03-25 19:16:03.149264,33687,44021,11112,5672,1474.60,1314.60,0.45
2022-03-25 19:16:13.180331,33719,43941,11098,5622,1604.18,1363.40,0.47
2022-03-25 19:16:23.195980,33817,44071,11109,5587,1724.31,1522.20,0.52
2022-03-25 19:16:33.211576,33753,44098,11100,5514,1777.38,1703.50,0.56
2022-03-25 19:16:43.227187,33584,44002,11094,5434,1728.10,1765.20,0.56
2022-03-25 19:16:53.242705,33406,43708,11095,5341,1671.57,1631.00,0.53
2022-03-25 19:17:03.273409,33329,43504,11143,5256,1601.06,1434.15,0.48
2022-03-25 19:17:13.288895,32977,43169,11175,5132,1342.94,1221.75,0.41
2022-03-25 19:17:23.304426,32495,42795,11141,5003,1107.99,1173.80,0.37
2022-03-25 19:17:33.319822,31650,41965,10957,4834,896.24,1182.35,0.34
2022-03-25 19:17:43.335410,30313,40396,10557,4618,734.52,1171.35,0.31
2022-03-25 19:17:53.350565,28945,38601,10125,4418,591.56,1000.75,0.26
2022-03-25 19:18:03.366172,27031,36044,9478,4156,462.36,810.90,0.21
2022-03-25 19:18:13.396959,25093,33420,8831,3907,291.87,531.30,0.13
2022-03-25 19:18:23.412287,22643,30186,8012,3608,57.72,236.60,0.05
2022-03-25 19:18:33.427838,20540,27389,7278,3359,-84.63,40.65,-0.01
2022-03-25 19:18:43.443391,18195,24367,6438,3082,-196.42,-18.60,-0.03
2022-03-25 19:18:53.458953,16155,21792,5694,2839,-261.55,26.45,-0.03
2022-03-25 19:19:03.474282,13963,18916,4873,2579,-285.13,27.40,-0.04
2022-03-25 19:19:13.489898,12225,16320,4153,2361,-134.79,-63.10,-0.03
2022-03-25 19:19:23.520736,11038,14518,3657,2198,-3.88,-116.65,-0.02
2022-03-25 19:19:33.536129,10029,13163,3274,2049,35.55,-81.05,-0.01
2022-03-25 19:19:43.551593,9482,12489,3078,1957,46.03,-15.85,0.00
2022-03-25 19:19:53.551511,9106,12029,2946,1884,60.16,41.30,0.02
2022-03-25 19:20:03.582436,8919,11797,2876,1846,79.10,82.30,0.03
2022-03-25 19:20:13.597627,8788,11628,2824,1821,96.79,110.45,0.03
2022-03-25 19:20:23.613271,8736,11562,2798,1816,109.16,129.90,0.04
2022-03-25 19:20:33.628767,8735,11562,2788,1827,115.73,140.15,0.04
2022-03-25 19:20:43.644002,8770,11609,2793,1850,109.04,132.15,0.04
2022-03-25 19:20:53.659488,8867,11740,2817,1894,94.24,115.35,0.03
2022-03-25 19:21:03.674828,9008,11935,2857,1953,67.97,89.10,0.03
2022-03-25 19:21:13.689837,9173,12153,2905,2016,42.62,55.25,0.02
2022-03-25 19:21:23.705505,9427,12476,2978,2105,16.19,7.15,0.00
2022-03-25 19:21:33.720996,9675,12777,3045,2183,11.71,-26.00,-0.00
2022-03-25 19:21:43.736325,10062,13212,3145,2291,33.07,-75.00,-0.01
2022-03-25 19:21:53.767247,10497,13675,3252,2400,85.56,-118.40,-0.01
2022-03-25 19:22:03.782911,11144,14336,3415,2547,175.19,-195.50,-0.01
2022-03-25 19:22:13.798531,11794,14971,3582,2674,285.54,-275.40,-0.00
2022-03-25 19:22:23.813656,12886,16018,3880,2846,487.22,-408.50,0.00
2022-03-25 19:22:33.829076,14125,17350,4253,3024,661.42,-488.35,0.02
