dateTime,c02,temperature,humidity
2022-03-25 19:09:34.207691,466,27,15
2022-03-25 19:09:44.250739,466,27,15
2022-03-25 19:09:54.278232,466,27,15
2022-03-25 19:10:04.305884,466,27,15
2022-03-25 19:10:14.348806,465,27,15
2022-03-25 19:10:24.376312,465,27,15
2022-03-25 19:10:34.404258,464,27,15
2022-03-25 19:10:44.431771,464,27,15
2022-03-25 19:10:54.474862,463,28,15
2022-03-25 19:11:04.502467,462,28,15
2022-03-25 19:11:14.545673,462,28,15
2022-03-25 19:11:24.573655,462,28,14
2022-03-25 19:11:34.601016,462,28,14
2022-03-25 19:11:44.643986,461,28,14
2022-03-25 19:11:54.671663,461,28,14
2022-03-25 19:12:04.699239,461,28,14
2022-03-25 19:12:14.726554,461,28,14
2022-03-25 19:12:24.769615,461,28,14
2022-03-25 19:12:34.797290,462,28,14
2022-03-25 19:12:44.825161,464,28,14
2022-03-25 19:12:54.868017,465,28,15
2022-03-25 19:13:04.895666,466,28,14
2022-03-25 19:13:14.938720,467,28,14
2022-03-25 19:13:24.966360,467,28,14
2022-03-25 19:13:34.994100,467,28,14
2022-03-25 19:13:45.021730,468,28,15
2022-03-25 19:13:55.064742,468,28,15
2022-03-25 19:14:05.092288,467,28,14
2022-03-25 19:14:15.119789,467,28,14
2022-03-25 19:14:25.162688,468,28,14
2022-03-25 19:14:35.190429,468,28,14
2022-03-25 19:14:45.218359,468,28,15
2022-03-25 19:14:55.261090,467,28,15
2022-03-25 19:15:05.288955,467,28,15
2022-03-25 19:15:15.316583,467,28,15
2022-03-25 19:15:25.359587,468,28,15
2022-03-25 19:15:35.387120,469,28,14
2022-03-25 19:15:45.414940,469,28,15
2022-03-25 19:15:55.457888,469,28,15
2022-03-25 19:16:05.485526,468,28,15
2022-03-25 19:16:15.513031,468,28,15
2022-03-25 19:16:25.555916,468,28,15
2022-03-25 19:16:35.583594,467,28,14
2022-03-25 19:16:45.611165,466,28,14
2022-03-25 19:16:55.654199,467,28,15
2022-03-25 19:17:05.681852,468,28,15
2022-03-25 19:17:15.709622,469,28,15
2022-03-25 19:17:25.737262,469,28,14
2022-03-25 19:17:35.780220,469,28,15
2022-03-25 19:17:45.807957,469,28,14
2022-03-25 19:17:55.850983,469,29,15
2022-03-25 19:18:05.878649,470,29,15
2022-03-25 19:18:15.906184,472,29,15
2022-03-25 19:18:25.949134,473,29,15
2022-03-25 19:18:35.976677,473,29,15
2022-03-25 19:18:46.004344,474,29,15
2022-03-25 19:18:56.032012,474,29,15
2022-03-25 19:19:06.074994,475,29,15
2022-03-25 19:19:16.102757,475,28,15
2022-03-25 19:19:26.130634,474,28,15
2022-03-25 19:19:36.173537,475,28,16
2022-03-25 19:19:46.201030,474,28,15
2022-03-25 19:19:56.244039,476,28,15
2022-03-25 19:20:06.271571,476,28,15
2022-03-25 19:20:16.298935,476,28,15
2022-03-25 19:20:26.326705,476,28,15
2022-03-25 19:20:36.369567,475,28,15
2022-03-25 19:20:46.397258,475,28,15
2022-03-25 19:20:56.424920,475,28,14
2022-03-25 19:21:06.467888,476,28,14
2022-03-25 19:21:16.495423,475,28,15
2022-03-25 19:21:26.523209,474,28,14
2022-03-25 19:21:36.566159,474,28,14
2022-03-25 19:21:46.593767,473,28,14
2022-03-25 19:21:56.621466,472,28,14
2022-03-25 19:22:06.664202,472,29,14
2022-03-25 19:22:16.691931,472,29,14
2022-03-25 19:22:26.719396,472,29,14
2022-03-25 19:22:36.762476,472,29,14
2022-03-25 19:22:46.790060,471,29,14
2022-03-25 19:22:56.817673,472,29,14
2022-03-25 19:23:06.860612,472,29,15
2022-03-25 19:23:16.888194,471,29,14
2022-03-25 19:23:26.915934,471,29,14
2022-03-25 19:23:36.958799,471,29,14
2022-03-25 19:23:46.986382,473,29,14
2022-03-25 19:23:57.013924,472,29,14
2022-03-25 19:24:07.057824,473,29,14
2022-03-25 19:24:17.084363,473,29,14
2022-03-25 19:24:27.112118,473,29,14
2022-03-25 19:24:37.154936,473,29,14
2022-03-25 19:24:47.182479,474,29,14
2022-03-25 19:24:57.210088,473,29,14
2022-03-25 19:25:07.237718,473,29,14
2022-03-25 19:25:17.280501,472,29,14
2022-03-25 19:25:27.307956,472,29,14
2022-03-25 19:25:37.335866,473,29,14
2022-03-25 19:25:47.378604,472,29,14
2022-03-25 19:25:57.406303,474,29,14
2022-03-25 19:26:07.433814,474,29,14
2022-03-25 19:26:17.476723,473,29,14
2022-03-25 19:26:27.504391,473,29,14
2022-03-25 19:26:37.531862,474,29,14
2022-03-25 19:26:47.574926,473,29,14
2022-03-25 19:26:57.602274,472,29,14
2022-03-25 19:27:07.629987,473,29,14
2022-03-25 19:27:17.672762,472,29,14
2022-03-25 19:27:27.700367,472,29,13
2022-03-25 19:27:37.728077,472,29,14
2022-03-25 19:27:47.770903,472,29,14
2022-03-25 19:27:57.798631,473,29,14
2022-03-25 19:28:07.825991,473,29,14
2022-03-25 19:28:17.869098,472,29,13
2022-03-25 19:28:27.896544,473,29,13
2022-03-25 19:28:37.924337,473,29,14
2022-03-25 19:28:47.967109,473,29,14
2022-03-25 19:28:57.994899,473,29,14
2022-03-25 19:29:08.022283,474,29,14
2022-03-25 19:29:18.050190,473,29,14
2022-03-25 19:29:28.092960,475,29,14
2022-03-25 19:29:38.120560,475,29,14
2022-03-25 19:29:48.163446,476,29,14
2022-03-25 19:29:58.191085,477,29,14
2022-03-25 19:30:08.218994,478,29,14
2022-03-25 19:30:18.261546,478,29,14
2022-03-25 19:30:28.289259,478,29,14
2022-03-25 19:30:38.316844,477,29,14
2022-03-25 19:30:48.359653,477,29,14
2022-03-25 19:30:58.387372,476,29,14
2022-03-25 19:31:08.414839,477,29,14
2022-03-25 19:31:18.457855,477,29,14
2022-03-25 19:31:28.485397,477,29,14
2022-03-25 19:31:38.512964,477,29,14
2022-03-25 19:31:48.540856,477,29,14
2022-03-25 19:31:58.583403,477,30,14
2022-03-25 19:32:08.611102,476,30,14
2022-03-25 19:32:18.638748,475,30,14
2022-03-25 19:32:28.681545,476,30,14
2022-03-25 19:32:38.709193,476,30,14
2022-03-25 19:32:48.752069,475,30,14
2022-03-25 19:32:58.779745,476,30,14
2022-03-25 19:33:08.807181,476,30,14
2022-03-25 19:33:18.834970,476,30,14
2022-03-25 19:33:28.877611,475,30,14
2022-03-25 19:33:38.905362,474,30,14
2022-03-25 19:33:48.932868,474,30,13
2022-03-25 19:33:58.975770,474,30,13
2022-03-25 19:34:09.003198,474,30,14
2022-03-25 19:34:19.030925,474,30,14
2022-03-25 19:34:29.073940,475,30,14
2022-03-25 19:34:39.101484,475,30,14
2022-03-25 19:34:49.129352,475,30,14
2022-03-25 19:34:59.171989,476,30,14
2022-03-25 19:35:09.199632,476,30,14
2022-03-25 19:35:19.227157,475,30,14
2022-03-25 19:35:29.270146,474,30,14
2022-03-25 19:35:39.297585,474,30,14
2022-03-25 19:35:49.325166,473,30,14
2022-03-25 19:35:59.368149,472,30,14
2022-03-25 19:36:09.395447,471,30,14
2022-03-25 19:36:19.423087,471,30,14
2022-03-25 19:36:29.450733,470,30,14
2022-03-25 19:36:39.493638,471,30,14
2022-03-25 19:36:49.521181,470,30,14
2022-03-25 19:36:59.564143,470,30,14
2022-03-25 19:37:09.591818,471,30,14
2022-03-25 19:37:19.619409,471,30,13
2022-03-25 19:37:29.662389,471,30,14
2022-03-25 19:37:39.689934,472,30,14
2022-03-25 19:37:49.717660,471,30,14
2022-03-25 19:37:59.760332,472,30,14
2022-03-25 19:38:09.787820,473,30,14
2022-03-25 19:38:19.815226,473,30,14
2022-03-25 19:38:29.843007,474,30,14
2022-03-25 19:38:39.885981,475,30,14
2022-03-25 19:38:49.913578,475,30,14
2022-03-25 19:38:59.956703,474,30,14
2022-03-25 19:39:09.984134,474,30,14
2022-03-25 19:39:20.011814,474,30,14
2022-03-25 19:39:30.054765,474,30,14
2022-03-25 19:39:40.082367,472,30,14
2022-03-25 19:39:50.109980,471,30,14
2022-03-25 19:40:00.152880,471,30,14
2022-03-25 19:40:10.180261,470,30,14
2022-03-25 19:40:20.208110,470,30,14
2022-03-25 19:40:30.250827,470,30,14
2022-03-25 19:40:40.278551,469,30,14
2022-03-25 19:40:50.306156,469,30,14
2022-03-25 19:41:00.349012,469,30,14
2022-03-25 19:41:10.376658,469,30,14
2022-03-25 19:41:20.404262,470,30,14
2022-03-25 19:41:30.447078,470,30,14
2022-03-25 19:41:40.474827,469,30,14
2022-03-25 19:41:50.502407,468,30,14
2022-03-25 19:42:00.545169,468,30,14
2022-03-25 19:42:10.572373,468,30,14
2022-03-25 19:42:20.600056,468,30,14
2022-03-25 19:42:30.627576,468,30,14
2022-03-25 19:42:40.670375,468,30,14
2022-03-25 19:42:50.697900,468,30,14
2022-03-25 19:43:00.740903,469,30,14
2022-03-25 19:43:10.768568,469,30,14
2022-03-25 19:43:20.796127,468,30,14
2022-03-25 19:43:30.839058,468,30,14
2022-03-25 19:43:40.866707,468,30,14
2022-03-25 19:43:50.894263,469,30,14
2022-03-25 19:44:00.937195,469,30,14
2022-03-25 19:44:10.964606,470,30,13
2022-03-25 19:44:20.992230,470,30,13
2022-03-25 19:44:31.034927,469,30,13
2022-03-25 19:44:41.062649,469,30,13
2022-03-25 19:44:51.090312,469,30,13
2022-03-25 19:45:01.133175,469,30,13
2022-03-25 19:45:11.160999,468,30,14
2022-03-25 19:45:21.188318,469,30,14
2022-03-25 19:45:31.231204,470,30,13
2022-03-25 19:45:41.258772,471,31,14
2022-03-25 19:45:51.301706,471,30,13
2022-03-25 19:46:01.329169,471,30,14
2022-03-25 19:46:11.356724,473,30,14
2022-03-25 19:46:21.384102,473,30,14
2022-03-25 19:46:31.427055,473,30,13
2022-03-25 19:46:41.454562,473,30,13
2022-03-25 19:46:51.482049,474,30,12
2022-03-25 19:47:01.525049,474,30,13
2022-03-25 19:47:11.552257,473,30,13
2022-03-25 19:47:21.595357,472,30,13
2022-03-25 19:47:31.622797,473,30,13
2022-03-25 19:47:41.650380,473,30,13
2022-03-25 19:47:51.693282,473,30,13
2022-03-25 19:48:01.720859,473,30,13
2022-03-25 19:48:11.748208,475,30,13
2022-03-25 19:48:21.790981,475,30,13
2022-03-25 19:48:31.818549,475,30,13
2022-03-25 19:48:41.846031,475,30,13
2022-03-25 19:48:51.873458,475,30,13
2022-03-25 19:49:01.916110,475,30,13
2022-03-25 19:49:11.943885,475,30,13
2022-03-25 19:49:21.986629,475,30,13
2022-03-25 19:49:32.014058,475,30,13
2022-03-25 19:49:42.041647,474,30,14
2022-03-25 19:49:52.069179,473,30,14
2022-03-25 19:50:02.112100,472,30,14
2022-03-25 19:50:12.139375,471,30,14
2022-03-25 19:50:22.182336,472,30,14
2022-03-25 19:50:32.209831,471,30,14
2022-03-25 19:50:42.237462,470,30,14
2022-03-25 19:50:52.280125,469,30,14
2022-03-25 19:51:02.307725,469,30,14
2022-03-25 19:51:12.335342,467,30,14
2022-03-25 19:51:22.362993,468,30,14
2022-03-25 19:51:32.405596,469,30,14
2022-03-25 19:51:42.433119,470,30,14
2022-03-25 19:51:52.475896,470,30,14
2022-03-25 19:52:02.503404,469,30,13
2022-03-25 19:52:12.530857,469,30,14
2022-03-25 19:52:22.573687,469,30,14
2022-03-25 19:52:32.601140,469,30,14
2022-03-25 19:52:42.628850,469,30,14
2022-03-25 19:52:52.671590,469,30,14
2022-03-25 19:53:02.699216,469,30,14
2022-03-25 19:53:12.726624,468,30,14
2022-03-25 19:53:22.754265,468,30,13
2022-03-25 19:53:32.796820,468,30,14
2022-03-25 19:53:42.824427,467,30,14
2022-03-25 19:53:52.867264,466,30,14
2022-03-25 19:54:02.894847,467,30,14
2022-03-25 19:54:12.922433,468,30,14
2022-03-25 19:54:22.964916,468,30,14
2022-03-25 19:54:32.992635,469,30,14
2022-03-25 19:54:43.035591,469,30,14
2022-03-25 19:54:53.062837,471,30,14
2022-03-25 19:55:03.090502,471,29,14
2022-03-25 19:55:13.117935,472,29,14
2022-03-25 19:55:23.160638,472,29,14
2022-03-25 19:55:33.188010,472,29,14
2022-03-25 19:55:43.215551,472,29,15
2022-03-25 19:55:53.258378,472,29,15
2022-03-25 19:56:03.285887,471,29,14
2022-03-25 19:56:13.328402,472,29,14
2022-03-25 19:56:23.355901,472,29,14
2022-03-25 19:56:33.383507,472,29,14
2022-03-25 19:56:43.410876,472,29,14
2022-03-25 19:56:53.453700,471,29,13
2022-03-25 19:57:03.481110,471,29,13
2022-03-25 19:57:13.524003,472,29,14
2022-03-25 19:57:23.551369,472,29,14
2022-03-25 19:57:33.578856,471,29,14
2022-03-25 19:57:43.606233,471,29,14
2022-03-25 19:57:53.648996,470,29,14
2022-03-25 19:58:03.676955,469,29,14
2022-03-25 19:58:13.703954,468,29,14
2022-03-25 19:58:23.746883,468,29,14
2022-03-25 19:58:33.774215,468,29,14
2022-03-25 19:58:43.817104,468,29,14
2022-03-25 19:58:53.844555,467,29,14
2022-03-25 19:59:03.872084,466,29,14
2022-03-25 19:59:13.899499,467,29,15
2022-03-25 19:59:23.942224,466,29,15
2022-03-25 19:59:33.969930,466,29,14
2022-03-25 19:59:43.997247,465,29,14
2022-03-25 19:59:54.040182,465,29,14
2022-03-25 20:00:04.067811,464,29,14
2022-03-25 20:00:14.095144,465,29,14
2022-03-25 20:00:24.137766,465,29,14
2022-03-25 20:00:34.165581,464,29,14
2022-03-25 20:00:44.208383,464,29,14
2022-03-25 20:00:54.235854,464,29,14
2022-03-25 20:01:04.263463,464,29,14
2022-03-25 20:01:14.306303,464,29,14
2022-03-25 20:01:24.333899,465,29,14
2022-03-25 20:01:34.361168,465,29,14
2022-03-25 20:01:44.404189,466,29,14
2022-03-25 20:01:54.431518,465,29,14
2022-03-25 20:02:04.459181,465,29,14
2022-03-25 20:02:14.486626,464,29,14
2022-03-25 20:02:24.529269,464,29,14
2022-03-25 20:02:34.556981,464,29,14
2022-03-25 20:02:44.599653,464,29,14
2022-03-25 20:02:54.627298,465,29,14
2022-03-25 20:03:04.654665,465,29,14
2022-03-25 20:03:14.697607,467,29,14
2022-03-25 20:03:24.724940,467,29,14
2022-03-25 20:03:34.752607,467,29,14
2022-03-25 20:03:44.779941,467,29,14
2022-03-25 20:03:54.822806,467,29,14
2022-03-25 20:04:04.850362,468,29,14
2022-03-25 20:04:14.877662,467,29,14
2022-03-25 20:04:24.920511,468,29,14
2022-03-25 20:04:34.948060,468,29,14
2022-03-25 20:04:44.990978,467,29,14
2022-03-25 20:04:55.018432,468,29,14
2022-03-25 20:05:05.045955,468,29,14
2022-03-25 20:05:15.073406,467,29,14
2022-03-25 20:05:25.116277,467,30,14
2022-03-25 20:05:35.143657,468,30,14
2022-03-25 20:05:45.171270,468,30,14
2022-03-25 20:05:55.213938,467,30,14
2022-03-25 20:06:05.241400,467,30,14
2022-03-25 20:06:15.268990,466,30,14
2022-03-25 20:06:25.311608,467,30,14
2022-03-25 20:06:35.339225,466,30,14
2022-03-25 20:06:45.366742,467,30,14
2022-03-25 20:06:55.409597,467,30,14
2022-03-25 20:07:05.437263,467,30,14
2022-03-25 20:07:15.464860,467,30,13
2022-03-25 20:07:25.507639,467,30,14
2022-03-25 20:07:35.535036,468,30,14
2022-03-25 20:07:45.577923,468,30,14
2022-03-25 20:07:55.605395,469,30,14
2022-03-25 20:08:05.632980,469,30,14
2022-03-25 20:08:15.660230,470,30,14
2022-03-25 20:08:25.702980,471,30,14
2022-03-25 20:08:35.730565,471,30,14
2022-03-25 20:08:45.758103,470,30,14
2022-03-25 20:08:55.800992,469,30,14
2022-03-25 20:09:05.828399,470,30,14
2022-03-25 20:09:15.855951,469,30,13
2022-03-25 20:09:25.898851,469,30,14
2022-03-25 20:09:35.926318,470,30,14
2022-03-25 20:09:45.969208,470,30,14
2022-03-25 20:09:55.996608,470,30,14
2022-03-25 20:10:06.024349,469,30,14
2022-03-25 20:10:16.051457,470,30,14
2022-03-25 20:10:26.094450,470,30,14
2022-03-25 20:10:36.121841,470,30,14
2022-03-25 20:10:46.149347,470,30,14
2022-03-25 20:10:56.192219,470,30,14
2022-03-25 20:11:06.219756,469,30,14
2022-03-25 20:11:16.262641,469,30,14
2022-03-25 20:11:26.289967,468,30,14
2022-03-25 20:11:36.317727,469,30,14
2022-03-25 20:11:46.345149,469,30,14
2022-03-25 20:11:56.388020,470,30,14
2022-03-25 20:12:06.415594,471,30,14
2022-03-25 20:12:16.442900,471,30,14
2022-03-25 20:12:26.485705,470,30,14
2022-03-25 20:12:36.513243,470,30,14
2022-03-25 20:12:46.556023,471,30,14
2022-03-25 20:12:56.583308,470,30,14
2022-03-25 20:13:06.611032,469,30,14
2022-03-25 20:13:16.638362,469,30,14
2022-03-25 20:13:26.681350,469,30,14
2022-03-25 20:13:36.709181,469,30,14
2022-03-25 20:13:46.751798,470,30,14
2022-03-25 20:13:56.779299,470,30,13
2022-03-25 20:14:06.806769,469,30,13
2022-03-25 20:14:16.849558,469,30,14
2022-03-25 20:14:26.877063,469,30,14
2022-03-25 20:14:36.904760,469,30,14
2022-03-25 20:14:46.947351,470,30,14
2022-03-25 20:14:56.974940,471,30,14
2022-03-25 20:15:07.002449,471,30,14
2022-03-25 20:15:17.045224,471,30,14
2022-03-25 20:15:27.072856,470,30,14
2022-03-25 20:15:37.100510,470,30,13
2022-03-25 20:15:47.143292,470,30,13
2022-03-25 20:15:57.170795,470,30,13
2022-03-25 20:16:07.198162,470,30,14
2022-03-25 20:16:17.240730,469,30,13
2022-03-25 20:16:27.268295,469,30,13
2022-03-25 20:16:37.295746,469,30,14
2022-03-25 20:16:47.338473,470,30,14
2022-03-25 20:16:57.365986,469,30,14
2022-03-25 20:17:07.393480,469,30,13
2022-03-25 20:17:17.436376,470,30,13
2022-03-25 20:17:27.463830,470,30,14
2022-03-25 20:17:37.491484,471,30,14
2022-03-25 20:17:47.534064,471,30,14
2022-03-25 20:17:57.561723,471,30,14
