dateTime,Latitude,Longitude,Speed,Altitude,Course,HDOP,Year,Month,Day,Hour,Minute,Second
2022-03-25 19:12:16.699743,32.992515,-96.757898333,0.0,249.6,165.12,0.99,2022,3,25,19,12,13
2022-03-25 19:18:56.565378,32.992375,-96.757821667,0.05556,205.9,155.17,0.98,2022,3,25,19,18,53
2022-03-25 19:22:16.495629,32.992386667,-96.757845,0.018520000000000002,207.7,154.51,0.97,2022,3,25,19,22,13
2022-03-25 19:25:51.423102,32.992435,-96.75784,0.48152,213.8,137.03,0.96,2022,3,25,19,25,48
2022-03-25 19:32:53.289796,32.992398333,-96.757848333,0.07408000000000001,213.2,157.23,0.83,2022,3,25,19,32,50
2022-03-25 19:42:40.084299,32.992396667,-96.757905,0.037040000000000003,211.9,80.33,0.82,2022,3,25,19,42,37
2022-03-25 19:52:30.883446,32.99237,-96.757841667,0.018520000000000002,213.8,114.4,0.76,2022,3,25,19,52,28
2022-03-25 20:06:11.691483,32.992375,-96.757863333,0.11112,221.6,220.84,0.76,2022,3,25,20,6,8
2022-03-25 20:09:32.660135,32.992465,-96.75785,0.38892000000000004,214.2,144.99,0.75,2022,3,25,20,9,29
2022-03-25 20:15:58.590625,32.992433333,-96.757845,0.40744,206.8,291.33,0.79,2022,3,25,20,15,55
2022-03-25 20:19:13.553867,32.992436667,-96.757828333,0.11112,210.7,109.94,0.79,2022,3,25,20,19,10
