dateTime,powerMode
2022-03-25 19:11:23.458851,6
2022-03-25 19:15:31.374493,6
2022-03-25 19:18:03.315018,6
2022-03-25 19:18:03.316162,6
2022-03-25 19:21:23.243154,6
2022-03-25 19:24:58.171567,6
2022-03-25 19:24:58.169234,6
2022-03-25 19:29:07.101844,6
2022-03-25 19:29:12.104035,6
2022-03-25 19:29:12.106940,6
2022-03-25 19:31:40.037437,6
2022-03-25 19:31:55.026972,6
2022-03-25 19:32:00.037447,6
2022-03-25 19:35:21.969786,6
2022-03-25 19:35:21.972426,6
2022-03-25 19:35:31.969604,6
2022-03-25 19:35:51.964292,6
2022-03-25 19:35:51.965093,6
2022-03-25 19:36:11.970148,6
2022-03-25 19:36:11.968989,6
2022-03-25 19:41:46.824825,6
2022-03-25 19:51:37.635591,6
2022-03-25 19:59:17.535414,6
2022-03-25 19:59:17.535481,6
2022-03-25 19:59:22.532502,6
2022-03-25 19:59:22.533585,6
2022-03-25 19:59:32.538689,6
2022-03-25 19:59:32.540760,6
2022-03-25 20:05:18.447676,6
2022-03-25 20:05:18.451216,6
2022-03-25 20:08:34.407298,6
2022-03-25 20:08:34.408266,6
2022-03-25 20:08:39.406627,6
2022-03-25 20:08:39.406309,6
2022-03-25 20:11:15.376736,6
2022-03-25 20:11:45.377013,6
2022-03-25 20:11:45.377805,6
2022-03-25 20:12:00.371890,6
2022-03-25 20:12:05.376279,6
2022-03-25 20:15:00.339364,6
2022-03-25 20:15:05.340834,6
2022-03-25 20:18:05.312220,6
2022-03-25 20:18:05.314367,6
2022-03-25 20:18:20.301186,6
2022-03-25 20:18:20.304836,6
2022-03-25 20:22:49.256368,6
2022-03-25 20:22:49.260025,6
2022-03-25 20:28:49.164783,6
2022-03-25 20:28:49.170323,6
2022-03-25 20:28:54.157124,6
2022-03-25 20:32:17.104527,6
2022-03-25 20:32:22.122241,6
