dateTime,powerMode
2022-03-25 19:13:48.367151,6
2022-03-25 19:18:21.613816,6
2022-03-25 19:25:24.057513,6
2022-03-25 19:36:14.502910,6
2022-03-25 19:44:00.779682,6
2022-03-25 19:50:30.082530,6
2022-03-25 19:56:40.516992,6
2022-03-25 20:05:10.003883,6
2022-03-25 20:13:02.473584,6
2022-03-25 20:19:47.924870,6
2022-03-25 20:28:23.385213,6
2022-03-25 20:37:07.809522,6
2022-03-25 20:42:55.186717,6
