dateTime,nodeID,sensorID,gatewayID,rssi,loRaSNR,channel,rfChain,frequency,bandwidth,spreadingFactor,codeRate,dataRate,frameCounters,framePort,base64Data,base16Data,devAddr,deviceAddDecoded
2022-03-25 19:09:40.196671,472b544e0024002b,INA219Duo,a84041ffff203c80,-94,-0.2,7,1,914900000,125,7,4/5,3,4,3,4Xp4wVK4fkDNTBzDAIAbRJqZ8UEj27lAM3OXQwCA20Q=,e17a78c152b87e40cd4c1cc300801b449a99f14123dbb940337397430080db44,AX70vg==,017ef4be
2022-03-25 19:09:57.300061,472b544e0024002b,GPGGALR,a84041ffff203c80,-46,13.8,4,1,914300000,125,7,4/5,3,5,5,hbGFIAd/QEAIB6aTfzBYwBh47j1ccsw/MzMzMzMza0A9CtejcO10QMP1KFyPwvU/5gcDGRMJNg==,85b18520077f40400807a6937f3058c01878ee3d5c72cc3f3333333333336b403d0ad7a370ed7440c3f5285c8fc2f53fe6070319130936,AX70vg==,017ef4be
2022-03-25 19:10:35.258077,475a5fe30033001a,BME280,a84041ffff203c80,-68,13.2,4,1,914300000,125,7,4/5,3,15,21,j8LrQQp3eEQAAGBB,8fc2eb410a77784400006041,ADOngw==,0033a783
2022-03-25 19:10:37.506944,472b544e001b003c,BME280,a84041ffff203c80,-46,13.5,1,0,913700000,125,7,4/5,3,447,21,CtfpQaRweEQAAFBB,0ad7e941a470784400005041,AFZMtg==,00564cb6
2022-03-25 19:10:41.419056,472b544e00270032,BME280,a84041ffff203c80,-65,13.2,6,1,914700000,125,7,4/5,3,12,21,KVz9QXFteEQAACBB,295cfd41716d784400002041,ABgPgg==,00180f82
2022-03-25 19:10:42.990392,8cf9572000059fcd,BME280,a84041ffff203c80,-68,13,4,1,914300000,125,7,4/5,3,9,21,7FHsQexReEQAADBB,ec51ec41ec51784400003041,AekSuw==,01e912bb
2022-03-25 19:10:53.487189,472b544e00270032,INA219Duo,a84041ffff203c80,-66,10.5,2,0,913900000,125,7,4/5,3,13,3,cT2EQawcekCaGSJDAIAkRHsU+MEj27lAM3OawwCA4EQ=,713d8441ac1c7a409a192243008024447b14f8c123dbb94033739ac30080e044,ABgPgg==,00180f82
2022-03-25 19:10:59.464468,475a5fe300200021,PM,a84041ffff203c80,-47,14,6,1,914700000,125,8,4/5,2,1,2,BgA=,0600,AcPceQ==,01c3dc79
2022-03-25 19:10:59.705605,47db558000390039,BME280,a84041ffff203c80,-104,-3.8,6,1,914700000,125,7,4/5,3,17,21,KVz1QSl8eEQAACBB,295cf541297c784400002041,AZHwlA==,0191f094
2022-03-25 19:11:10.598713,472b544e00270032,GPGGALR,a84041ffff203c80,-67,12.8,7,1,914900000,125,7,4/5,3,14,5,gmuY6AZ/QEA/pR8UgTBYwAAAAAAAAAAAMzMzMzPDaUDsUbgehatkQK5H4XoUru8/5gcDGRMLBw==,826b98e8067f40403fa51f14813058c000000000000000003333333333c36940ec51b81e85ab6440ae47e17a14aeef3fe6070319130b07,ABgPgg==,00180f82
2022-03-25 19:11:18.646577,472b544e001b003c,BME280,a84041ffff203c80,-45,13.8,6,1,914700000,125,7,4/5,3,452,21,16PsQRRueEQAAFBB,d7a3ec41146e784400005041,AFZMtg==,00564cb6
