dateTime,pc0_1,pc0_3,pc0_5,pc1_0,pc2_5,pc5_0,pc10_0,pm0_1,pm0_3,pm0_5,pm1_0,pm2_5,pm5_0,pm10_0
2022-03-25 19:29:13.337303,23644,11233,944,121,23,0,0,0.01975616067647934,0.2731918692588806,0.37187880277633667,0.47326648235321045,0.7850347757339478,0.7850347757339478,0.7850347757339478
2022-03-25 19:29:13.349993,23644,11233,944,121,23,0,0,0.01975616067647934,0.2731918692588806,0.37187880277633667,0.47326648235321045,0.7850347757339478,0.7850347757339478,0.7850347757339478
2022-03-25 19:31:20.373196,14206,6816,808,86,19,0,0,0.01187064964324236,0.16566155850887299,0.2500712275505066,0.32195109128952026,0.5774569511413574,0.5774569511413574,0.5774569511413574
2022-03-25 19:35:38.177916,22436,9840,540,53,8,0,0,0.018747029826045036,0.2407497614622116,0.2972060739994049,0.3415851593017578,0.45458027720451355,0.45458027720451355,0.45458027720451355
2022-03-25 19:37:45.223757,23079,10981,1082,169,45,0,0,0.019283920526504517,0.26702243089675903,0.38007885217666626,0.5214488506317139,1.118708848953247,1.118708848953247,1.118708848953247
2022-03-25 19:43:41.060955,28486,12787,1067,121,58,0,0,0.023802440613508224,0.31229451298713684,0.42373910546302795,0.525392472743988,1.2863856554031372,1.2863856554031372,1.2863856554031372
2022-03-25 19:45:48.111510,22425,10223,755,109,32,1,0,0.01873805932700634,0.24937383830547333,0.32826948165893555,0.4200373589992523,0.8411178588867188,1.0253838300704956,1.0253838300704956
2022-03-25 20:00:00.768698,23522,11111,704,81,47,0,0,0.019654210656881332,0.27033731341362,0.3438997268676758,0.41226860880851746,1.0339767932891846,1.0339767932891846,1.0339767932891846
2022-03-25 20:02:07.811858,23687,11627,1009,143,75,0,0,0.01979238912463188,0.2820977568626404,0.38752681016921997,0.507209062576294,1.4877407550811768,1.5798215866088867,1.5798215866088867
2022-03-25 20:06:45.659946,40905,19502,1770,171,45,0,0,0.0341792106628418,0.4741533696651459,0.6590129733085632,0.8020358681678772,1.3969842195510864,1.3969842195510864,1.3969842195510864
2022-03-25 20:08:52.696025,25505,11742,908,152,45,0,0,0.021311650052666664,0.28621822595596313,0.38106200098991394,0.5088583827018738,1.1075026988983154,1.1075026988983154,1.1075026988983154
2022-03-25 20:16:18.545509,21975,10489,735,124,40,0,0,0.018361950293183327,0.25499528646469116,0.33179596066474915,0.43575048446655273,0.9661301374435425,0.9661301374435425,0.9661301374435425
2022-03-25 20:16:18.547043,21975,10489,735,124,40,0,0,0.018361950293183327,0.25499528646469116,0.33179596066474915,0.43575048446655273,0.9661301374435425,0.9661301374435425,0.9661301374435425
2022-03-25 20:18:25.576561,108235,57759,6464,952,244,0,0,0.09043753892183304,1.393499493598938,2.06862211227417,2.864617347717285,6.053882122039795,6.053882122039795,6.053882122039795
2022-03-25 20:25:42.396910,24652,12198,1180,174,42,0,0,0.020598389208316803,0.2958070933818817,0.4191058278083801,0.5653154253959656,1.1173747777938843,1.1173747777938843,1.1173747777938843
2022-03-25 20:27:49.459582,18111,8279,805,127,35,2,0,0.015132940374314785,0.20191915333271027,0.2860078513622284,0.3927949070930481,0.8618447780609131,1.1272295713424683,1.1272295713424683
2022-03-25 20:27:49.459892,18111,8279,805,127,35,2,0,0.015132940374314785,0.20191915333271027,0.2860078513622284,0.3927949070930481,0.8618447780609131,1.1272295713424683,1.1272295713424683
2022-03-25 20:30:48.268437,29138,13820,1319,165,38,0,0,0.024346880614757538,0.33614403009414673,0.4739671051502228,0.6118846535682678,1.1109073162078857,1.1292816400527954,1.1292816400527954
2022-03-25 20:32:55.307122,22530,10559,760,131,38,0,0,0.018825219944119453,0.25704318284988403,0.3364589214324951,0.44593149423599243,0.9518759250640869,0.9518759250640869,0.9518759250640869
2022-03-25 20:32:55.308026,22530,10559,760,131,38,0,0,0.018825219944119453,0.25704318284988403,0.3364589214324951,0.44593149423599243,0.9518759250640869,0.9518759250640869,0.9518759250640869
2022-03-25 20:37:35.179540,33268,15344,1518,155,41,0,0,0.027797549962997437,0.37396591901779175,0.53251713514328,0.6628218293190002,1.2038192749023438,1.2775256633758545,1.2775256633758545
2022-03-25 20:37:35.196778,33268,15344,1518,155,41,0,0,0.027797549962997437,0.37396591901779175,0.53251713514328,0.6628218293190002,1.2038192749023438,1.2775256633758545,1.2775256633758545
2022-03-25 20:39:42.214916,27426,13285,1508,189,45,1,0,0.022916529327630997,0.3226436674594879,0.4802137613296509,0.6384621858596802,1.227415919303894,1.367416262626648,1.367416262626648
