dateTime,powerMode
2022-03-25 19:13:10.129085,6
2022-03-25 19:16:11.047222,6
2022-03-25 19:19:10.982509,6
2022-03-25 19:19:25.979703,6
2022-03-25 19:22:59.916516,6
2022-03-25 19:23:09.908522,6
2022-03-25 19:26:54.840428,6
2022-03-25 19:30:05.766104,6
2022-03-25 19:37:00.628204,6
2022-03-25 19:40:46.559682,6
2022-03-25 19:41:21.566970,6
2022-03-25 19:41:26.564389,6
2022-03-25 19:44:23.498398,6
2022-03-25 19:47:33.443325,6
2022-03-25 19:54:38.325430,6
2022-03-25 19:58:55.271587,6
2022-03-25 20:02:34.218544,6
2022-03-25 20:05:48.164902,6
2022-03-25 20:09:59.109069,6
2022-03-25 20:12:16.067125,6
2022-03-25 20:16:40.003377,6
2022-03-25 20:16:45.005923,6
2022-03-25 20:19:54.965234,6
2022-03-25 20:19:54.968185,6
2022-03-25 20:23:04.910716,6
2022-03-25 20:23:34.913715,6
2022-03-25 20:27:21.853150,6
2022-03-25 20:34:40.745196,6
2022-03-25 20:41:01.641230,6
