dateTime,pc0_1,pc0_3,pc0_5,pc1_0,pc2_5,pc5_0,pc10_0,pm0_1,pm0_3,pm0_5,pm1_0,pm2_5,pm5_0,pm10_0
2022-03-25 19:13:22.313429,9158,4974,587,57,24,5,0,0.007652719970792532,0.1198718398809433,0.18124820291996002,0.22902047634124756,0.5481677055358887,1.123307228088379,1.123307228088379
2022-03-25 19:16:23.223395,24775,11966,1077,98,44,10,0,0.020701339468359947,0.2906661927700043,0.40322837233543396,0.4858493506908417,1.0605155229568481,2.1665291786193848,2.1665291786193848
2022-03-25 19:19:38.149649,23911,11705,1316,113,39,12,0,0.01997935026884079,0.28405579924583435,0.4215727746486664,0.5167931914329529,1.034726619720459,2.325110673904419,2.325110673904419
2022-03-25 19:23:22.077623,19493,9034,682,53,27,3,0,0.016287630423903465,0.2200993150472641,0.2913675904273987,0.3361009657382965,0.6935270428657532,1.0178978443145752,1.0178978443145752
2022-03-25 19:27:07.022592,21196,10654,887,85,32,0,0,0.017710689455270767,0.25808292627334595,0.3507247567176819,0.4221617877483368,0.8464681506156921,0.8464681506156921,0.8464681506156921
2022-03-25 19:30:17.950971,19872,8913,770,43,4,0,0,0.016604339703917503,0.21769371628761292,0.2981605529785156,0.3344547748565674,0.3980961740016937,0.3980961740016937,0.3980961740016937
2022-03-25 19:37:12.808312,30223,14558,1841,148,45,0,0,0.02525370940566063,0.3536939322948456,0.5460295677185059,0.670285701751709,1.267088532447815,1.267088532447815,1.267088532447815
2022-03-25 19:41:38.737140,19423,9070,1013,109,39,0,0,0.016229409724473953,0.2208680808544159,0.32668814063072205,0.4181903302669525,0.9370510578155518,0.9370510578155518,0.9370510578155518
2022-03-25 19:44:35.669206,20171,9333,594,39,13,0,0,0.01685474067926407,0.2274152785539627,0.28954410552978516,0.3227400779724121,0.5012180209159851,0.5012180209159851,0.5012180209159851
2022-03-25 19:47:45.616023,24314,10940,674,82,40,4,0,0.020315909758210182,0.26714301109313965,0.33759257197380066,0.40625640749931335,0.9306415319442749,1.4061834812164307,1.4061834812164307
2022-03-25 19:54:50.507970,25064,11345,1168,88,29,0,0,0.020943069830536842,0.2769019305706024,0.3989613652229309,0.47261181473731995,0.8609378337860107,0.8609378337860107,0.8609378337860107
2022-03-25 19:59:07.444283,29811,15954,2468,329,132,12,0,0.024909120053052902,0.38484206795692444,0.6426076292991638,0.9178828597068787,2.646491289138794,3.918396472930908,3.918396472930908
2022-03-25 20:02:46.389568,22817,10803,971,120,46,0,0,0.019065270200371742,0.2627876102924347,0.3642960786819458,0.46476882696151733,1.0680233240127563,1.1601040363311768,1.1601040363311768
2022-03-25 20:06:00.345199,25688,12572,1472,150,68,6,0,0.021464670076966286,0.3051016628742218,0.4588875472545624,0.5845298767089844,1.4797275066375732,2.135985851287842,2.135985851287842
2022-03-25 20:10:11.296143,19371,9231,907,76,42,0,0,0.016186129301786423,0.22445136308670044,0.31928035616874695,0.38280966877937317,0.9353390336036682,0.9353390336036682,0.9353390336036682
2022-03-25 20:12:28.236974,26731,13430,988,111,33,0,0,0.022335760295391083,0.32533812522888184,0.4285358488559723,0.5214843153953552,0.9637743234634399,0.9637743234634399,0.9637743234634399
2022-03-25 20:16:57.176354,19745,9804,861,91,35,0,0,0.01649845950305462,0.23769095540046692,0.3276366591453552,0.40376535058021545,0.8718879818916321,0.8718879818916321,0.8718879818916321
2022-03-25 20:20:07.140359,34309,16855,2073,242,63,5,0,0.028667470440268517,0.4089297950267792,0.6254715919494629,0.8280999064445496,1.6536617279052734,2.2767210006713867,2.2767210006713867
2022-03-25 20:23:47.080626,17537,9034,1027,65,21,0,0,0.014653650112450123,0.2184796780347824,0.3257529139518738,0.3804002106189728,0.6608114838600159,0.6608114838600159,0.6608114838600159
2022-03-25 20:27:34.035327,28872,14689,1758,223,75,0,0,0.024124659597873688,0.35553017258644104,0.539146900177002,0.7257223725318909,1.7136329412460327,1.7136329412460327,1.7136329412460327
2022-03-25 20:34:52.919371,28185,14091,1521,158,51,3,0,0.02355092018842697,0.34144601225852966,0.5003734230995178,0.6327143907546997,1.3037633895874023,1.712906837463379,1.712906837463379
2022-03-25 20:41:13.813716,29334,14687,1629,104,20,0,0,0.02451053075492382,0.3558554947376251,0.5260763764381409,0.6136246919631958,0.8769665360450745,0.8769665360450745,0.8769665360450745
