dateTime,id,NH3,CO,NO2,C3H8,C4H10,CH4,H2,C2H5OH,P1_lpo,P1_ratio,P1_conc,P2_lpo,P2_ratio,P2_conc,Temperature,Pressure,Humidity,gpsTime,Latitude,Longitude,shuntVoltageBat,busVoltageBat,currentBat,shuntVoltageSol,busVoltageSol,currentSol,CO2,SCD30_temperature,SCD30_humidity
2021-07-08 01:36:30,47cb5580002e004a,0.14,0.00,4.51,0.70,593.23,411.74,699.74,0.76,1436332,9.58,5597.27,3640052,24.27,26101.30,29.95,99868.00,100,nan,32.710495,-96.747160,14.76,3.43,147.60,0.01,3.11,0.10,3347,30.22,68.61
2021-07-08 01:38:32,47cb5580002e004a,0.14,0.00,4.51,0.70,593.23,411.74,699.74,0.76,1495942,9.97,5899.70,3641922,24.28,26129.72,29.98,99868.00,100,nan,32.710495,-96.747160,15.41,3.43,154.00,0.01,3.00,0.10,3342,30.26,69.16
2021-07-08 01:42:18,47cb5580002e004a,0.14,0.00,4.51,0.70,593.23,411.74,699.74,0.76,1616341,10.78,6539.02,4032383,26.88,32603.38,29.87,99877.00,100,nan,32.710228,-96.747225,14.81,3.43,148.60,0.03,2.78,0.00,3365,30.12,69.41
2021-07-08 01:45:42,47cb5580002e004a,0.14,0.00,4.51,0.70,593.23,411.74,699.74,0.76,1465458,9.77,5743.92,3903409,26.02,30343.49,29.68,99871.00,100,nan,32.710228,-96.747225,14.76,3.43,149.30,0.04,2.51,0.10,3327,30.06,68.74
2021-07-08 01:49:46,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1299375,8.66,4935.00,3766559,25.11,28078.20,29.72,99873.00,100,nan,32.710228,-96.747225,14.80,3.43,149.10,0.01,1.85,0.00,3323,29.96,67.62
2021-07-08 02:02:44,47cb5580002e004a,0.14,0.00,4.55,0.70,593.23,411.74,724.70,0.77,1865099,12.43,7993.38,3703802,24.69,27083.69,29.86,99878.00,97,nan,32.710438,-96.747343,14.79,3.42,147.40,-0.02,0.53,-0.20,3372,29.79,67.55
2021-07-08 02:05:27,47cb5580002e004a,0.14,0.00,4.55,0.70,593.23,411.74,724.70,0.77,1635414,10.90,6643.96,3700797,24.67,27036.76,29.82,99872.00,97,nan,32.710438,-96.747343,14.83,3.42,147.70,-0.02,0.46,-0.30,3349,29.88,67.45
2021-07-08 02:07:29,47cb5580002e004a,0.14,0.00,4.57,0.70,593.23,411.74,737.59,0.78,1481610,9.88,5826.16,3831079,25.54,29129.50,29.80,99868.00,97,nan,32.710438,-96.747343,14.83,3.42,148.10,-0.01,0.43,0.00,3351,29.88,67.49
2021-07-08 02:08:51,47cb5580002e004a,0.14,0.00,4.57,0.70,599.20,415.25,737.59,0.78,1682767,11.22,6909.04,3833864,25.56,29175.54,29.74,99865.00,98,nan,32.710438,-96.747343,15.37,3.42,154.40,-0.01,0.41,-0.20,3351,29.91,67.45
2021-07-08 02:09:31,47cb5580002e004a,0.14,0.00,4.57,0.70,599.20,415.25,737.59,0.78,1692952,11.29,6966.91,3685362,24.57,26796.67,29.75,99869.00,98,nan,32.710438,-96.747343,14.76,3.42,147.80,-0.03,0.40,-0.20,3349,29.88,67.38
2021-07-08 02:10:53,47cb5580002e004a,0.14,0.00,4.55,0.70,593.23,411.74,724.70,0.77,1442550,9.62,5628.40,3748299,24.99,27786.00,29.79,99869.00,97,nan,32.710438,-96.747343,14.80,3.42,147.80,-0.03,0.40,-0.20,3352,29.85,67.59
2021-07-08 02:13:58,47cb5580002e004a,0.14,0.00,4.55,0.70,593.23,411.74,724.70,0.77,1613375,10.76,6522.79,3694566,24.63,26939.64,29.25,99875.00,100,nan,32.710313,-96.747285,14.83,3.42,147.50,-0.02,0.39,-0.10,3313,29.42,69.10
2021-07-08 02:28:36,47cb5580002e004a,0.14,0.00,4.53,0.70,593.23,411.74,712.09,0.77,1545453,10.30,6157.87,3849959,25.67,29442.74,29.23,99879.00,100,nan,32.710313,-96.747285,14.77,3.42,147.80,-0.02,0.47,-0.10,3361,29.42,69.44
2021-07-08 02:29:58,47cb5580002e004a,0.14,0.00,4.51,0.70,593.23,411.74,699.74,0.76,1696906,11.31,6989.46,3655451,24.37,26336.05,29.24,99885.00,100,nan,32.710313,-96.747285,14.73,3.42,146.80,-0.02,0.39,-0.20,3345,29.35,69.94
2021-07-08 02:36:27,47cb5580002e004a,0.14,0.00,4.51,0.70,593.23,411.74,699.74,0.76,1448861,9.66,5660.09,4034681,26.90,32644.77,29.31,99906.00,100,nan,32.710430,-96.747383,14.78,3.42,146.60,-0.03,0.38,-0.20,3355,29.12,72.09
2021-07-08 03:16:38,47cb5580002e004a,0.14,0.00,4.64,0.70,593.23,411.74,777.98,0.80,1792288,11.95,7547.84,3969355,26.46,31483.57,28.13,99950.00,100,nan,32.710337,-96.747313,14.56,3.41,145.00,-0.03,0.39,-0.20,3396,28.43,75.46
2021-07-08 03:20:02,47cb5580002e004a,0.14,0.00,4.60,0.70,593.23,411.74,750.76,0.78,1579295,10.53,6338.10,3559788,23.73,24903.55,27.92,99948.00,100,nan,32.710337,-96.747313,14.77,3.41,147.00,-0.02,0.39,-0.10,3404,28.26,76.15
2021-07-08 03:22:04,47cb5580002e004a,0.14,0.00,4.60,0.70,593.23,411.74,750.76,0.78,1510606,10.07,5975.49,3943113,26.29,31026.06,27.86,99952.00,100,nan,32.710337,-96.747313,15.27,3.40,152.70,-0.03,0.39,-0.30,3400,28.20,76.49
2021-07-08 03:22:44,47cb5580002e004a,0.14,0.00,4.60,0.70,593.23,411.74,750.76,0.78,1714740,11.43,7091.75,3693205,24.62,26918.46,27.84,99951.00,100,nan,32.710337,-96.747313,14.71,3.40,146.70,-0.01,0.38,-0.20,3408,28.15,76.70
2021-07-08 03:25:27,47cb5580002e004a,0.14,0.00,4.62,0.70,593.23,411.74,764.22,0.79,1357342,9.05,5209.97,3859320,25.73,29599.00,27.81,99957.00,100,nan,32.710337,-96.747313,14.71,3.40,147.20,-0.03,0.39,-0.10,3413,28.09,77.15
2021-07-08 03:26:30,47cb5580002e004a,0.14,0.00,4.66,0.70,593.23,411.74,792.05,0.80,1575095,10.50,6315.57,3834944,25.57,29193.42,27.78,99955.00,100,nan,32.710343,-96.747392,14.70,3.41,147.50,-0.03,0.39,-0.10,0,27.93,77.44
2021-07-08 03:27:52,47cb5580002e004a,0.14,0.00,4.66,0.70,593.23,411.74,792.05,0.80,1533782,10.23,6096.43,3978476,26.52,31643.79,27.75,99957.00,100,nan,32.710343,-96.747392,14.76,3.40,147.00,-0.02,0.38,-0.10,3518,28.03,77.56
2021-07-08 03:28:33,47cb5580002e004a,0.14,0.00,4.64,0.70,599.20,415.25,777.98,0.80,1490598,9.94,5872.22,3884252,25.90,30018.27,27.76,99956.00,100,nan,32.710343,-96.747392,14.73,3.40,147.30,-0.03,0.47,-0.20,3391,28.02,77.48
