dateTime,id,NH3,CO,NO2,C3H8,C4H10,CH4,H2,C2H5OH,P1_lpo,P1_ratio,P1_conc,P2_lpo,P2_ratio,P2_conc,Temperature,Pressure,Humidity,gpsTime,Latitude,Longitude,shuntVoltageBat,busVoltageBat,currentBat,shuntVoltageSol,busVoltageSol,currentSol,CO2,SCD30_temperature,SCD30_humidity
2021-07-12 01:13:43,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1639299,10.93,6665.47,4164756,27.77,35053.43,30.76,99955.00,81,nan,32.710372,-96.747242,14.74,3.48,147.10,0.04,4.40,0.00,3234,31.20,60.08
2021-07-12 01:29:02,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1368108,9.12,5261.88,3601492,24.01,25520.49,30.57,99957.00,83,nan,32.710318,-96.747378,14.86,3.48,149.10,0.03,3.65,0.10,3273,30.98,60.66
2021-07-12 01:34:10,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1252036,8.35,4715.95,3722419,24.82,27375.86,30.04,99950.00,91,nan,32.710343,-96.747503,15.00,3.47,148.90,0.01,2.98,0.20,3311,30.66,62.16
2021-07-12 01:38:55,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1584180,10.56,6364.38,3842157,25.61,29312.98,29.90,99948.00,93,nan,32.710343,-96.747503,14.89,3.47,148.90,0.01,2.81,0.40,3300,30.49,62.56
2021-07-12 02:09:55,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1564474,10.43,6258.79,3795228,25.30,28541.69,28.72,99975.00,100,nan,32.710338,-96.747298,14.92,3.46,149.60,-0.04,0.42,-0.10,3278,29.02,67.12
2021-07-12 02:16:24,47cb5580002e004a,0.14,0.00,4.51,0.70,593.23,411.74,699.74,0.76,1352822,9.02,5188.25,3766549,25.11,28078.04,28.59,99983.00,100,nan,32.710393,-96.747342,15.38,3.45,154.70,-0.03,0.43,-0.40,3338,28.90,68.48
2021-07-12 02:32:23,47cb5580002e004a,0.14,0.00,4.69,0.70,593.23,411.74,806.43,0.81,1330492,8.87,5081.66,3791587,25.28,28482.50,28.20,99971.00,100,nan,32.710333,-96.747435,14.68,3.44,147.20,-0.02,0.40,-0.20,3328,28.56,70.62
2021-07-12 05:08:01,47cb5580002e004a,0.14,0.00,4.62,0.70,593.23,411.74,764.22,0.79,1571526,10.48,6296.45,3746303,24.98,27754.20,26.29,100203.00,100,nan,32.710355,-96.747390,14.59,3.39,144.50,-0.01,0.42,-0.30,3426,26.63,77.96
2021-07-12 16:06:26,47cb5580002e004a,0.14,0.00,4.49,0.70,599.20,415.25,687.66,0.76,1848732,12.32,7891.73,4401426,29.34,39777.77,33.49,100434.00,73,nan,32.710385,-96.747292,-25.95,3.41,-259.10,31.04,5.61,310.40,3336,36.83,48.75
2021-07-12 18:14:57,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1826965,12.18,7757.89,4224693,28.16,36207.50,26.69,100496.00,100,nan,32.710302,-96.747015,4.02,3.42,38.50,11.22,4.59,112.40,3292,27.58,78.08
2021-07-12 18:26:11,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1482927,9.89,5832.90,3945033,26.30,31059.36,28.74,100500.00,100,nan,32.710368,-96.747228,0.45,3.44,5.20,14.18,4.60,141.80,3320,29.62,75.83
2021-07-12 19:24:24,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1737751,11.59,7225.15,4169542,27.80,35144.55,26.50,100500.00,100,nan,32.710348,-96.747310,15.26,3.34,152.90,0.60,5.50,6.20,3259,26.33,71.88
2021-07-12 19:45:30,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,2201436,14.68,10291.04,4241097,28.27,36528.30,25.79,100579.00,100,nan,32.710448,-96.747223,14.88,3.29,148.50,0.79,5.55,8.00,3243,26.00,77.37
2021-07-12 23:13:11,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,2008971,13.39,8926.07,4253985,28.36,36781.84,28.66,100363.00,100,nan,32.710458,-96.747192,6.85,3.26,67.90,7.92,4.59,79.00,3178,28.84,70.30
2021-07-12 01:13:43,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1639299,10.93,6665.47,4164756,27.77,35053.43,30.76,99955.00,81,nan,32.710372,-96.747242,14.74,3.48,147.10,0.04,4.40,0.00,3234,31.20,60.08
2021-07-12 01:29:02,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1368108,9.12,5261.88,3601492,24.01,25520.49,30.57,99957.00,83,nan,32.710318,-96.747378,14.86,3.48,149.10,0.03,3.65,0.10,3273,30.98,60.66
2021-07-12 01:34:10,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1252036,8.35,4715.95,3722419,24.82,27375.86,30.04,99950.00,91,nan,32.710343,-96.747503,15.00,3.47,148.90,0.01,2.98,0.20,3311,30.66,62.16
2021-07-12 01:38:55,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1584180,10.56,6364.38,3842157,25.61,29312.98,29.90,99948.00,93,nan,32.710343,-96.747503,14.89,3.47,148.90,0.01,2.81,0.40,3300,30.49,62.56
2021-07-12 02:09:55,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1564474,10.43,6258.79,3795228,25.30,28541.69,28.72,99975.00,100,nan,32.710338,-96.747298,14.92,3.46,149.60,-0.04,0.42,-0.10,3278,29.02,67.12
2021-07-12 02:16:24,47cb5580002e004a,0.14,0.00,4.51,0.70,593.23,411.74,699.74,0.76,1352822,9.02,5188.25,3766549,25.11,28078.04,28.59,99983.00,100,nan,32.710393,-96.747342,15.38,3.45,154.70,-0.03,0.43,-0.40,3338,28.90,68.48
2021-07-12 02:32:23,47cb5580002e004a,0.14,0.00,4.69,0.70,593.23,411.74,806.43,0.81,1330492,8.87,5081.66,3791587,25.28,28482.50,28.20,99971.00,100,nan,32.710333,-96.747435,14.68,3.44,147.20,-0.02,0.40,-0.20,3328,28.56,70.62
2021-07-12 02:54:11,47cb5580002e004a,0.14,0.00,4.57,0.70,593.23,411.74,737.59,0.78,1342200,8.95,5137.41,3577539,23.85,25164.73,28.22,100027.00,100,nan,32.710357,-96.747245,14.62,3.43,146.30,-0.01,0.39,-0.40,3352,28.44,73.35
2021-07-12 05:08:01,47cb5580002e004a,0.14,0.00,4.62,0.70,593.23,411.74,764.22,0.79,1571526,10.48,6296.45,3746303,24.98,27754.20,26.29,100203.00,100,nan,32.710355,-96.747390,14.59,3.39,144.50,-0.01,0.42,-0.30,3426,26.63,77.96
2021-07-12 16:06:26,47cb5580002e004a,0.14,0.00,4.49,0.70,599.20,415.25,687.66,0.76,1848732,12.32,7891.73,4401426,29.34,39777.77,33.49,100434.00,73,nan,32.710385,-96.747292,-25.95,3.41,-259.10,31.04,5.61,310.40,3336,36.83,48.75
2021-07-12 18:14:57,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1826965,12.18,7757.89,4224693,28.16,36207.50,26.69,100496.00,100,nan,32.710302,-96.747015,4.02,3.42,38.50,11.22,4.59,112.40,3292,27.58,78.08
2021-07-12 18:26:11,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1482927,9.89,5832.90,3945033,26.30,31059.36,28.74,100500.00,100,nan,32.710368,-96.747228,0.45,3.44,5.20,14.18,4.60,141.80,3320,29.62,75.83
2021-07-12 19:24:24,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1737751,11.59,7225.15,4169542,27.80,35144.55,26.50,100500.00,100,nan,32.710348,-96.747310,15.26,3.34,152.90,0.60,5.50,6.20,3259,26.33,71.88
2021-07-12 19:45:30,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,2201436,14.68,10291.04,4241097,28.27,36528.30,25.79,100579.00,100,nan,32.710448,-96.747223,14.88,3.29,148.50,0.79,5.55,8.00,3243,26.00,77.37
2021-07-12 23:13:11,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,2008971,13.39,8926.07,4253985,28.36,36781.84,28.66,100363.00,100,nan,32.710458,-96.747192,6.85,3.26,67.90,7.92,4.59,79.00,3178,28.84,70.30
