dateTime,id,NH3,CO,NO2,C3H8,C4H10,CH4,H2,C2H5OH,P1_lpo,P1_ratio,P1_conc,P2_lpo,P2_ratio,P2_conc,Temperature,Pressure,Humidity,gpsTime,Latitude,Longitude,shuntVoltageBat,busVoltageBat,currentBat,shuntVoltageSol,busVoltageSol,currentSol,CO2,SCD30_temperature,SCD30_humidity
2021-07-15 01:18:16,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1604836,10.70,6476.21,4039058,26.93,32723.72,26.48,100626.00,100,nan,32.710363,-96.747185,15.32,3.45,148.30,0.00,3.38,0.40,3382,27.28,80.77
2021-07-15 01:19:37,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1823853,12.16,7738.88,4219652,28.13,36109.35,25.41,100633.00,100,nan,32.710363,-96.747185,14.92,3.44,148.60,0.03,3.40,-0.10,3293,25.60,87.93
2021-07-15 01:20:59,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,2325632,15.50,11248.97,4288422,28.59,37465.82,24.96,100622.00,100,nan,32.710363,-96.747185,14.77,3.44,148.50,0.03,3.66,0.10,3258,24.53,91.09
2021-07-15 01:23:42,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,2959840,19.73,17233.12,4782603,31.88,48371.56,24.79,100607.00,100,nan,32.710363,-96.747185,15.30,3.43,153.20,0.01,3.95,0.20,3261,24.10,93.30
2021-07-15 14:28:43,47cb5580002e004a,0.12,0.00,4.76,0.70,593.23,411.74,851.54,0.83,0,0.00,0.62,192712,1.28,664.75,27.67,100653.00,100,nan,nan,nan,6.83,3.11,68.50,8.21,5.52,82.40,0,0.00,0.00
2021-07-15 14:49:49,47cb5580002e004a,0.13,0.00,4.62,0.70,593.23,411.74,764.22,0.79,0,0.00,0.62,238727,1.59,823.02,27.75,100636.00,100,nan,nan,nan,10.73,3.10,107.60,4.48,5.52,45.10,0,0.00,0.00
2021-07-15 15:12:15,47cb5580002e004a,0.14,0.00,4.55,0.70,593.23,411.74,724.70,0.77,202301,1.35,697.72,2892077,19.28,16497.92,28.98,100618.00,100,nan,nan,nan,1.65,3.14,17.60,11.82,4.60,118.20,23017,28.71,72.19
2021-07-15 17:19:23,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1283524,8.56,4861.11,3742324,24.95,27690.89,32.80,100493.00,74,nan,32.710337,-96.747448,-25.95,3.52,-259.10,29.83,6.04,298.30,3248,33.78,52.04
2021-07-15 21:11:33,47cb5580002e004a,0.14,0.00,4.51,0.70,593.23,411.74,699.74,0.76,2489576,16.60,12613.54,3921152,26.14,30647.09,32.80,100082.00,71,nan,32.710403,-96.747280,16.15,3.47,161.30,0.45,4.86,4.50,3296,32.33,59.60
2021-07-15 01:18:16,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1604836,10.70,6476.21,4039058,26.93,32723.72,26.48,100626.00,100,nan,32.710363,-96.747185,15.32,3.45,148.30,0.00,3.38,0.40,3382,27.28,80.77
2021-07-15 01:19:37,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,1823853,12.16,7738.88,4219652,28.13,36109.35,25.41,100633.00,100,nan,32.710363,-96.747185,14.92,3.44,148.60,0.03,3.40,-0.10,3293,25.60,87.93
2021-07-15 01:20:59,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,2325632,15.50,11248.97,4288422,28.59,37465.82,24.96,100622.00,100,nan,32.710363,-96.747185,14.77,3.44,148.50,0.03,3.66,0.10,3258,24.53,91.09
2021-07-15 01:23:42,47cb5580002e004a,0.14,0.00,4.47,0.70,593.23,411.74,675.83,0.75,2959840,19.73,17233.12,4782603,31.88,48371.56,24.79,100607.00,100,nan,32.710363,-96.747185,15.30,3.43,153.20,0.01,3.95,0.20,3261,24.10,93.30
2021-07-15 14:28:43,47cb5580002e004a,0.12,0.00,4.76,0.70,593.23,411.74,851.54,0.83,0,0.00,0.62,192712,1.28,664.75,27.67,100653.00,100,nan,nan,nan,6.83,3.11,68.50,8.21,5.52,82.40,0,0.00,0.00
2021-07-15 14:49:49,47cb5580002e004a,0.13,0.00,4.62,0.70,593.23,411.74,764.22,0.79,0,0.00,0.62,238727,1.59,823.02,27.75,100636.00,100,nan,nan,nan,10.73,3.10,107.60,4.48,5.52,45.10,0,0.00,0.00
2021-07-15 15:12:15,47cb5580002e004a,0.14,0.00,4.55,0.70,593.23,411.74,724.70,0.77,202301,1.35,697.72,2892077,19.28,16497.92,28.98,100618.00,100,nan,nan,nan,1.65,3.14,17.60,11.82,4.60,118.20,23017,28.71,72.19
2021-07-15 17:19:23,47cb5580002e004a,0.14,0.00,4.49,0.70,593.23,411.74,687.66,0.76,1283524,8.56,4861.11,3742324,24.95,27690.89,32.80,100493.00,74,nan,32.710337,-96.747448,-25.95,3.52,-259.10,29.83,6.04,298.30,3248,33.78,52.04
2021-07-15 21:11:33,47cb5580002e004a,0.14,0.00,4.51,0.70,593.23,411.74,699.74,0.76,2489576,16.60,12613.54,3921152,26.14,30647.09,32.80,100082.00,71,nan,32.710403,-96.747280,16.15,3.47,161.30,0.45,4.86,4.50,3296,32.33,59.60
