dateTime,Latitude,Longitude,Speed,Altitude,Course,HDOP,Year,Month,Day,Hour,Minute,Second
2022-03-25 19:17:32.655125,32.992353333,-96.757928333,0.42596000000000006,215.5,7.97,1.57,2022,3,25,19,17,29
2022-03-25 19:22:52.861830,32.992408333,-96.757931667,1.2778800000000001,218.5,226.11,1.16,2022,3,25,19,22,50
2022-03-25 19:31:09.084537,32.992515,-96.758033333,0.22224,177.7,91.09,1.07,2022,3,25,19,31,6
2022-03-25 19:39:35.321087,32.992365,-96.75804,0.29632000000000003,216.6,0.0,1.23,2022,3,25,19,39,32
2022-03-25 19:47:17.554421,32.992218333,-96.758073333,0.3704,215.4,74.35,0.97,2022,3,25,19,47,14
2022-03-25 19:55:13.796639,32.992251667,-96.758083333,0.24076,206.2,211.56,0.98,2022,3,25,19,55,11
2022-03-25 20:04:37.037732,32.992433333,-96.757926667,0.1852,245.7,206.19,0.92,2022,3,25,20,4,34
2022-03-25 20:13:22.265445,32.992298333,-96.75806,0.53708,260.3,80.14,1.8,2022,3,25,20,13,19
2022-03-25 20:20:07.486824,32.99249,-96.757875,0.50004,216.8,38.0,2.6,2022,3,25,20,20,4
2022-03-25 20:28:37.761484,32.992496667,-96.757848333,0.05556,214.5,214.82,2.35,2022,3,25,20,28,35
2022-03-25 20:44:50.267764,32.992405,-96.757913333,0.48152,240.5,311.76,1.11,2022,3,25,20,44,47
