dateTime,temperature,violetPre,bluePre,greenPre,yellowPre,orangePre,redPre,violetCalibrated,blueCalibrated,greenCalibrated,yellowCalibrated,orangeCalibrated,redCalibrated
2022-03-25 19:09:35.989472,41,23522,22297,21712,21189,18332,15123,26791.27,25830.42,23385.11,19786.14,18168.97,12855.68
2022-03-25 19:09:46.004842,40,23523,22301,21721,21192,18340,15120,26792.40,25835.05,23394.80,19788.95,18176.90,12853.13
2022-03-25 19:09:56.035615,41,23526,22304,21724,21197,18350,15121,26795.82,25838.53,23398.04,19793.61,18186.81,12853.98
2022-03-25 19:10:06.051088,40,23523,22301,21761,21206,18358,15116,26792.40,25835.05,23437.89,19802.02,18194.74,12849.73
2022-03-25 19:10:16.067023,41,23516,22288,21755,21191,18359,15106,26784.43,25819.99,23431.42,19788.01,18195.73,12841.23
2022-03-25 19:10:26.082334,40,23515,22291,21745,21171,18365,15103,26783.29,25823.47,23420.65,19769.34,18201.68,12838.68
2022-03-25 19:10:36.097850,40,23513,22263,21759,21195,18371,15084,26781.01,25791.03,23435.73,19791.75,18207.63,12822.53
2022-03-25 19:10:46.112859,40,23515,22281,21771,21194,18381,15094,26783.29,25811.88,23448.66,19790.81,18217.54,12831.03
2022-03-25 19:10:56.128208,40,23511,22280,21793,21206,18395,15095,26778.74,25810.72,23472.35,19802.02,18231.41,12831.88
2022-03-25 19:11:06.143820,40,23511,22275,21817,21194,18409,15090,26778.74,25804.93,23498.20,19790.81,18245.29,12827.63
2022-03-25 19:11:16.174517,40,23515,22266,21829,21216,18426,15071,26783.29,25794.50,23511.13,19811.36,18262.14,12811.48
2022-03-25 19:11:26.190172,40,23522,22252,21861,21236,18458,15087,26791.27,25778.29,23545.59,19830.03,18293.85,12825.08
2022-03-25 19:11:36.205645,41,23533,22268,21902,21252,18489,15085,26803.79,25796.82,23589.75,19844.97,18324.58,12823.38
2022-03-25 19:11:46.221109,41,23542,22275,21915,21275,18523,15093,26814.04,25804.93,23603.75,19866.45,18358.27,12830.18
2022-03-25 19:11:56.236487,41,23551,22278,21939,21270,18545,15094,26824.29,25808.41,23629.60,19861.78,18380.08,12831.03
2022-03-25 19:12:06.251865,41,23562,22282,21954,21303,18567,15097,26836.82,25813.04,23645.76,19892.60,18401.88,12833.58
2022-03-25 19:12:16.267426,41,23562,22278,21966,21311,18581,15094,26836.82,25808.41,23658.68,19900.07,18415.76,12831.03
2022-03-25 19:12:26.298189,41,23569,22288,21977,21324,18595,15099,26844.80,25819.99,23670.53,19912.21,18429.63,12835.28
2022-03-25 19:12:36.313478,41,23570,22293,21992,21335,18605,15101,26845.94,25825.78,23686.69,19922.48,18439.54,12836.98
2022-03-25 19:12:46.329014,41,23571,22292,22005,21341,18612,15101,26847.08,25824.63,23700.69,19928.08,18446.48,12836.98
2022-03-25 19:12:56.344396,41,23574,22301,22024,21352,18626,15106,26850.49,25835.05,23721.15,19938.35,18460.36,12841.23
2022-03-25 19:13:06.359830,41,23574,22305,22037,21365,18642,15107,26850.49,25839.69,23735.15,19950.49,18476.21,12842.08
2022-03-25 19:13:16.375304,41,23576,22289,22053,21371,18653,15111,26852.77,25821.15,23752.39,19956.09,18487.12,12845.48
2022-03-25 19:13:26.390790,41,23578,22308,22066,21379,18671,15111,26855.05,25843.16,23766.39,19963.56,18504.96,12845.48
2022-03-25 19:13:36.406226,41,23586,22318,22087,21395,18692,15104,26864.16,25854.74,23789.01,19978.51,18525.77,12839.53
