dateTime,Latitude,Longitude,Speed,Altitude,Course,HDOP,Year,Month,Day,Hour,Minute,Second
2022-03-25 19:11:52.701148,32.99242,-96.757785,0.05556,210.6,99.52,0.99,2022,3,25,19,11,49
2022-03-25 19:16:05.913739,32.992386667,-96.757853333,0.25928,203.9,120.57,0.98,2022,3,25,19,16,3
2022-03-25 19:23:11.355085,32.992395,-96.757811667,0.12964,205.7,204.35,0.97,2022,3,25,19,23,8
2022-03-25 19:27:11.572097,32.992413333,-96.75785,0.51856,194.3,353.3,0.96,2022,3,25,19,27,8
2022-03-25 19:51:36.105135,32.992403333,-96.757838333,0.07408000000000001,212.7,227.77,0.81,2022,3,25,19,51,33
2022-03-25 19:55:22.326860,32.992391667,-96.757833333,0.018520000000000002,213.3,138.12,0.76,2022,3,25,19,55,19
2022-03-25 20:02:15.756538,32.992318333,-96.757825,0.29632000000000003,237.3,226.78,0.75,2022,3,25,20,2,13
2022-03-25 20:05:37.966643,32.992483333,-96.757801667,0.33336,207.1,201.53,0.7,2022,3,25,20,5,35
2022-03-25 20:09:54.187837,32.992446667,-96.757851667,0.018520000000000002,207.5,2.03,0.75,2022,3,25,20,9,51
2022-03-25 20:12:49.405096,32.992423333,-96.75789,0.25928,212.6,98.3,0.8,2022,3,25,20,12,46
2022-03-25 20:23:53.073943,32.992451667,-96.757855,0.463,217.7,88.15,0.79,2022,3,25,20,23,50
2022-03-25 20:30:56.538953,32.992463333,-96.757811667,0.3704,213.5,234.99,0.85,2022,3,25,20,30,53
2022-03-25 20:34:40.784502,32.992431667,-96.757858333,0.12964,213.8,81.84,0.85,2022,3,25,20,34,38
2022-03-25 20:41:08.257979,32.992468333,-96.757801667,0.24076,223.4,250.93,0.85,2022,3,25,20,41,5
