dateTime,pm1,pm2_5,pm10
2022-03-25 19:09:26.738381,2,3,6
2022-03-25 19:09:36.769908,2,3,6
2022-03-25 19:09:46.786255,3,4,7
2022-03-25 19:09:56.818086,2,3,6
2022-03-25 19:10:06.834452,3,4,7
2022-03-25 19:10:16.866030,3,4,7
2022-03-25 19:10:26.897710,3,4,7
2022-03-25 19:10:36.913980,3,4,7
2022-03-25 19:10:46.945812,3,4,7
2022-03-25 19:10:56.962116,3,4,7
2022-03-25 19:11:06.993729,4,6,9
2022-03-25 19:11:17.010062,4,5,8
2022-03-25 19:11:27.026209,3,4,7
2022-03-25 19:11:37.057895,3,4,7
2022-03-25 19:11:47.074193,3,4,7
2022-03-25 19:11:57.105847,3,4,7
2022-03-25 19:12:07.122360,4,5,8
2022-03-25 19:12:17.153876,3,4,7
2022-03-25 19:12:27.170470,3,4,7
2022-03-25 19:12:37.202018,2,3,6
2022-03-25 19:12:47.218050,3,4,7
2022-03-25 19:12:57.249658,3,4,7
2022-03-25 19:13:07.265949,3,4,7
2022-03-25 19:13:17.297442,2,3,6
2022-03-25 19:13:27.313843,2,3,6
2022-03-25 19:13:37.345508,3,4,7
2022-03-25 19:13:47.362033,3,4,7
2022-03-25 19:13:57.393489,3,4,7
2022-03-25 19:14:07.409761,3,4,7
2022-03-25 19:14:17.441485,3,4,7
2022-03-25 19:14:27.473036,3,4,7
2022-03-25 19:14:37.489476,3,4,7
2022-03-25 19:14:47.521017,3,4,7
2022-03-25 19:14:57.537620,3,4,7
2022-03-25 19:15:07.554027,3,4,7
2022-03-25 19:15:17.585343,3,4,7
2022-03-25 19:15:27.601587,3,4,7
2022-03-25 19:15:37.633060,3,4,7
2022-03-25 19:15:47.649272,3,4,7
2022-03-25 19:15:57.680975,3,4,7
2022-03-25 19:16:07.697521,3,4,7
2022-03-25 19:16:17.728939,3,4,7
2022-03-25 19:16:27.745443,3,4,7
2022-03-25 19:16:37.777045,3,4,7
2022-03-25 19:16:47.793568,2,3,6
2022-03-25 19:16:57.825372,3,4,7
2022-03-25 19:17:07.841900,2,3,6
2022-03-25 19:17:17.873252,3,4,7
2022-03-25 19:17:27.889488,3,4,7
2022-03-25 19:17:37.920943,3,4,7
2022-03-25 19:17:47.937418,3,4,7
2022-03-25 19:17:57.969013,2,3,6
2022-03-25 19:18:07.985345,3,4,7
2022-03-25 19:18:18.017035,3,4,7
2022-03-25 19:18:28.033255,3,4,7
2022-03-25 19:18:38.064834,3,4,7
2022-03-25 19:18:48.096702,3,4,7
2022-03-25 19:18:58.113335,3,4,7
2022-03-25 19:19:08.129481,2,3,6
2022-03-25 19:19:18.161017,3,4,7
2022-03-25 19:19:28.177282,3,4,7
2022-03-25 19:19:38.208890,3,4,7
2022-03-25 19:19:48.225152,3,4,7
2022-03-25 19:19:58.256982,3,4,7
2022-03-25 19:20:08.273247,3,4,7
2022-03-25 19:20:18.304794,3,4,7
2022-03-25 19:20:28.321242,2,3,6
2022-03-25 19:20:38.352656,3,4,7
2022-03-25 19:20:48.369281,3,4,7
2022-03-25 19:20:58.400788,3,4,7
2022-03-25 19:21:08.416897,2,3,6
2022-03-25 19:21:18.448551,3,4,7
2022-03-25 19:21:28.464910,3,4,7
2022-03-25 19:21:38.496475,3,4,7
2022-03-25 19:21:48.512869,3,4,7
2022-03-25 19:21:58.544581,2,3,6
2022-03-25 19:22:08.561344,2,3,6
2022-03-25 19:22:18.592587,3,4,7
2022-03-25 19:22:28.608877,3,4,7
2022-03-25 19:22:38.640546,3,4,7
2022-03-25 19:22:48.656829,3,4,7
2022-03-25 19:22:58.688549,3,4,7
2022-03-25 19:23:08.720334,2,3,6
2022-03-25 19:23:18.736326,2,3,6
2022-03-25 19:23:28.752675,3,4,7
2022-03-25 19:23:38.784249,4,5,8
2022-03-25 19:23:48.800517,3,4,7
2022-03-25 19:23:58.832230,3,4,7
2022-03-25 19:24:08.848539,3,4,7
2022-03-25 19:24:18.880245,3,4,7
2022-03-25 19:24:28.896654,3,4,7
2022-03-25 19:24:38.928106,3,4,7
2022-03-25 19:24:48.944509,3,4,7
2022-03-25 19:24:58.976152,5,7,10
2022-03-25 19:25:09.007756,4,6,9
2022-03-25 19:25:19.024056,4,6,9
2022-03-25 19:25:29.055822,4,6,9
2022-03-25 19:25:39.072160,3,4,7
2022-03-25 19:25:49.103809,3,4,7
2022-03-25 19:25:59.119937,3,4,7
2022-03-25 19:26:09.151710,3,4,7
2022-03-25 19:26:19.168072,3,4,7
2022-03-25 19:26:29.199989,3,4,7
2022-03-25 19:26:39.215671,2,3,6
2022-03-25 19:26:49.231857,2,3,6
2022-03-25 19:26:59.263586,2,3,6
2022-03-25 19:27:09.295463,3,4,7
2022-03-25 19:27:19.311621,3,4,7
2022-03-25 19:27:29.343474,2,3,6
2022-03-25 19:27:39.359529,3,4,7
2022-03-25 19:27:49.391334,3,4,7
2022-03-25 19:27:59.407902,3,4,7
2022-03-25 19:28:09.424362,3,4,7
2022-03-25 19:28:19.455942,3,4,7
2022-03-25 19:28:29.472301,3,4,7
2022-03-25 19:28:39.503764,3,4,7
2022-03-25 19:28:49.535315,3,4,7
2022-03-25 19:28:59.551457,3,4,7
2022-03-25 19:29:09.583527,3,4,7
2022-03-25 19:29:19.599888,3,4,7
2022-03-25 19:29:29.631300,3,4,7
2022-03-25 19:29:39.647641,3,4,7
2022-03-25 19:29:49.679263,2,3,6
2022-03-25 19:29:59.696304,3,4,7
2022-03-25 19:30:09.727641,3,4,7
2022-03-25 19:30:19.743892,3,4,7
2022-03-25 19:30:29.775431,3,4,7
2022-03-25 19:30:39.791873,3,4,7
2022-03-25 19:30:49.808447,3,4,7
2022-03-25 19:30:59.839967,3,4,7
2022-03-25 19:31:09.856292,3,4,7
2022-03-25 19:31:19.887647,3,4,7
2022-03-25 19:31:29.919432,3,4,7
2022-03-25 19:31:39.935769,3,4,7
2022-03-25 19:31:49.967400,3,4,7
2022-03-25 19:31:59.983813,3,4,7
2022-03-25 19:32:10.015596,2,3,6
2022-03-25 19:32:20.031851,3,4,7
2022-03-25 19:32:30.063366,4,6,9
2022-03-25 19:32:40.079848,3,4,7
2022-03-25 19:32:50.111516,3,4,7
2022-03-25 19:33:00.127843,3,4,7
2022-03-25 19:33:10.159611,3,4,7
2022-03-25 19:33:20.175940,3,4,7
2022-03-25 19:33:30.207742,3,4,7
2022-03-25 19:33:40.224389,3,4,7
2022-03-25 19:33:50.255852,3,4,7
