dateTime,lightLevel
2022-03-25 19:09:28.290599,731
2022-03-25 19:09:40.324308,735
2022-03-25 19:09:52.357840,733
2022-03-25 19:10:04.376342,733
2022-03-25 19:10:16.410086,731
2022-03-25 19:10:28.443264,735
2022-03-25 19:10:40.461556,731
2022-03-25 19:10:52.495209,730
2022-03-25 19:11:04.513496,731
2022-03-25 19:11:16.546425,730
2022-03-25 19:11:28.564653,731
2022-03-25 19:11:40.598119,734
2022-03-25 19:11:52.616071,730
2022-03-25 19:12:04.649691,731
2022-03-25 19:12:16.667743,735
2022-03-25 19:12:28.701333,731
2022-03-25 19:12:40.719361,730
2022-03-25 19:12:52.752759,730
2022-03-25 19:13:04.786355,730
2022-03-25 19:13:16.804847,730
2022-03-25 19:13:28.838311,730
2022-03-25 19:13:40.856677,730
2022-03-25 19:13:52.890042,730
2022-03-25 19:14:04.923399,732
2022-03-25 19:14:16.941877,730
2022-03-25 19:14:28.975218,731
2022-03-25 19:14:40.993409,732
2022-03-25 19:14:53.026666,731
2022-03-25 19:15:05.045034,730
2022-03-25 19:15:17.077938,734
2022-03-25 19:15:29.096185,735
2022-03-25 19:15:41.129532,730
2022-03-25 19:15:53.147624,735
2022-03-25 19:16:05.181201,731
2022-03-25 19:16:17.199119,730
2022-03-25 19:16:29.232675,733
2022-03-25 19:16:41.250940,732
2022-03-25 19:16:53.284348,730
2022-03-25 19:17:05.302410,733
2022-03-25 19:17:17.336162,733
2022-03-25 19:17:29.369814,731
2022-03-25 19:17:41.403390,731
2022-03-25 19:17:53.421474,731
2022-03-25 19:18:05.439587,733
2022-03-25 19:18:17.472983,735
2022-03-25 19:18:29.490995,732
2022-03-25 19:18:41.524634,730
2022-03-25 19:18:53.558134,731
2022-03-25 19:19:05.576299,732
2022-03-25 19:19:17.609731,735
2022-03-25 19:19:29.643335,735
2022-03-25 19:19:41.661612,730
2022-03-25 19:19:53.695097,732
2022-03-25 19:20:05.713640,730
2022-03-25 19:20:17.746690,730
2022-03-25 19:20:29.764791,730
2022-03-25 19:20:41.798181,733
2022-03-25 19:20:53.831832,731
2022-03-25 19:21:05.850091,736
2022-03-25 19:21:17.883596,731
2022-03-25 19:21:29.901857,730
2022-03-25 19:21:41.935407,733
2022-03-25 19:21:53.968753,731
2022-03-25 19:22:05.986858,730
2022-03-25 19:22:18.020397,735
2022-03-25 19:22:30.053927,731
2022-03-25 19:22:42.072458,733
2022-03-25 19:22:54.105736,735
2022-03-25 19:23:06.124222,734
2022-03-25 19:23:18.157649,731
2022-03-25 19:23:30.175810,731
2022-03-25 19:23:42.209221,736
2022-03-25 19:23:54.242461,731
2022-03-25 19:24:06.260827,734
2022-03-25 19:24:18.294158,735
2022-03-25 19:24:30.312226,731
2022-03-25 19:24:42.345425,730
2022-03-25 19:24:54.363494,733
2022-03-25 19:25:06.397154,730
2022-03-25 19:25:18.415340,736
2022-03-25 19:25:30.449332,731
2022-03-25 19:25:42.482597,730
2022-03-25 19:25:54.516526,732
2022-03-25 19:26:06.534843,733
2022-03-25 19:26:18.553026,733
2022-03-25 19:26:30.586218,735
2022-03-25 19:26:42.619964,732
2022-03-25 19:26:54.653665,732
2022-03-25 19:27:06.687053,731
2022-03-25 19:27:18.705547,736
2022-03-25 19:27:30.738835,731
2022-03-25 19:27:42.757432,733
2022-03-25 19:27:54.791054,731
2022-03-25 19:28:06.824714,735
2022-03-25 19:28:18.842786,735
2022-03-25 19:28:30.876381,732
2022-03-25 19:28:42.894712,731
2022-03-25 19:28:54.928217,731
2022-03-25 19:29:06.946311,731
2022-03-25 19:29:18.979852,732
2022-03-25 19:29:30.998301,730
2022-03-25 19:29:43.031667,731
2022-03-25 19:29:55.049832,730
2022-03-25 19:30:07.083418,732
2022-03-25 19:30:19.116921,734
2022-03-25 19:30:31.134979,730
2022-03-25 19:30:43.168444,732
2022-03-25 19:30:55.186587,732
2022-03-25 19:31:07.204795,736
2022-03-25 19:31:19.238201,734
2022-03-25 19:31:31.271827,732
2022-03-25 19:31:43.290181,732
2022-03-25 19:31:55.323731,731
2022-03-25 19:32:07.357321,735
2022-03-25 19:32:19.391221,730
2022-03-25 19:32:31.409158,733
2022-03-25 19:32:43.442411,731
2022-03-25 19:32:55.460379,736
2022-03-25 19:33:07.493986,733
2022-03-25 19:33:19.512095,730
2022-03-25 19:33:31.545687,731
2022-03-25 19:33:43.563696,732
2022-03-25 19:33:55.597032,736
2022-03-25 19:34:07.615401,736
2022-03-25 19:34:19.648920,730
2022-03-25 19:34:31.682587,730
2022-03-25 19:34:43.716066,731
2022-03-25 19:34:55.734103,731
2022-03-25 19:35:07.767659,735
2022-03-25 19:35:19.785978,736
2022-03-25 19:35:31.819138,732
2022-03-25 19:35:43.837310,731
2022-03-25 19:35:55.870867,732
2022-03-25 19:36:07.904513,736
2022-03-25 19:36:19.922696,733
2022-03-25 19:36:31.956429,731
2022-03-25 19:36:43.990034,732
2022-03-25 19:36:56.008122,731
2022-03-25 19:37:08.041548,731
2022-03-25 19:37:20.059952,735
2022-03-25 19:37:32.093539,731
2022-03-25 19:37:44.126986,731
2022-03-25 19:37:56.145009,731
2022-03-25 19:38:08.178585,732
2022-03-25 19:38:20.196670,732
2022-03-25 19:38:32.229995,731
2022-03-25 19:38:44.248200,731
2022-03-25 19:38:56.281549,731
2022-03-25 19:39:08.299678,735
2022-03-25 19:39:20.317889,736
2022-03-25 19:39:32.351362,730
2022-03-25 19:39:44.370047,736
2022-03-25 19:39:56.403372,731
2022-03-25 19:40:08.421673,735
2022-03-25 19:40:20.455309,730
2022-03-25 19:40:32.488615,731
2022-03-25 19:40:44.507045,731
2022-03-25 19:40:56.540709,730
2022-03-25 19:41:08.574159,731
2022-03-25 19:41:20.592594,731
2022-03-25 19:41:32.625876,733
2022-03-25 19:41:44.659284,731
2022-03-25 19:41:56.677531,735
2022-03-25 19:42:08.710928,732
2022-03-25 19:42:20.729186,731
2022-03-25 19:42:32.762430,732
2022-03-25 19:42:44.781077,731
2022-03-25 19:42:56.814803,732
2022-03-25 19:43:08.848036,735
2022-03-25 19:43:20.866370,733
2022-03-25 19:43:32.899385,730
2022-03-25 19:43:44.917762,732
2022-03-25 19:43:56.951304,736
2022-03-25 19:44:08.984934,733
2022-03-25 19:44:21.003023,731
2022-03-25 19:44:33.036391,731
2022-03-25 19:44:45.054829,736
2022-03-25 19:44:57.088304,733
2022-03-25 19:45:09.106293,731
2022-03-25 19:45:21.139887,730
2022-03-25 19:45:33.157887,731
2022-03-25 19:45:45.191348,732
2022-03-25 19:45:57.209388,731
2022-03-25 19:46:09.242887,731
2022-03-25 19:46:21.261013,736
2022-03-25 19:46:33.294376,735
2022-03-25 19:46:45.312575,731
2022-03-25 19:46:57.346024,735
2022-03-25 19:47:09.364279,732
2022-03-25 19:47:21.397552,731
2022-03-25 19:47:33.415272,736
2022-03-25 19:47:45.448913,731
2022-03-25 19:47:57.467244,730
2022-03-25 19:48:09.500682,732
2022-03-25 19:48:21.534439,731
2022-03-25 19:48:33.552494,732
2022-03-25 19:48:45.585788,736
2022-03-25 19:48:57.603959,731
2022-03-25 19:49:09.637468,731
2022-03-25 19:49:21.655545,735
2022-03-25 19:49:33.689264,732
2022-03-25 19:49:45.707671,730
2022-03-25 19:49:57.740936,731
2022-03-25 19:50:09.759617,733
2022-03-25 19:50:21.792789,731
2022-03-25 19:50:33.826487,736
2022-03-25 19:50:45.844666,730
2022-03-25 19:50:57.878380,731
2022-03-25 19:51:09.896206,730
2022-03-25 19:51:21.929512,735
2022-03-25 19:51:33.963166,736
2022-03-25 19:51:45.981232,731
2022-03-25 19:51:58.014764,735
2022-03-25 19:52:10.033016,731
2022-03-25 19:52:22.066567,730
2022-03-25 19:52:34.100236,731
2022-03-25 19:52:46.118483,731
2022-03-25 19:52:58.152007,732
2022-03-25 19:53:10.170274,731
2022-03-25 19:53:22.203420,731
2022-03-25 19:53:34.221755,732
2022-03-25 19:53:46.255156,731
2022-03-25 19:53:58.288623,732
2022-03-25 19:54:10.306895,731
2022-03-25 19:54:22.340158,732
2022-03-25 19:54:34.358113,735
2022-03-25 19:54:46.391786,735
2022-03-25 19:54:58.409866,734
2022-03-25 19:55:10.443568,736
2022-03-25 19:55:22.477436,733
2022-03-25 19:55:34.510813,731
2022-03-25 19:55:46.528842,735
2022-03-25 19:55:58.562316,731
2022-03-25 19:56:10.581048,736
2022-03-25 19:56:22.614339,731
2022-03-25 19:56:34.647821,735
2022-03-25 19:56:46.681536,731
2022-03-25 19:56:58.699602,731
2022-03-25 19:57:10.733564,731
2022-03-25 19:57:22.767240,735
2022-03-25 19:57:34.800633,732
2022-03-25 19:57:46.818675,731
2022-03-25 19:57:58.852403,731
2022-03-25 19:58:10.870913,731
2022-03-25 19:58:22.904013,731
2022-03-25 19:58:34.937819,732
2022-03-25 19:58:46.955979,731
2022-03-25 19:58:58.989377,730
2022-03-25 19:59:11.007477,732
2022-03-25 19:59:23.040961,731
2022-03-25 19:59:35.059096,731
2022-03-25 19:59:47.077225,732
2022-03-25 19:59:59.110579,732
2022-03-25 20:00:11.128883,731
