dateTime,infraRed,red,green,blue,proximity
2022-03-25 19:09:37.363256,37081.00,10593.00,12768.00,16192.00,41
2022-03-25 19:09:49.381790,37071.00,10589.00,12765.00,16189.00,40
2022-03-25 19:10:01.415208,37063.00,10587.00,12763.00,16186.00,40
2022-03-25 19:10:13.449019,37054.00,10585.00,12761.00,16184.00,41
2022-03-25 19:10:25.467065,37053.00,10584.00,12762.00,16183.00,40
2022-03-25 19:10:37.500551,37053.00,10584.00,12763.00,16183.00,41
2022-03-25 19:10:49.518976,37043.00,10584.00,12763.00,16182.00,40
2022-03-25 19:11:01.552100,37042.00,10583.00,12765.00,16183.00,40
2022-03-25 19:11:13.570347,37037.00,10583.00,12764.00,16183.00,40
2022-03-25 19:11:25.603760,37037.00,10584.00,12765.00,16183.00,41
2022-03-25 19:11:37.621924,37039.00,10586.00,12769.00,16185.00,40
2022-03-25 19:11:49.655248,37041.00,10587.00,12770.00,16186.00,40
2022-03-25 19:12:01.673682,37041.00,10589.00,12772.00,16187.00,41
2022-03-25 19:12:13.706996,37041.00,10591.00,12774.00,16188.00,40
2022-03-25 19:12:25.725047,37042.00,10593.00,12778.00,16191.00,40
2022-03-25 19:12:37.758324,37052.00,10595.00,12783.00,16193.00,40
2022-03-25 19:12:49.776598,37046.00,10595.00,12782.00,16193.00,41
2022-03-25 19:13:01.810129,37050.00,10598.00,12785.00,16194.00,40
2022-03-25 19:13:13.843824,37057.00,10601.00,12789.00,16198.00,40
2022-03-25 19:13:25.862070,37066.00,10605.00,12794.00,16201.00,40
2022-03-25 19:13:37.895544,37074.00,10609.00,12799.00,16206.00,40
2022-03-25 19:13:49.914015,37084.00,10614.00,12804.00,16213.00,40
2022-03-25 19:14:01.950983,37089.00,10614.00,12809.00,16216.00,40
2022-03-25 19:14:13.965793,37097.00,10619.00,12812.00,16220.00,40
2022-03-25 19:14:25.999000,37105.00,10623.00,12819.00,16226.00,41
2022-03-25 19:14:38.017399,37116.00,10627.00,12824.00,16231.00,41
2022-03-25 19:14:50.050591,37127.00,10631.00,12830.00,16235.00,40
2022-03-25 19:15:02.068906,37132.00,10634.00,12834.00,16240.00,40
2022-03-25 19:15:14.101688,37141.00,10637.00,12839.00,16243.00,41
2022-03-25 19:15:26.135269,37150.00,10642.00,12846.00,16248.00,40
2022-03-25 19:15:38.153386,37158.00,10644.00,12850.00,16253.00,41
2022-03-25 19:15:50.171451,37169.00,10648.00,12856.00,16259.00,41
2022-03-25 19:16:02.205287,37173.00,10650.00,12859.00,16263.00,40
2022-03-25 19:16:14.222985,37181.00,10652.00,12864.00,16268.00,41
2022-03-25 19:16:26.256483,37185.00,10654.00,12868.00,16272.00,40
