dateTime,lightLevel
2022-03-25 19:45:41.851964,778
2022-03-25 19:45:57.872474,779
2022-03-25 19:46:13.893028,780
2022-03-25 19:46:29.913691,775
2022-03-25 19:46:45.919282,776
2022-03-25 19:47:01.939726,776
2022-03-25 19:47:17.960251,780
2022-03-25 19:47:33.981292,778
2022-03-25 19:47:50.001877,779
2022-03-25 19:48:06.007557,775
2022-03-25 19:48:22.027979,776
2022-03-25 19:48:38.048524,778
2022-03-25 19:48:54.054243,775
2022-03-25 19:49:10.074933,775
2022-03-25 19:49:26.095283,775
2022-03-25 19:49:42.100992,779
2022-03-25 19:49:58.121494,774
2022-03-25 19:50:14.142604,775
2022-03-25 19:50:30.163074,776
2022-03-25 19:50:46.183770,774
2022-03-25 19:51:02.189603,776
2022-03-25 19:51:18.210161,780
2022-03-25 19:51:34.230602,775
2022-03-25 19:51:50.251231,780
2022-03-25 19:52:06.256887,774
2022-03-25 19:52:22.277545,779
2022-03-25 19:52:38.298148,776
2022-03-25 19:52:54.318789,776
2022-03-25 19:53:10.324526,775
2022-03-25 19:53:26.345133,776
2022-03-25 19:53:42.365685,777
2022-03-25 19:53:58.371157,781
2022-03-25 19:54:14.392219,781
2022-03-25 19:54:30.412695,775
2022-03-25 19:54:46.433168,775
2022-03-25 19:55:02.438961,774
2022-03-25 19:55:18.459669,777
2022-03-25 19:55:34.480267,776
2022-03-25 19:55:50.500982,780
2022-03-25 19:56:06.521623,776
2022-03-25 19:56:22.527110,779
2022-03-25 19:56:38.547788,777
2022-03-25 19:56:54.568732,775
2022-03-25 19:57:10.589292,780
2022-03-25 19:57:26.594968,775
2022-03-25 19:57:42.615639,775
2022-03-25 19:57:58.636496,776
2022-03-25 19:58:14.657449,776
2022-03-25 19:58:30.662937,780
2022-03-25 19:58:46.683512,776
2022-03-25 19:59:02.704090,780
2022-03-25 19:59:18.724885,779
2022-03-25 19:59:34.730522,780
2022-03-25 19:59:50.751264,777
2022-03-25 20:00:06.772022,779
2022-03-25 20:00:22.792717,780
2022-03-25 20:00:38.798573,780
2022-03-25 20:00:54.819166,777
2022-03-25 20:01:10.839734,775
2022-03-25 20:01:26.860364,780
2022-03-25 20:01:42.866186,779
2022-03-25 20:01:58.887010,779
2022-03-25 20:02:14.907649,780
2022-03-25 20:02:30.928182,781
2022-03-25 20:02:46.949208,781
2022-03-25 20:03:02.955077,780
2022-03-25 20:03:18.975546,776
2022-03-25 20:03:34.996706,776
2022-03-25 20:03:51.017072,779
2022-03-25 20:04:07.038267,777
2022-03-25 20:04:23.058679,780
2022-03-25 20:04:39.064314,780
2022-03-25 20:04:55.084728,776
2022-03-25 20:05:11.090260,776
2022-03-25 20:05:27.110856,778
2022-03-25 20:05:43.131546,781
2022-03-25 20:05:59.152045,775
2022-03-25 20:06:15.172926,775
2022-03-25 20:06:31.178843,778
2022-03-25 20:06:47.199264,780
2022-03-25 20:07:03.219831,778
2022-03-25 20:07:19.225447,780
2022-03-25 20:07:35.245952,779
2022-03-25 20:07:51.266621,777
2022-03-25 20:08:07.287003,778
2022-03-25 20:08:23.292597,778
2022-03-25 20:08:39.313279,777
2022-03-25 20:08:55.334015,779
2022-03-25 20:09:11.354556,780
2022-03-25 20:09:27.360084,779
2022-03-25 20:09:43.380675,778
2022-03-25 20:09:59.401098,777
2022-03-25 20:10:15.406817,775
2022-03-25 20:10:31.427615,777
2022-03-25 20:10:47.448693,776
2022-03-25 20:11:03.469125,779
2022-03-25 20:11:19.474654,778
2022-03-25 20:11:35.495108,780
2022-03-25 20:11:51.515936,778
2022-03-25 20:12:07.536446,778
2022-03-25 20:12:23.542098,781
2022-03-25 20:12:39.562705,779
2022-03-25 20:12:55.583345,778
2022-03-25 20:13:11.603896,779
2022-03-25 20:13:27.609563,775
2022-03-25 20:13:43.629945,776
2022-03-25 20:13:59.650656,779
2022-03-25 20:14:15.671241,779
2022-03-25 20:14:31.677160,780
2022-03-25 20:14:47.697702,778
2022-03-25 20:15:03.718421,775
2022-03-25 20:15:19.738787,777
2022-03-25 20:15:35.759323,776
2022-03-25 20:15:51.764932,777
2022-03-25 20:16:07.785551,780
2022-03-25 20:16:23.806282,775
2022-03-25 20:16:39.826814,776
2022-03-25 20:16:55.832388,779
2022-03-25 20:17:11.853077,778
2022-03-25 20:17:27.873443,779
2022-03-25 20:17:43.878941,775
2022-03-25 20:17:59.899507,779
2022-03-25 20:18:15.920300,777
2022-03-25 20:18:31.925829,778
2022-03-25 20:18:47.946281,779
2022-03-25 20:19:03.966869,775
2022-03-25 20:19:19.972450,775
2022-03-25 20:19:35.992887,775
2022-03-25 20:19:52.013396,778
2022-03-25 20:20:08.018976,774
2022-03-25 20:20:24.039635,779
2022-03-25 20:20:40.060249,775
2022-03-25 20:20:56.080814,774
2022-03-25 20:21:12.086380,775
2022-03-25 20:21:28.106976,778
2022-03-25 20:21:44.127757,776
2022-03-25 20:22:00.148130,779
2022-03-25 20:22:16.169159,778
2022-03-25 20:22:32.189595,778
2022-03-25 20:22:48.195154,775
2022-03-25 20:23:04.215605,779
2022-03-25 20:23:20.236073,774
2022-03-25 20:23:36.241853,775
2022-03-25 20:23:52.262420,776
2022-03-25 20:24:08.282974,780
2022-03-25 20:24:24.303481,775
2022-03-25 20:24:40.309082,780
2022-03-25 20:24:56.330099,775
2022-03-25 20:25:12.350594,775
2022-03-25 20:25:28.371211,781
2022-03-25 20:25:44.391798,776
2022-03-25 20:26:00.397478,778
2022-03-25 20:26:16.418184,781
2022-03-25 20:26:32.438875,776
2022-03-25 20:26:48.459816,775
2022-03-25 20:27:04.480485,775
2022-03-25 20:27:20.486215,775
2022-03-25 20:27:36.506589,780
2022-03-25 20:27:52.527366,775
2022-03-25 20:28:08.547667,780
2022-03-25 20:28:24.568775,778
2022-03-25 20:28:40.574433,780
2022-03-25 20:28:56.594954,777
2022-03-25 20:29:12.615487,776
2022-03-25 20:29:28.620921,780
2022-03-25 20:29:44.641577,778
2022-03-25 20:30:00.662391,777
2022-03-25 20:30:16.682837,778
2022-03-25 20:30:32.688766,777
2022-03-25 20:30:48.709152,781
2022-03-25 20:31:04.729987,775
2022-03-25 20:31:20.735503,777
2022-03-25 20:31:36.756336,780
2022-03-25 20:31:52.777034,776
2022-03-25 20:32:08.797663,778
2022-03-25 20:32:24.818199,779
2022-03-25 20:32:40.823795,777
2022-03-25 20:32:56.844699,778
2022-03-25 20:33:12.865358,777
2022-03-25 20:33:28.885957,775
2022-03-25 20:33:44.891737,780
2022-03-25 20:34:00.912270,781
2022-03-25 20:34:16.932885,781
2022-03-25 20:34:32.938394,776
2022-03-25 20:34:48.958995,780
2022-03-25 20:35:04.979452,781
2022-03-25 20:35:21.000672,776
2022-03-25 20:35:37.021331,776
2022-03-25 20:35:53.041714,780
2022-03-25 20:36:09.047964,780
2022-03-25 20:36:25.068407,780
2022-03-25 20:36:41.089024,777
2022-03-25 20:36:57.109528,780
2022-03-25 20:37:13.115380,775
2022-03-25 20:37:29.135938,776
2022-03-25 20:37:45.156755,775
2022-03-25 20:38:01.177443,775
2022-03-25 20:38:17.198027,777
2022-03-25 20:38:33.203738,775
2022-03-25 20:38:49.224414,776
2022-03-25 20:39:05.244897,776
2022-03-25 20:39:21.250669,775
2022-03-25 20:39:37.286518,775
2022-03-25 20:39:53.292260,778
2022-03-25 20:40:09.312837,779
2022-03-25 20:40:25.318355,774
2022-03-25 20:40:41.338938,775
2022-03-25 20:40:57.359976,779
2022-03-25 20:41:13.380436,776
2022-03-25 20:41:29.401108,776
2022-03-25 20:41:45.421880,778
2022-03-25 20:42:01.427545,779
2022-03-25 20:42:17.447875,779
2022-03-25 20:42:33.468538,779
2022-03-25 20:42:49.489720,779
2022-03-25 20:43:05.510439,779
2022-03-25 20:43:21.516003,775
2022-03-25 20:43:37.536728,774
2022-03-25 20:43:53.557235,777
2022-03-25 20:44:09.577916,779
2022-03-25 20:44:25.583517,777
2022-03-25 20:44:41.604111,779
