dateTime,Latitude,Longitude,Speed,Altitude,Course,HDOP,Year,Month,Day,Hour,Minute,Second
2022-03-25 19:10:07.597735,32.99245,-96.757811667,0.31484,212.2,317.09,1.01,2022,3,25,19,10,4
2022-03-25 19:17:52.482833,32.992368333,-96.757858333,0.018520000000000002,225.7,211.2,1.19,2022,3,25,19,17,49
2022-03-25 19:26:47.399464,32.992391667,-96.757896667,0.018520000000000002,221.0,10.96,1.11,2022,3,25,19,26,44
2022-03-25 19:37:48.283649,32.992395,-96.757825,0.018520000000000002,229.7,315.65,0.83,2022,3,25,19,37,45
2022-03-25 19:43:03.011011,32.992391667,-96.75787,0.018520000000000002,233.5,238.22,0.84,2022,3,25,19,43,0
2022-03-25 19:50:32.888721,32.992435,-96.757868333,0.018520000000000002,230.2,0.0,0.81,2022,3,25,19,50,30
2022-03-25 19:58:18.770364,32.992495,-96.757833333,0.0,207.0,227.19,0.87,2022,3,25,19,58,16
2022-03-25 20:07:25.649654,32.992385,-96.757878333,0.018520000000000002,236.1,0.0,0.87,2022,3,25,20,7,22
2022-03-25 20:15:47.500985,32.992425,-96.757846667,0.037040000000000003,229.4,89.98,0.81,2022,3,25,20,15,44
2022-03-25 20:23:42.402308,32.992456667,-96.757883333,0.018520000000000002,246.2,0.0,0.85,2022,3,25,20,23,39
2022-03-25 20:32:00.354843,32.992425,-96.757866667,0.018520000000000002,230.8,0.0,0.96,2022,3,25,20,31,57
2022-03-25 20:40:18.311668,32.992421667,-96.757825,0.018520000000000002,231.3,0.0,0.81,2022,3,25,20,40,15
