dateTime,timestamp,latitudeCoordinate,longitudeCoordinate,latitude,latitudeDirection,longitude,longitudeDirection,gpsQuality,numberOfSatellites,HorizontalDilution,altitude,altitudeUnits,undulation,undulationUnits,age,stationID
2022-03-25 19:09:27.098709,19:09:27,32.81480666666666,-96.6595945,3248.88840,N,09639.57567,W,2,12,0.81,196.7,M,-25.3,M,,0000
2022-03-25 19:09:30.102053,19:09:30,32.81480766666667,-96.659596,3248.88846,N,09639.57576,W,2,12,0.81,197.1,M,-25.3,M,,0000
2022-03-25 19:09:33.097773,19:09:33,32.81480916666667,-96.65959816666667,3248.88855,N,09639.57589,W,2,12,0.81,197.2,M,-25.3,M,,0000
2022-03-25 19:09:36.104045,19:09:36,32.8148095,-96.65959983333332,3248.88857,N,09639.57599,W,2,12,0.81,197.4,M,-25.3,M,,0000
2022-03-25 19:09:39.097913,19:09:39,32.814810333333334,-96.65960166666667,3248.88862,N,09639.57610,W,2,12,0.81,197.4,M,-25.3,M,,0000
2022-03-25 19:09:42.108011,19:09:42,32.81481016666667,-96.65960366666668,3248.88861,N,09639.57622,W,2,12,0.81,197.2,M,-25.3,M,,0000
2022-03-25 19:09:45.096350,19:09:45,32.814809833333335,-96.6596055,3248.88859,N,09639.57633,W,2,12,0.81,197.0,M,-25.3,M,,0000
2022-03-25 19:09:48.102433,19:09:48,32.814810333333334,-96.65960650000001,3248.88862,N,09639.57639,W,2,12,0.81,196.6,M,-25.3,M,,0000
2022-03-25 19:09:51.092961,19:09:51,32.814810666666666,-96.65960850000002,3248.88864,N,09639.57651,W,2,12,0.81,196.5,M,-25.3,M,,0000
2022-03-25 19:09:54.099992,19:09:54,32.814811500000005,-96.65960916666667,3248.88869,N,09639.57655,W,2,12,0.81,196.2,M,-25.3,M,,0000
2022-03-25 19:09:57.097026,19:09:57,32.814811999999996,-96.65961016666667,3248.88872,N,09639.57661,W,2,12,0.81,195.9,M,-25.3,M,,0000
2022-03-25 19:10:00.102443,19:10:00,32.814811999999996,-96.6596115,3248.88872,N,09639.57669,W,2,12,0.81,195.7,M,-25.3,M,,0000
2022-03-25 19:10:03.099324,19:10:03,32.81481133333333,-96.6596135,3248.88868,N,09639.57681,W,2,12,0.81,195.4,M,-25.3,M,,0000
2022-03-25 19:10:06.104232,19:10:06,32.81481083333333,-96.65961566666668,3248.88865,N,09639.57694,W,2,12,0.81,195.3,M,-25.3,M,,0000
2022-03-25 19:10:09.093004,19:10:09,32.81481183333334,-96.65961799999998,3248.88871,N,09639.57708,W,2,12,0.81,195.5,M,-25.3,M,,0000
2022-03-25 19:10:11.095717,19:10:11,32.8148125,-96.6596195,3248.88875,N,09639.57717,W,2,12,0.81,195.6,M,-25.3,M,,0000
2022-03-25 19:10:14.100704,19:10:14,32.8148125,-96.65962166666668,3248.88875,N,09639.57730,W,2,12,0.81,195.7,M,-25.3,M,,0000
2022-03-25 19:10:17.096693,19:10:17,32.81481266666666,-96.65962333333333,3248.88876,N,09639.57740,W,2,12,0.81,195.8,M,-25.3,M,,0000
2022-03-25 19:10:20.093858,19:10:20,32.81481433333333,-96.65962533333335,3248.88886,N,09639.57752,W,2,12,0.81,196.0,M,-25.3,M,,0000
2022-03-25 19:10:22.096619,19:10:22,32.814815833333334,-96.65962633333332,3248.88895,N,09639.57758,W,2,12,0.81,196.1,M,-25.3,M,,0000
2022-03-25 19:10:25.097475,19:10:25,32.81481733333333,-96.65962749999998,3248.88904,N,09639.57765,W,2,12,0.81,196.1,M,-25.3,M,,0000
2022-03-25 19:10:28.096029,19:10:28,32.814818833333334,-96.65962866666665,3248.88913,N,09639.57772,W,2,12,0.81,196.0,M,-25.3,M,,0000
2022-03-25 19:10:31.092391,19:10:31,32.81482066666667,-96.65962916666668,3248.88924,N,09639.57775,W,2,12,0.81,196.0,M,-25.3,M,,0000
2022-03-25 19:10:33.096473,19:10:33,32.814822166666666,-96.6596295,3248.88933,N,09639.57777,W,2,12,0.81,196.1,M,-25.3,M,,0000
2022-03-25 19:10:36.100256,19:10:36,32.81482266666667,-96.65962833333333,3248.88936,N,09639.57770,W,2,11,0.99,195.9,M,-25.3,M,,0000
2022-03-25 19:10:39.099342,19:10:39,32.81482266666667,-96.65962749999998,3248.88936,N,09639.57765,W,2,11,0.99,196.1,M,-25.3,M,,0000
2022-03-25 19:10:42.103385,19:10:42,32.81482333333334,-96.65962666666668,3248.88940,N,09639.57760,W,2,12,0.99,196.2,M,-25.3,M,,0000
2022-03-25 19:10:45.098854,19:10:45,32.8148245,-96.65962616666665,3248.88947,N,09639.57757,W,2,12,0.99,196.3,M,-25.3,M,,0000
2022-03-25 19:10:48.101866,19:10:48,32.814825166666665,-96.65962666666668,3248.88951,N,09639.57760,W,2,12,0.99,196.5,M,-25.3,M,,0000
2022-03-25 19:10:51.102502,19:10:51,32.814826000000004,-96.65962766666668,3248.88956,N,09639.57766,W,2,12,0.99,196.7,M,-25.3,M,,0000
2022-03-25 19:10:54.099162,19:10:54,32.81482616666666,-96.65962983333333,3248.88957,N,09639.57779,W,2,12,0.99,196.9,M,-25.3,M,,0000
2022-03-25 19:10:57.096948,19:10:57,32.814826833333335,-96.659632,3248.88961,N,09639.57792,W,2,12,0.99,197.0,M,-25.3,M,,0000
2022-03-25 19:11:00.091920,19:11:00,32.814827666666666,-96.65963383333334,3248.88966,N,09639.57803,W,2,12,0.98,197.3,M,-25.3,M,,0000
2022-03-25 19:11:02.094820,19:11:02,32.81482783333333,-96.65963466666666,3248.88967,N,09639.57808,W,2,12,0.98,197.4,M,-25.3,M,,0000
