dateTime,countPerMinute,radiationValue,timeSpent,LIBRADCount
2022-03-25 19:09:35.887118,6.0000,0.0487,10000,1
2022-03-25 19:09:46.044784,24.0000,0.1949,10000,4
2022-03-25 19:09:56.202205,18.0000,0.1462,10000,3
2022-03-25 19:10:06.344830,12.0000,0.0974,10000,2
2022-03-25 19:10:16.502353,12.0000,0.0974,10000,2
2022-03-25 19:10:26.659796,18.0000,0.1462,10000,3
2022-03-25 19:10:36.817315,12.0000,0.0974,10000,2
2022-03-25 19:10:46.974651,18.0000,0.1462,10000,3
2022-03-25 19:10:57.132163,0.0000,0.0000,10000,0
2022-03-25 19:11:07.274831,12.0000,0.0974,10000,2
2022-03-25 19:11:17.432464,12.0000,0.0974,10000,2
2022-03-25 19:11:27.589978,18.0000,0.1462,10000,3
2022-03-25 19:11:37.747265,0.0000,0.0000,10000,0
2022-03-25 19:11:47.904901,18.0000,0.1462,10000,3
2022-03-25 19:11:58.062594,30.0000,0.2436,10000,5
2022-03-25 19:12:08.205083,18.0000,0.1462,10000,3
2022-03-25 19:12:18.362584,12.0000,0.0974,10000,2
2022-03-25 19:12:28.520011,12.0000,0.0974,10000,2
2022-03-25 19:12:38.677492,30.0000,0.2436,10000,5
2022-03-25 19:12:48.834952,36.0000,0.2923,10000,6
2022-03-25 19:12:58.977506,48.0000,0.3898,10000,8
2022-03-25 19:13:09.135176,36.0000,0.2923,10000,6
2022-03-25 19:13:19.292834,30.0000,0.2436,10000,5
2022-03-25 19:13:29.450288,12.0000,0.0974,10000,2
2022-03-25 19:13:39.607598,0.0000,0.0000,10000,0
2022-03-25 19:13:49.765172,12.0000,0.0974,10000,2
2022-03-25 19:13:59.922510,18.0000,0.1462,10000,3
2022-03-25 19:14:10.080091,12.0000,0.0974,10000,2
2022-03-25 19:14:20.237701,12.0000,0.0974,10000,2
2022-03-25 19:14:30.379948,6.0000,0.0487,10000,1
2022-03-25 19:14:40.552819,18.0000,0.1462,10000,3
2022-03-25 19:14:50.695340,36.0000,0.2923,10000,6
2022-03-25 19:15:00.852647,12.0000,0.0974,10000,2
2022-03-25 19:15:11.010129,24.0000,0.1949,10000,4
2022-03-25 19:15:21.167454,6.0000,0.0487,10000,1
2022-03-25 19:15:31.325293,24.0000,0.1949,10000,4
2022-03-25 19:15:41.482376,24.0000,0.1949,10000,4
2022-03-25 19:15:51.624698,24.0000,0.1949,10000,4
2022-03-25 19:16:01.782310,30.0000,0.2436,10000,5
2022-03-25 19:16:11.939904,18.0000,0.1462,10000,3
2022-03-25 19:16:22.097295,12.0000,0.0974,10000,2
2022-03-25 19:16:32.254539,24.0000,0.1949,10000,4
2022-03-25 19:16:42.412153,12.0000,0.0974,10000,2
2022-03-25 19:16:52.554382,30.0000,0.2436,10000,5
2022-03-25 19:17:02.711791,12.0000,0.0974,10000,2
2022-03-25 19:17:12.869054,12.0000,0.0974,10000,2
2022-03-25 19:17:23.026781,24.0000,0.1949,10000,4
2022-03-25 19:17:33.184276,12.0000,0.0974,10000,2
2022-03-25 19:17:43.341827,12.0000,0.0974,10000,2
2022-03-25 19:17:53.499361,18.0000,0.1462,10000,3
2022-03-25 19:18:03.642001,12.0000,0.0974,10000,2
2022-03-25 19:18:13.799132,6.0000,0.0487,10000,1
2022-03-25 19:18:23.956722,24.0000,0.1949,10000,4
2022-03-25 19:18:34.114292,6.0000,0.0487,10000,1
2022-03-25 19:18:44.271494,6.0000,0.0487,10000,1
2022-03-25 19:18:54.428805,0.0000,0.0000,10000,0
2022-03-25 19:19:04.586359,12.0000,0.0974,10000,2
2022-03-25 19:19:14.728631,12.0000,0.0974,10000,2
2022-03-25 19:19:24.886271,48.0000,0.3898,10000,8
2022-03-25 19:19:35.043825,12.0000,0.0974,10000,2
2022-03-25 19:19:45.201311,54.0000,0.4385,10000,9
2022-03-25 19:19:55.358752,12.0000,0.0974,10000,2
2022-03-25 19:20:05.516248,18.0000,0.1462,10000,3
2022-03-25 19:20:15.658642,6.0000,0.0487,10000,1
2022-03-25 19:20:25.816326,18.0000,0.1462,10000,3
2022-03-25 19:20:35.973741,18.0000,0.1462,10000,3
2022-03-25 19:20:46.131133,0.0000,0.0000,10000,0
2022-03-25 19:20:56.288675,48.0000,0.3898,10000,8
2022-03-25 19:21:06.446203,6.0000,0.0487,10000,1
2022-03-25 19:21:16.588805,18.0000,0.1462,10000,3
2022-03-25 19:21:26.746115,18.0000,0.1462,10000,3
2022-03-25 19:21:36.903487,6.0000,0.0487,10000,1
2022-03-25 19:21:47.061155,12.0000,0.0974,10000,2
2022-03-25 19:21:57.218223,12.0000,0.0974,10000,2
2022-03-25 19:22:07.375987,18.0000,0.1462,10000,3
2022-03-25 19:22:17.533201,6.0000,0.0487,10000,1
2022-03-25 19:22:27.675774,6.0000,0.0487,10000,1
2022-03-25 19:22:37.833046,12.0000,0.0974,10000,2
2022-03-25 19:22:47.990737,24.0000,0.1949,10000,4
2022-03-25 19:22:58.148219,18.0000,0.1462,10000,3
2022-03-25 19:23:08.305559,24.0000,0.1949,10000,4
2022-03-25 19:23:18.462781,18.0000,0.1462,10000,3
2022-03-25 19:23:28.605032,18.0000,0.1462,10000,3
2022-03-25 19:23:38.762410,0.0000,0.0000,10000,0
2022-03-25 19:23:48.919749,0.0000,0.0000,10000,0
2022-03-25 19:23:59.077506,18.0000,0.1462,10000,3
2022-03-25 19:24:09.234902,12.0000,0.0974,10000,2
2022-03-25 19:24:19.392421,24.0000,0.1949,10000,4
2022-03-25 19:24:29.535056,18.0000,0.1462,10000,3
2022-03-25 19:24:39.692452,6.0000,0.0487,10000,1
2022-03-25 19:24:49.850116,18.0000,0.1462,10000,3
2022-03-25 19:25:00.007353,6.0000,0.0487,10000,1
2022-03-25 19:25:10.164841,6.0000,0.0487,10000,1
2022-03-25 19:25:20.322458,24.0000,0.1949,10000,4
2022-03-25 19:25:30.480061,18.0000,0.1462,10000,3
