dateTime,uvLevel
2022-03-25 19:09:37.471815,0
2022-03-25 19:09:49.457983,0
2022-03-25 19:10:01.459269,0
2022-03-25 19:10:13.445613,1
2022-03-25 19:10:25.446883,0
2022-03-25 19:10:37.432986,0
2022-03-25 19:10:49.434301,0
2022-03-25 19:11:01.420696,1
2022-03-25 19:11:13.422241,1
2022-03-25 19:11:25.408296,1
2022-03-25 19:11:37.409882,0
2022-03-25 19:11:49.395907,0
2022-03-25 19:12:01.397554,2
2022-03-25 19:12:13.398975,0
2022-03-25 19:12:25.400437,4
2022-03-25 19:12:37.386875,0
2022-03-25 19:12:49.388235,3
2022-03-25 19:13:01.374679,1
2022-03-25 19:13:13.375800,1
2022-03-25 19:13:25.362039,0
2022-03-25 19:13:37.363251,2
2022-03-25 19:13:49.349396,1
2022-03-25 19:14:01.350645,2
2022-03-25 19:14:13.336877,1
2022-03-25 19:14:25.338116,1
2022-03-25 19:14:37.324218,0
2022-03-25 19:14:49.325829,0
2022-03-25 19:15:01.327150,1
2022-03-25 19:15:13.328895,1
2022-03-25 19:15:25.315265,1
2022-03-25 19:15:37.317014,1
2022-03-25 19:15:49.318267,3
2022-03-25 19:16:01.304537,2
2022-03-25 19:16:13.305716,0
2022-03-25 19:16:25.292075,0
2022-03-25 19:16:37.293667,2
2022-03-25 19:16:49.279717,0
2022-03-25 19:17:01.281016,0
2022-03-25 19:17:13.266977,1
2022-03-25 19:17:25.268388,3
2022-03-25 19:17:37.270078,0
2022-03-25 19:17:49.256190,0
2022-03-25 19:18:01.257683,3
2022-03-25 19:18:13.258947,0
2022-03-25 19:18:25.245209,1
2022-03-25 19:18:37.246494,0
2022-03-25 19:18:49.233007,2
2022-03-25 19:19:01.234514,2
2022-03-25 19:19:13.220912,1
2022-03-25 19:19:25.222289,0
2022-03-25 19:19:37.223644,0
2022-03-25 19:19:49.210060,1
2022-03-25 19:20:01.211363,3
2022-03-25 19:20:13.212763,2
2022-03-25 19:20:25.198961,3
2022-03-25 19:20:37.200308,1
2022-03-25 19:20:49.186762,0
2022-03-25 19:21:01.188009,0
2022-03-25 19:21:13.174258,0
2022-03-25 19:21:25.175676,2
2022-03-25 19:21:37.176857,2
2022-03-25 19:21:49.163270,0
2022-03-25 19:22:01.149284,0
2022-03-25 19:22:13.150684,1
2022-03-25 19:22:25.152169,0
2022-03-25 19:22:37.138367,0
2022-03-25 19:22:49.139864,3
2022-03-25 19:23:01.141071,1
2022-03-25 19:23:13.127333,1
2022-03-25 19:23:25.129015,4
2022-03-25 19:23:37.115295,1
2022-03-25 19:23:49.116939,0
2022-03-25 19:24:01.118296,1
2022-03-25 19:24:13.119828,2
2022-03-25 19:24:25.106261,0
2022-03-25 19:24:37.107924,1
2022-03-25 19:24:49.109389,4
2022-03-25 19:25:01.095662,2
2022-03-25 19:25:13.097191,0
2022-03-25 19:25:25.083438,2
2022-03-25 19:25:37.084895,1
2022-03-25 19:25:49.086278,1
2022-03-25 19:26:01.072462,0
2022-03-25 19:26:13.073650,2
2022-03-25 19:26:25.075224,0
2022-03-25 19:26:37.061518,0
2022-03-25 19:26:49.062999,0
2022-03-25 19:27:01.064531,0
2022-03-25 19:27:13.050708,1
