dateTime,powerMode
2022-03-25 19:12:07.643480,6
2022-03-25 19:16:26.051490,6
2022-03-25 19:16:26.052815,6
2022-03-25 19:24:23.861281,6
2022-03-25 19:27:32.270613,6
2022-03-25 19:28:17.267622,6
2022-03-25 19:31:29.688419,6
2022-03-25 19:35:51.106749,6
2022-03-25 19:35:56.108131,6
2022-03-25 19:36:06.100986,6
2022-03-25 19:36:26.100428,6
2022-03-25 19:39:19.512066,6
2022-03-25 19:42:49.930194,6
2022-03-25 19:47:28.341393,6
2022-03-25 19:50:51.770564,6
2022-03-25 19:50:51.777629,6
2022-03-25 19:50:56.775917,6
2022-03-25 19:50:56.787369,6
2022-03-25 19:54:27.191731,6
2022-03-25 19:54:42.179389,6
2022-03-25 19:58:26.600739,6
2022-03-25 20:02:19.022626,6
2022-03-25 20:14:44.299712,6
2022-03-25 20:18:27.708290,6
2022-03-25 20:21:44.144931,6
2022-03-25 20:25:57.586578,6
2022-03-25 20:26:07.584199,6
2022-03-25 20:26:52.582064,6
2022-03-25 20:29:31.031907,6
2022-03-25 20:30:06.028362,6
2022-03-25 20:30:26.030347,6
2022-03-25 20:30:31.024354,6
2022-03-25 20:30:56.026462,6
2022-03-25 20:37:51.930015,6
2022-03-25 20:37:56.930358,6
2022-03-25 20:38:11.925838,6
2022-03-25 20:42:21.380082,6
