dateTime,cloudPecentage,allRed,allGreen,allBlue,skyRed,skyGreen,skyBlue,cloudRed,cloudGreen,cloudBlue
2022-03-25 20:30:06.151638,81.76305377737133,150.0579436013946,136.73700774462733,183.44972144426663,120.64383436424022,113.61628934458697,173.03568708021922,156.6186516909568,141.89399832423769,185.77253322640559
