dateTime,infraRed,red,green,blue,proximity
2022-03-25 19:09:36.906138,42127.00,12109.00,14520.00,19581.00,42
2022-03-25 19:09:48.925352,42119.00,12108.00,14520.00,19578.00,42
2022-03-25 19:10:00.959600,42113.00,12106.00,14518.00,19575.00,42
2022-03-25 19:10:12.979082,42106.00,12103.00,14518.00,19573.00,41
2022-03-25 19:10:24.997801,42109.00,12104.00,14518.00,19575.00,41
2022-03-25 19:10:37.032326,42110.00,12105.00,14523.00,19577.00,41
2022-03-25 19:10:49.051397,42105.00,12103.00,14522.00,19575.00,42
2022-03-25 19:11:01.070420,42107.00,12105.00,14524.00,19577.00,42
2022-03-25 19:11:13.089500,42113.00,12107.00,14526.00,19578.00,42
2022-03-25 19:11:25.123861,42119.00,12109.00,14531.00,19583.00,41
2022-03-25 19:11:37.143017,42119.00,12109.00,14532.00,19583.00,42
2022-03-25 19:11:49.162076,42121.00,12112.00,14533.00,19586.00,41
2022-03-25 19:12:01.181156,42136.00,12115.00,14538.00,19590.00,41
2022-03-25 19:12:13.215742,42146.00,12121.00,14543.00,19596.00,42
2022-03-25 19:12:25.235086,42149.00,12123.00,14547.00,19599.00,41
2022-03-25 19:12:37.253802,42152.00,12125.00,14551.00,19600.00,41
2022-03-25 19:12:49.273211,42158.00,12128.00,14552.00,19605.00,42
2022-03-25 19:13:01.307278,42171.00,12132.00,14558.00,19608.00,42
2022-03-25 19:13:13.326631,42187.00,12138.00,14567.00,19617.00,41
2022-03-25 19:13:25.345464,42195.00,12142.00,14571.00,19621.00,41
2022-03-25 19:13:37.379879,42210.00,12147.00,14577.00,19626.00,42
2022-03-25 19:13:49.399103,42222.00,12154.00,14585.00,19634.00,41
2022-03-25 19:14:01.418224,42231.00,12157.00,14589.00,19640.00,41
2022-03-25 19:14:13.452727,42243.00,12161.00,14594.00,19645.00,42
2022-03-25 19:14:25.471698,42262.00,12167.00,14603.00,19655.00,42
2022-03-25 19:14:37.490947,42276.00,12172.00,14611.00,19661.00,41
2022-03-25 19:14:49.509943,42295.00,12178.00,14615.00,19668.00,42
2022-03-25 19:15:01.544679,42311.00,12185.00,14624.00,19675.00,41
2022-03-25 19:15:13.563463,42322.00,12189.00,14628.00,19682.00,42
2022-03-25 19:15:25.582555,42336.00,12194.00,14636.00,19689.00,41
2022-03-25 19:15:37.601645,42356.00,12199.00,14643.00,19697.00,42
2022-03-25 19:15:49.636155,42368.00,12204.00,14650.00,19704.00,41
2022-03-25 19:16:01.655096,42379.00,12208.00,14653.00,19711.00,41
2022-03-25 19:16:13.674196,42388.00,12210.00,14658.00,19717.00,42
2022-03-25 19:16:25.693289,42405.00,12214.00,14665.00,19723.00,41
2022-03-25 19:16:37.727710,42409.00,12218.00,14670.00,19729.00,42
2022-03-25 19:16:49.746823,42419.00,12220.00,14671.00,19732.00,42
2022-03-25 19:17:01.765764,42425.00,12221.00,14677.00,19737.00,41
2022-03-25 19:17:13.784923,42430.00,12225.00,14682.00,19741.00,42
2022-03-25 19:17:25.819772,42446.00,12229.00,14687.00,19747.00,41
2022-03-25 19:17:37.838643,42444.00,12230.00,14691.00,19748.00,42
2022-03-25 19:17:49.857726,42453.00,12233.00,14695.00,19752.00,42
2022-03-25 19:18:01.892123,42463.00,12235.00,14696.00,19757.00,41
2022-03-25 19:18:13.911214,42478.00,12238.00,14704.00,19766.00,41
2022-03-25 19:18:25.930830,42478.00,12238.00,14705.00,19769.00,42
2022-03-25 19:18:37.965331,42488.00,12242.00,14711.00,19773.00,42
2022-03-25 19:18:49.984386,42493.00,12244.00,14715.00,19776.00,42
2022-03-25 19:19:02.003634,42497.00,12245.00,14717.00,19779.00,41
2022-03-25 19:19:14.022307,42503.00,12248.00,14721.00,19783.00,42
2022-03-25 19:19:26.056731,42512.00,12250.00,14726.00,19788.00,41
2022-03-25 19:19:38.075766,42511.00,12250.00,14727.00,19788.00,42
2022-03-25 19:19:50.094948,42515.00,12250.00,14729.00,19790.00,42
2022-03-25 19:20:02.113881,42520.00,12253.00,14732.00,19794.00,41
2022-03-25 19:20:14.148328,42519.00,12252.00,14733.00,19793.00,42
2022-03-25 19:20:26.167586,42515.00,12250.00,14733.00,19794.00,42
2022-03-25 19:20:38.186719,42514.00,12249.00,14734.00,19795.00,41
2022-03-25 19:20:50.221209,42509.00,12246.00,14734.00,19795.00,41
2022-03-25 19:21:02.240279,42507.00,12243.00,14735.00,19795.00,41
2022-03-25 19:21:14.259448,42500.00,12241.00,14735.00,19793.00,41
2022-03-25 19:21:26.293789,42507.00,12241.00,14737.00,19798.00,41
2022-03-25 19:21:38.312691,42509.00,12241.00,14741.00,19803.00,41
2022-03-25 19:21:50.331828,42505.00,12238.00,14740.00,19802.00,41
2022-03-25 19:22:02.351018,42499.00,12235.00,14742.00,19801.00,42
2022-03-25 19:22:14.370002,42498.00,12234.00,14743.00,19803.00,41
2022-03-25 19:22:26.404798,42499.00,12234.00,14747.00,19806.00,42
2022-03-25 19:22:38.423972,42497.00,12233.00,14748.00,19808.00,41
2022-03-25 19:22:50.458434,42493.00,12231.00,14749.00,19808.00,41
2022-03-25 19:23:02.477498,42524.00,12240.00,14763.00,19817.00,41
2022-03-25 19:23:14.512254,42509.00,12234.00,14756.00,19816.00,42
2022-03-25 19:23:26.531355,42500.00,12230.00,14754.00,19813.00,41
2022-03-25 19:23:38.550787,42505.00,12232.00,14760.00,19817.00,41
2022-03-25 19:23:50.585104,42498.00,12229.00,14758.00,19814.00,41
2022-03-25 19:24:02.604152,42502.00,12230.00,14760.00,19818.00,41
2022-03-25 19:24:14.623073,42502.00,12230.00,14760.00,19819.00,41
2022-03-25 19:24:26.642107,42496.00,12226.00,14759.00,19819.00,41
2022-03-25 19:24:38.676683,42494.00,12226.00,14762.00,19820.00,41
2022-03-25 19:24:50.695708,42489.00,12222.00,14760.00,19820.00,41
2022-03-25 19:25:02.715093,42485.00,12220.00,14762.00,19818.00,41
2022-03-25 19:25:14.749490,42486.00,12219.00,14761.00,19819.00,41
2022-03-25 19:25:26.768479,42482.00,12218.00,14763.00,19819.00,41
2022-03-25 19:25:38.787513,42484.00,12218.00,14766.00,19821.00,42
2022-03-25 19:25:50.806642,42473.00,12215.00,14764.00,19818.00,41
2022-03-25 19:26:02.841061,42458.00,12207.00,14757.00,19813.00,41
2022-03-25 19:26:14.860286,42441.00,12200.00,14750.00,19809.00,41
2022-03-25 19:26:26.879379,42444.00,12204.00,14756.00,19810.00,42
2022-03-25 19:26:38.913816,42441.00,12200.00,14754.00,19808.00,41
2022-03-25 19:26:50.933087,42432.00,12198.00,14757.00,19806.00,41
2022-03-25 19:27:02.952276,42429.00,12196.00,14757.00,19805.00,41
2022-03-25 19:27:14.971186,42412.00,12190.00,14751.00,19799.00,41
2022-03-25 19:27:27.005637,42401.00,12185.00,14748.00,19798.00,42
2022-03-25 19:27:39.024724,42399.00,12183.00,14750.00,19799.00,41
2022-03-25 19:27:51.059281,42383.00,12177.00,14746.00,19795.00,41
2022-03-25 19:28:03.078553,42377.00,12174.00,14744.00,19791.00,41
2022-03-25 19:28:15.097779,42374.00,12171.00,14745.00,19792.00,41
2022-03-25 19:28:27.132420,42366.00,12169.00,14744.00,19790.00,42
2022-03-25 19:28:39.167055,42368.00,12169.00,14746.00,19792.00,41
2022-03-25 19:28:51.186217,42368.00,12169.00,14747.00,19794.00,41
2022-03-25 19:29:03.205397,42359.00,12169.00,14750.00,19791.00,41
2022-03-25 19:29:15.224319,42365.00,12170.00,14754.00,19795.00,41
2022-03-25 19:29:27.258739,42373.00,12174.00,14754.00,19796.00,42
2022-03-25 19:29:39.277809,42383.00,12178.00,14761.00,19802.00,41
2022-03-25 19:29:51.297083,42395.00,12182.00,14764.00,19805.00,41
2022-03-25 19:30:03.331806,42409.00,12190.00,14771.00,19814.00,41
2022-03-25 19:30:15.350674,42413.00,12192.00,14777.00,19814.00,41
2022-03-25 19:30:27.369628,42430.00,12199.00,14785.00,19822.00,42
2022-03-25 19:30:39.388964,42443.00,12202.00,14787.00,19828.00,41
2022-03-25 19:30:51.423247,42444.00,12203.00,14792.00,19831.00,41
2022-03-25 19:31:03.442580,42452.00,12207.00,14795.00,19833.00,42
2022-03-25 19:31:15.461706,42451.00,12208.00,14798.00,19834.00,41
2022-03-25 19:31:27.495962,42455.00,12209.00,14798.00,19836.00,41
2022-03-25 19:31:39.515089,42455.00,12210.00,14800.00,19836.00,41
2022-03-25 19:31:51.534156,42456.00,12210.00,14801.00,19837.00,41
2022-03-25 19:32:03.568698,42447.00,12208.00,14803.00,19835.00,42
2022-03-25 19:32:15.587633,42446.00,12208.00,14804.00,19835.00,41
2022-03-25 19:32:27.606785,42435.00,12205.00,14802.00,19832.00,41
2022-03-25 19:32:39.625942,42437.00,12204.00,14802.00,19832.00,42
2022-03-25 19:32:51.660436,42432.00,12205.00,14805.00,19833.00,42
