dateTime,lightLevel
2022-03-25 19:09:27.847970,724
2022-03-25 19:09:39.882539,724
2022-03-25 19:09:51.901689,725
2022-03-25 19:10:03.920678,729
2022-03-25 19:10:15.955351,730
2022-03-25 19:10:27.974288,730
2022-03-25 19:10:39.993407,728
2022-03-25 19:10:52.012455,728
2022-03-25 19:11:04.046898,727
2022-03-25 19:11:16.065996,728
2022-03-25 19:11:28.085157,728
2022-03-25 19:11:40.104095,728
2022-03-25 19:11:52.138599,729
2022-03-25 19:12:04.157611,727
2022-03-25 19:12:16.192229,729
2022-03-25 19:12:28.211237,728
2022-03-25 19:12:40.230215,727
2022-03-25 19:12:52.249409,728
2022-03-25 19:13:04.268343,726
2022-03-25 19:13:16.302797,729
2022-03-25 19:13:28.321951,727
2022-03-25 19:13:40.341003,726
2022-03-25 19:13:52.375555,727
2022-03-25 19:14:04.394714,730
2022-03-25 19:14:16.413901,725
2022-03-25 19:14:28.432793,725
2022-03-25 19:14:40.467239,724
2022-03-25 19:14:52.486364,726
2022-03-25 19:15:04.505560,723
2022-03-25 19:15:16.524574,726
2022-03-25 19:15:28.558905,724
2022-03-25 19:15:40.578126,725
2022-03-25 19:15:52.597238,727
2022-03-25 19:16:04.616184,725
2022-03-25 19:16:16.650653,725
2022-03-25 19:16:28.669723,726
2022-03-25 19:16:40.689076,724
2022-03-25 19:16:52.708038,725
2022-03-25 19:17:04.742233,724
2022-03-25 19:17:16.761314,728
2022-03-25 19:17:28.780667,725
2022-03-25 19:17:40.815064,726
2022-03-25 19:17:52.834188,725
2022-03-25 19:18:04.853276,725
2022-03-25 19:18:16.872456,728
2022-03-25 19:18:28.907070,725
2022-03-25 19:18:40.926570,726
2022-03-25 19:18:52.960651,728
2022-03-25 19:19:04.979822,727
2022-03-25 19:19:16.998786,727
2022-03-25 19:19:29.017849,727
2022-03-25 19:19:41.036902,727
2022-03-25 19:19:53.071326,727
2022-03-25 19:20:05.090253,729
2022-03-25 19:20:17.109461,727
2022-03-25 19:20:29.128847,729
2022-03-25 19:20:41.163037,728
2022-03-25 19:20:53.182275,730
2022-03-25 19:21:05.216696,727
2022-03-25 19:21:17.235745,729
2022-03-25 19:21:29.254888,728
2022-03-25 19:21:41.273916,731
2022-03-25 19:21:53.292932,728
2022-03-25 19:22:05.327387,728
2022-03-25 19:22:17.346573,730
2022-03-25 19:22:29.381250,729
2022-03-25 19:22:41.400353,730
2022-03-25 19:22:53.419519,730
2022-03-25 19:23:05.453902,728
2022-03-25 19:23:17.473368,730
2022-03-25 19:23:29.507801,727
2022-03-25 19:23:41.527202,729
2022-03-25 19:23:53.546291,728
2022-03-25 19:24:05.565025,728
2022-03-25 19:24:17.599527,728
2022-03-25 19:24:29.618653,729
2022-03-25 19:24:41.637779,730
2022-03-25 19:24:53.672208,727
2022-03-25 19:25:05.691461,729
2022-03-25 19:25:17.710623,728
2022-03-25 19:25:29.744964,729
2022-03-25 19:25:41.763963,728
2022-03-25 19:25:53.783001,729
2022-03-25 19:26:05.802212,728
2022-03-25 19:26:17.836670,727
2022-03-25 19:26:29.855812,728
2022-03-25 19:26:41.874934,728
2022-03-25 19:26:53.894080,728
2022-03-25 19:27:05.928485,728
2022-03-25 19:27:17.947556,727
2022-03-25 19:27:29.966754,729
2022-03-25 19:27:42.001100,728
2022-03-25 19:27:54.020586,728
2022-03-25 19:28:06.054949,728
