dateTime,pm1,pm2_5,pm10
2022-03-25 19:33:32.748431,3,4,7
2022-03-25 19:33:42.767423,2,3,6
2022-03-25 19:33:52.786387,2,3,6
2022-03-25 19:34:02.805485,3,4,7
2022-03-25 19:34:12.824790,3,4,7
2022-03-25 19:34:22.843811,3,4,7
2022-03-25 19:34:32.878290,2,3,6
2022-03-25 19:34:42.897434,2,3,6
2022-03-25 19:34:52.916556,2,3,6
2022-03-25 19:35:02.935385,3,4,7
2022-03-25 19:35:12.954428,3,4,7
2022-03-25 19:35:22.973443,3,4,7
2022-03-25 19:35:32.992486,3,4,7
2022-03-25 19:35:43.011616,3,4,7
2022-03-25 19:35:53.031045,3,4,7
2022-03-25 19:36:03.049822,3,4,7
2022-03-25 19:36:13.068837,3,4,7
2022-03-25 19:36:23.088159,4,6,9
2022-03-25 19:36:33.122551,3,4,7
2022-03-25 19:36:43.141419,3,4,7
2022-03-25 19:36:53.160484,3,4,7
2022-03-25 19:37:03.179629,3,4,7
2022-03-25 19:37:13.198860,3,4,7
2022-03-25 19:37:23.217866,3,4,7
2022-03-25 19:37:33.237450,3,4,7
2022-03-25 19:37:43.255958,3,4,7
2022-03-25 19:37:53.290445,3,4,7
2022-03-25 19:38:03.309659,2,3,6
2022-03-25 19:38:13.328665,2,3,6
2022-03-25 19:38:23.347584,3,4,7
2022-03-25 19:38:33.366637,3,4,7
2022-03-25 19:38:43.385786,3,4,7
2022-03-25 19:38:53.404901,3,4,7
2022-03-25 19:39:03.439344,2,3,6
2022-03-25 19:39:13.458331,2,3,6
2022-03-25 19:39:23.477341,2,3,6
2022-03-25 19:39:33.496405,3,4,7
2022-03-25 19:39:43.515479,2,3,6
2022-03-25 19:39:53.534621,3,4,7
2022-03-25 19:40:03.553653,3,4,7
2022-03-25 19:40:13.572764,3,4,7
2022-03-25 19:40:23.591848,3,4,7
2022-03-25 19:40:33.610935,3,4,7
2022-03-25 19:40:43.645307,3,4,7
2022-03-25 19:40:53.664330,3,4,7
2022-03-25 19:41:03.683531,2,3,6
2022-03-25 19:41:13.702671,2,3,6
2022-03-25 19:41:23.721684,2,3,6
2022-03-25 19:41:33.740727,3,4,7
2022-03-25 19:41:43.759805,3,4,7
2022-03-25 19:41:53.778814,3,4,7
2022-03-25 19:42:03.813207,2,3,6
2022-03-25 19:42:13.816884,3,4,7
2022-03-25 19:42:23.851319,3,4,7
2022-03-25 19:42:33.870556,3,4,7
2022-03-25 19:42:43.889636,3,4,7
2022-03-25 19:42:53.908765,3,4,7
2022-03-25 19:43:03.927800,3,4,7
2022-03-25 19:43:13.946920,3,4,7
2022-03-25 19:43:23.981254,3,4,7
2022-03-25 19:43:34.000383,3,4,7
2022-03-25 19:43:44.019267,3,4,7
2022-03-25 19:43:54.038300,3,4,7
2022-03-25 19:44:04.057461,3,4,7
2022-03-25 19:44:14.076511,3,4,7
2022-03-25 19:44:24.095564,3,4,7
2022-03-25 19:44:34.114871,3,4,7
2022-03-25 19:44:44.134041,3,4,7
2022-03-25 19:44:54.153076,3,4,7
2022-03-25 19:45:04.187243,3,4,7
2022-03-25 19:45:14.206397,3,4,7
2022-03-25 19:45:24.225412,3,4,7
2022-03-25 19:45:34.244609,2,3,6
2022-03-25 19:45:44.263705,2,3,6
2022-03-25 19:45:54.282824,2,3,6
2022-03-25 19:46:04.301766,2,3,6
2022-03-25 19:46:14.320837,3,4,7
2022-03-25 19:46:24.339949,3,4,7
2022-03-25 19:46:34.374389,3,4,7
2022-03-25 19:46:44.393556,2,3,6
2022-03-25 19:46:54.412775,3,4,7
2022-03-25 19:47:04.431720,3,4,7
2022-03-25 19:47:14.450910,3,4,7
2022-03-25 19:47:24.470153,3,4,7
2022-03-25 19:47:34.488900,3,4,7
2022-03-25 19:47:44.507944,3,4,7
2022-03-25 19:47:54.542383,3,4,7
2022-03-25 19:48:04.561512,3,4,7
2022-03-25 19:48:14.580582,2,3,6
2022-03-25 19:48:24.599617,3,4,7
2022-03-25 19:48:34.618746,3,4,7
2022-03-25 19:48:44.637723,3,4,7
2022-03-25 19:48:54.656737,2,3,6
2022-03-25 19:49:04.676173,3,4,7
2022-03-25 19:49:14.694990,3,4,7
2022-03-25 19:49:24.729486,3,4,7
2022-03-25 19:49:34.748539,3,4,7
2022-03-25 19:49:44.767622,3,4,7
2022-03-25 19:49:54.786697,3,4,7
2022-03-25 19:50:04.805790,3,4,7
2022-03-25 19:50:14.824618,3,4,7
2022-03-25 19:50:24.843732,3,4,7
2022-03-25 19:50:34.863043,3,4,7
2022-03-25 19:50:44.881922,3,4,7
2022-03-25 19:50:54.901155,3,4,7
2022-03-25 19:51:04.935266,2,3,6
2022-03-25 19:51:14.954556,3,4,7
2022-03-25 19:51:24.973525,3,4,7
2022-03-25 19:51:34.992558,3,4,7
2022-03-25 19:51:45.011730,3,4,7
2022-03-25 19:51:55.030885,3,4,7
2022-03-25 19:52:05.049899,3,4,7
2022-03-25 19:52:15.084591,3,4,7
2022-03-25 19:52:25.103570,3,4,7
2022-03-25 19:52:35.122748,3,4,7
2022-03-25 19:52:45.141672,3,4,7
2022-03-25 19:52:55.160740,3,4,7
2022-03-25 19:53:05.179728,3,4,7
2022-03-25 19:53:15.199255,3,4,7
2022-03-25 19:53:25.217971,3,4,7
2022-03-25 19:53:35.237072,3,4,7
2022-03-25 19:53:45.271468,4,6,9
2022-03-25 19:53:55.290684,3,4,7
2022-03-25 19:54:05.309702,3,4,7
2022-03-25 19:54:15.328734,2,3,6
2022-03-25 19:54:25.347950,3,4,7
2022-03-25 19:54:35.366996,3,4,7
2022-03-25 19:54:45.386183,2,3,6
2022-03-25 19:54:55.405279,2,3,6
2022-03-25 19:55:05.424128,2,3,6
2022-03-25 19:55:15.443203,3,4,7
2022-03-25 19:55:25.477617,3,4,7
2022-03-25 19:55:35.496715,3,4,7
2022-03-25 19:55:45.515724,3,4,7
2022-03-25 19:55:55.534927,3,4,7
2022-03-25 19:56:05.553900,3,4,7
2022-03-25 19:56:15.573006,3,4,7
2022-03-25 19:56:25.607537,3,4,7
2022-03-25 19:56:35.626713,2,3,6
2022-03-25 19:56:45.645640,3,4,7
2022-03-25 19:56:55.664736,3,4,7
2022-03-25 19:57:05.683806,2,3,6
2022-03-25 19:57:15.702873,2,3,6
2022-03-25 19:57:25.721909,3,4,7
2022-03-25 19:57:35.740939,3,4,7
2022-03-25 19:57:45.760091,3,4,7
2022-03-25 19:57:55.794710,3,4,7
2022-03-25 19:58:05.813876,3,4,7
2022-03-25 19:58:15.832849,3,4,7
2022-03-25 19:58:25.851922,3,4,7
2022-03-25 19:58:35.870924,3,4,7
2022-03-25 19:58:45.890065,3,4,7
2022-03-25 19:58:55.909056,3,4,7
2022-03-25 19:59:05.928161,3,4,7
2022-03-25 19:59:15.947465,3,4,7
2022-03-25 19:59:25.966683,3,4,7
2022-03-25 19:59:36.000808,3,4,7
2022-03-25 19:59:46.019845,2,3,6
2022-03-25 19:59:56.038950,3,4,7
2022-03-25 20:00:06.058051,3,4,7
2022-03-25 20:00:16.077112,3,4,7
2022-03-25 20:00:26.096209,3,4,7
2022-03-25 20:00:36.115305,3,4,7
2022-03-25 20:00:46.134362,2,3,6
2022-03-25 20:00:56.153408,3,4,7
2022-03-25 20:01:06.187837,3,4,7
2022-03-25 20:01:16.206882,3,4,7
2022-03-25 20:01:26.226046,3,4,7
2022-03-25 20:01:36.245066,3,4,7
2022-03-25 20:01:46.264221,3,4,7
2022-03-25 20:01:56.283355,2,3,6
2022-03-25 20:02:06.302360,3,4,7
2022-03-25 20:02:16.321486,3,4,7
2022-03-25 20:02:26.340583,3,4,7
2022-03-25 20:02:36.375085,3,4,7
2022-03-25 20:02:46.394159,3,4,7
2022-03-25 20:02:56.413325,3,4,7
2022-03-25 20:03:06.432347,3,4,7
2022-03-25 20:03:16.451271,2,3,6
2022-03-25 20:03:26.470459,3,4,7
2022-03-25 20:03:36.489588,3,4,7
2022-03-25 20:03:46.508628,3,4,7
2022-03-25 20:03:56.527756,3,4,7
2022-03-25 20:04:06.562236,2,3,6
2022-03-25 20:04:16.581334,2,3,6
2022-03-25 20:04:26.600571,3,4,7
2022-03-25 20:04:36.619722,3,4,7
2022-03-25 20:04:46.638740,3,4,7
2022-03-25 20:04:56.657782,3,4,7
2022-03-25 20:05:06.676796,3,4,7
2022-03-25 20:05:16.695854,3,4,7
2022-03-25 20:05:26.715018,4,6,9
2022-03-25 20:05:36.733934,4,5,8
2022-03-25 20:05:46.768410,3,4,7
2022-03-25 20:05:56.787429,3,4,7
2022-03-25 20:06:06.806622,3,4,7
2022-03-25 20:06:16.825585,3,4,7
2022-03-25 20:06:26.844790,3,4,7
2022-03-25 20:06:36.863956,3,4,7
2022-03-25 20:06:46.898392,3,4,7
2022-03-25 20:06:56.917480,3,4,7
2022-03-25 20:07:06.936456,3,4,7
2022-03-25 20:07:16.955564,3,4,7
2022-03-25 20:07:26.974695,3,4,7
2022-03-25 20:07:36.993683,3,4,7
2022-03-25 20:07:47.012670,3,4,7
2022-03-25 20:07:57.031721,3,4,7
2022-03-25 20:08:07.050892,3,4,7
2022-03-25 20:08:17.069914,3,4,7
2022-03-25 20:08:27.088996,4,5,8
2022-03-25 20:08:37.123435,4,5,8
2022-03-25 20:08:47.142641,4,5,8
2022-03-25 20:08:57.161688,4,5,8
2022-03-25 20:09:07.180724,3,4,7
2022-03-25 20:09:17.200030,3,4,7
2022-03-25 20:09:27.219275,3,4,7
2022-03-25 20:09:37.238347,3,4,7
2022-03-25 20:09:47.257373,3,4,7
2022-03-25 20:09:57.276217,3,4,7
2022-03-25 20:10:07.295128,3,4,7
2022-03-25 20:10:17.329458,3,4,7
2022-03-25 20:10:27.348576,3,4,7
2022-03-25 20:10:37.367801,3,4,7
2022-03-25 20:10:47.387001,3,4,7
2022-03-25 20:10:57.405963,3,4,7
2022-03-25 20:11:07.440577,3,4,7
2022-03-25 20:11:17.459619,3,4,7
2022-03-25 20:11:27.478621,3,4,7
2022-03-25 20:11:37.497682,3,4,7
2022-03-25 20:11:47.516736,3,4,7
2022-03-25 20:11:57.535734,3,4,7
2022-03-25 20:12:07.554935,3,4,7
2022-03-25 20:12:17.574035,3,4,7
2022-03-25 20:12:27.593051,3,4,7
2022-03-25 20:12:37.612074,3,4,7
2022-03-25 20:12:47.631182,3,4,7
2022-03-25 20:12:57.650221,3,4,7
2022-03-25 20:13:07.684688,3,4,7
2022-03-25 20:13:17.703733,3,4,7
2022-03-25 20:13:27.722942,3,4,7
2022-03-25 20:13:37.742105,3,4,7
2022-03-25 20:13:47.761142,3,4,7
2022-03-25 20:13:57.780287,3,4,7
2022-03-25 20:14:07.814720,3,4,7
2022-03-25 20:14:17.833712,3,4,7
2022-03-25 20:14:27.852689,3,4,7
2022-03-25 20:14:37.871719,3,4,7
2022-03-25 20:14:47.891048,3,4,7
2022-03-25 20:14:57.909944,3,4,7
2022-03-25 20:15:07.928990,3,4,7
2022-03-25 20:15:17.948252,3,4,7
2022-03-25 20:15:27.982724,3,4,7
2022-03-25 20:15:38.001731,3,4,7
2022-03-25 20:15:48.020770,3,4,7
2022-03-25 20:15:58.039857,3,4,7
2022-03-25 20:16:08.058923,3,4,7
2022-03-25 20:16:18.078109,3,4,7
2022-03-25 20:16:28.097160,3,4,7
2022-03-25 20:16:38.116287,2,3,6
2022-03-25 20:16:48.135422,3,4,7
2022-03-25 20:16:58.169823,3,4,7
2022-03-25 20:17:08.188921,3,4,7
2022-03-25 20:17:18.207953,3,4,7
2022-03-25 20:17:28.227091,3,4,7
2022-03-25 20:17:38.246273,3,4,7
2022-03-25 20:17:48.265478,3,4,7
2022-03-25 20:17:58.284387,4,6,9
2022-03-25 20:18:08.303559,4,5,8
2022-03-25 20:18:18.337924,3,4,7
2022-03-25 20:18:28.356993,3,4,7
2022-03-25 20:18:38.376169,3,4,7
2022-03-25 20:18:48.395337,3,4,7
2022-03-25 20:18:58.414323,3,4,7
2022-03-25 20:19:08.433547,3,4,7
2022-03-25 20:19:18.452550,4,6,9
2022-03-25 20:19:28.471737,4,6,9
2022-03-25 20:19:38.506146,4,5,8
2022-03-25 20:19:48.525160,3,4,7
2022-03-25 20:19:58.544194,3,4,7
2022-03-25 20:20:08.563360,3,4,7
2022-03-25 20:20:18.582574,3,4,7
2022-03-25 20:20:28.601561,3,4,7
2022-03-25 20:20:38.620778,3,4,7
2022-03-25 20:20:48.639719,3,4,7
2022-03-25 20:20:58.658875,3,4,7
2022-03-25 20:21:08.693269,3,4,7
2022-03-25 20:21:18.712391,3,4,7
