dateTime,infraRed,red,green,blue,proximity
2022-03-25 19:09:31.343115,42849.00,11939.00,14364.00,18102.00,35
2022-03-25 19:09:43.329304,42842.00,11939.00,14364.00,18103.00,35
2022-03-25 19:09:55.330688,42831.00,11935.00,14361.00,18098.00,35
2022-03-25 19:10:07.316780,42825.00,11934.00,14361.00,18098.00,35
2022-03-25 19:10:19.318099,42821.00,11931.00,14360.00,18095.00,35
2022-03-25 19:10:31.304167,42820.00,11930.00,14360.00,18097.00,35
2022-03-25 19:10:43.305744,42814.00,11928.00,14360.00,18096.00,34
2022-03-25 19:10:55.291776,42807.00,11927.00,14361.00,18096.00,35
2022-03-25 19:11:07.293392,42805.00,11926.00,14362.00,18097.00,35
2022-03-25 19:11:19.294807,42810.00,11928.00,14363.00,18096.00,34
2022-03-25 19:11:31.281042,42811.00,11929.00,14366.00,18099.00,35
2022-03-25 19:11:43.282178,42809.00,11929.00,14366.00,18098.00,35
2022-03-25 19:11:55.268651,42813.00,11932.00,14369.00,18102.00,35
2022-03-25 19:12:07.270252,42816.00,11935.00,14373.00,18104.00,34
2022-03-25 19:12:19.271694,42822.00,11937.00,14376.00,18106.00,35
2022-03-25 19:12:31.258030,42830.00,11940.00,14379.00,18109.00,34
2022-03-25 19:12:43.259395,42832.00,11941.00,14381.00,18112.00,35
2022-03-25 19:12:55.260922,42834.00,11943.00,14385.00,18111.00,35
2022-03-25 19:13:07.247129,42846.00,11949.00,14391.00,18118.00,34
2022-03-25 19:13:19.248270,42846.00,11950.00,14392.00,18121.00,35
2022-03-25 19:13:31.234467,42856.00,11954.00,14399.00,18127.00,34
2022-03-25 19:13:43.220516,42868.00,11955.00,14403.00,18129.00,35
2022-03-25 19:13:55.221801,42882.00,11961.00,14410.00,18137.00,35
2022-03-25 19:14:07.208103,42892.00,11965.00,14415.00,18142.00,35
2022-03-25 19:14:19.209448,42895.00,11968.00,14418.00,18143.00,35
2022-03-25 19:14:31.195475,42912.00,11971.00,14425.00,18151.00,34
2022-03-25 19:14:43.197056,42920.00,11975.00,14430.00,18157.00,35
2022-03-25 19:14:55.198420,42927.00,11980.00,14435.00,18161.00,35
2022-03-25 19:15:07.200117,42940.00,11985.00,14442.00,18166.00,35
2022-03-25 19:15:19.186600,42953.00,11988.00,14447.00,18170.00,35
2022-03-25 19:15:31.188189,42958.00,11990.00,14451.00,18175.00,35
2022-03-25 19:15:43.189479,42972.00,11994.00,14458.00,18181.00,35
2022-03-25 19:15:55.175674,42980.00,11996.00,14462.00,18187.00,35
2022-03-25 19:16:07.176906,42985.00,11998.00,14466.00,18193.00,35
2022-03-25 19:16:19.163404,42995.00,12000.00,14471.00,18195.00,35
2022-03-25 19:16:31.164775,42997.00,12001.00,14474.00,18201.00,34
2022-03-25 19:16:43.165997,43004.00,12003.00,14478.00,18204.00,35
2022-03-25 19:16:55.152298,43007.00,12004.00,14482.00,18208.00,35
2022-03-25 19:17:07.153478,43009.00,12002.00,14483.00,18209.00,34
2022-03-25 19:17:19.139568,43013.00,12005.00,14487.00,18214.00,34
2022-03-25 19:17:31.141314,43023.00,12008.00,14492.00,18218.00,34
2022-03-25 19:17:43.127366,43021.00,12008.00,14494.00,18217.00,35
2022-03-25 19:17:55.128902,43028.00,12009.00,14497.00,18222.00,35
2022-03-25 19:18:07.130140,43029.00,12009.00,14499.00,18224.00,34
2022-03-25 19:18:19.116410,43036.00,12011.00,14503.00,18227.00,35
2022-03-25 19:18:31.117840,43037.00,12011.00,14504.00,18231.00,34
2022-03-25 19:18:43.104177,43037.00,12012.00,14508.00,18234.00,35
2022-03-25 19:18:55.106000,43044.00,12012.00,14510.00,18238.00,35
2022-03-25 19:19:07.107239,43039.00,12009.00,14509.00,18237.00,35
2022-03-25 19:19:19.093544,43046.00,12014.00,14515.00,18240.00,34
2022-03-25 19:19:31.094900,43053.00,12016.00,14519.00,18244.00,35
2022-03-25 19:19:43.081303,43046.00,12014.00,14519.00,18244.00,35
2022-03-25 19:19:55.082590,43048.00,12014.00,14521.00,18243.00,35
2022-03-25 19:20:07.083993,43043.00,12012.00,14520.00,18244.00,35
2022-03-25 19:20:19.070252,43038.00,12009.00,14520.00,18242.00,35
2022-03-25 19:20:31.071659,43028.00,12006.00,14521.00,18244.00,35
2022-03-25 19:20:43.057959,43024.00,12004.00,14520.00,18243.00,35
2022-03-25 19:20:55.059430,43019.00,12000.00,14520.00,18243.00,35
2022-03-25 19:21:07.060780,43021.00,11999.00,14520.00,18244.00,35
2022-03-25 19:21:19.046821,43012.00,11995.00,14520.00,18244.00,35
2022-03-25 19:21:31.048034,43020.00,11994.00,14523.00,18248.00,35
2022-03-25 19:21:43.034635,43010.00,11992.00,14521.00,18246.00,35
2022-03-25 19:21:55.035716,43005.00,11988.00,14522.00,18246.00,35
2022-03-25 19:22:07.021932,42997.00,11984.00,14520.00,18247.00,35
2022-03-25 19:22:19.023346,42989.00,11981.00,14519.00,18245.00,35
2022-03-25 19:22:31.009613,42993.00,11980.00,14521.00,18249.00,34
2022-03-25 19:22:43.011207,42986.00,11976.00,14520.00,18250.00,35
2022-03-25 19:22:55.012356,42979.00,11974.00,14520.00,18249.00,35
2022-03-25 19:23:06.998564,42980.00,11974.00,14522.00,18252.00,35
2022-03-25 19:23:19.000255,42978.00,11971.00,14522.00,18253.00,35
2022-03-25 19:23:30.986546,42970.00,11967.00,14521.00,18251.00,35
2022-03-25 19:23:42.988123,42967.00,11965.00,14520.00,18250.00,34
2022-03-25 19:23:54.989547,42962.00,11963.00,14520.00,18251.00,35
2022-03-25 19:24:06.991040,42959.00,11961.00,14521.00,18249.00,35
2022-03-25 19:24:18.977502,42954.00,11959.00,14521.00,18249.00,35
2022-03-25 19:24:30.979107,42944.00,11956.00,14519.00,18248.00,35
2022-03-25 19:24:42.980550,42947.00,11955.00,14522.00,18251.00,35
2022-03-25 19:24:54.966842,42941.00,11953.00,14521.00,18252.00,35
2022-03-25 19:25:06.968292,42931.00,11950.00,14519.00,18248.00,35
2022-03-25 19:25:18.969709,42924.00,11945.00,14517.00,18244.00,35
2022-03-25 19:25:30.956187,42919.00,11945.00,14518.00,18248.00,35
2022-03-25 19:25:42.957506,42917.00,11942.00,14519.00,18246.00,35
2022-03-25 19:25:54.943685,42909.00,11938.00,14516.00,18244.00,35
2022-03-25 19:26:06.944840,42881.00,11925.00,14504.00,18239.00,35
2022-03-25 19:26:18.946411,42883.00,11929.00,14509.00,18239.00,34
2022-03-25 19:26:30.932576,42883.00,11928.00,14511.00,18241.00,34
2022-03-25 19:26:42.934295,42874.00,11923.00,14508.00,18236.00,35
2022-03-25 19:26:54.935792,42859.00,11920.00,14506.00,18232.00,35
2022-03-25 19:27:06.921916,42851.00,11916.00,14503.00,18229.00,35
2022-03-25 19:27:18.923259,42842.00,11911.00,14501.00,18227.00,35
2022-03-25 19:27:30.909497,42832.00,11906.00,14499.00,18226.00,35
2022-03-25 19:27:42.911046,42816.00,11900.00,14494.00,18220.00,35
2022-03-25 19:27:54.897085,42809.00,11895.00,14493.00,18221.00,35
2022-03-25 19:28:06.898724,42799.00,11893.00,14491.00,18217.00,34
2022-03-25 19:28:18.884812,42798.00,11891.00,14491.00,18219.00,35
2022-03-25 19:28:30.886107,42793.00,11889.00,14490.00,18218.00,35
2022-03-25 19:28:42.887729,42788.00,11887.00,14490.00,18217.00,35
2022-03-25 19:28:54.873834,42786.00,11887.00,14492.00,18219.00,35
2022-03-25 19:29:06.875150,42787.00,11887.00,14494.00,18218.00,35
2022-03-25 19:29:18.861413,42787.00,11887.00,14494.00,18222.00,35
2022-03-25 19:29:30.862572,42797.00,11891.00,14501.00,18224.00,35
2022-03-25 19:29:42.848930,42805.00,11894.00,14504.00,18227.00,35
2022-03-25 19:29:54.850334,42808.00,11897.00,14507.00,18232.00,35
2022-03-25 19:30:06.836565,42823.00,11903.00,14514.00,18235.00,35
2022-03-25 19:30:18.837695,42824.00,11905.00,14516.00,18237.00,35
2022-03-25 19:30:30.824047,42833.00,11909.00,14523.00,18243.00,35
2022-03-25 19:30:42.825425,42838.00,11913.00,14526.00,18248.00,35
2022-03-25 19:30:54.811346,42841.00,11913.00,14527.00,18247.00,35
2022-03-25 19:31:06.812947,42846.00,11915.00,14531.00,18250.00,35
2022-03-25 19:31:18.814561,42845.00,11917.00,14532.00,18250.00,35
2022-03-25 19:31:30.800997,42842.00,11916.00,14534.00,18250.00,35
2022-03-25 19:31:42.802295,42841.00,11914.00,14533.00,18248.00,35
2022-03-25 19:31:54.788380,42842.00,11915.00,14536.00,18252.00,35
2022-03-25 19:32:06.789671,42841.00,11913.00,14536.00,18250.00,34
2022-03-25 19:32:18.776155,42833.00,11913.00,14535.00,18249.00,35
2022-03-25 19:32:30.777441,42829.00,11910.00,14535.00,18248.00,35
2022-03-25 19:32:42.763767,42823.00,11910.00,14537.00,18248.00,35
2022-03-25 19:32:54.765325,42818.00,11907.00,14535.00,18247.00,35
2022-03-25 19:33:06.766697,42811.00,11906.00,14534.00,18246.00,35
2022-03-25 19:33:18.752786,42804.00,11903.00,14534.00,18244.00,35
2022-03-25 19:33:30.754345,42803.00,11902.00,14535.00,18241.00,35
2022-03-25 19:33:42.740665,42786.00,11899.00,14533.00,18239.00,35
2022-03-25 19:33:54.742191,42778.00,11896.00,14531.00,18238.00,35
2022-03-25 19:34:06.728180,42770.00,11893.00,14532.00,18235.00,35
2022-03-25 19:34:18.729691,42766.00,11893.00,14533.00,18235.00,35
2022-03-25 19:34:30.730734,42761.00,11890.00,14532.00,18235.00,35
2022-03-25 19:34:42.717175,42755.00,11889.00,14533.00,18232.00,35
2022-03-25 19:34:54.718335,42752.00,11886.00,14533.00,18233.00,35
2022-03-25 19:35:06.704851,42744.00,11885.00,14532.00,18232.00,35
2022-03-25 19:35:18.706496,42747.00,11885.00,14535.00,18235.00,35
2022-03-25 19:35:30.708002,42747.00,11883.00,14536.00,18235.00,36
2022-03-25 19:35:42.694276,42738.00,11880.00,14533.00,18234.00,35
2022-03-25 19:35:54.695410,42730.00,11878.00,14534.00,18233.00,35
2022-03-25 19:36:06.681662,42716.00,11873.00,14532.00,18231.00,33
2022-03-25 19:36:18.683119,42717.00,11872.00,14533.00,18232.00,34
2022-03-25 19:36:30.684588,42702.00,11867.00,14529.00,18226.00,35
2022-03-25 19:36:42.670849,42693.00,11863.00,14527.00,18225.00,35
2022-03-25 19:36:54.672457,42684.00,11859.00,14526.00,18224.00,35
2022-03-25 19:37:06.673908,42679.00,11857.00,14526.00,18225.00,35
2022-03-25 19:37:18.660241,42661.00,11853.00,14523.00,18218.00,35
2022-03-25 19:37:30.661760,42661.00,11851.00,14523.00,18219.00,35
2022-03-25 19:37:42.647880,42650.00,11847.00,14520.00,18215.00,34
2022-03-25 19:37:54.649540,42638.00,11844.00,14518.00,18211.00,35
2022-03-25 19:38:06.651148,42638.00,11843.00,14519.00,18213.00,35
2022-03-25 19:38:18.637372,42626.00,11840.00,14518.00,18210.00,35
2022-03-25 19:38:30.639186,42618.00,11839.00,14518.00,18208.00,35
2022-03-25 19:38:42.640459,42617.00,11839.00,14520.00,18209.00,35
2022-03-25 19:38:54.626803,42609.00,11837.00,14519.00,18206.00,35
2022-03-25 19:39:06.628272,42599.00,11834.00,14518.00,18204.00,35
2022-03-25 19:39:18.629478,42608.00,11835.00,14522.00,18205.00,35
2022-03-25 19:39:30.615882,42604.00,11834.00,14521.00,18201.00,35
