dateTime,powerMode
2022-03-25 19:15:18.290620,6
2022-03-25 19:22:32.033061,6
2022-03-25 19:29:44.871643,6
2022-03-25 19:29:44.873192,6
2022-03-25 19:30:19.875910,6
2022-03-25 19:38:22.783658,5
2022-03-25 19:38:27.785628,5
2022-03-25 19:46:10.956639,5
2022-03-25 19:46:35.960711,5
2022-03-25 19:46:45.960980,5
2022-03-25 19:54:12.725290,5
2022-03-25 19:54:32.726291,5
2022-03-25 20:03:13.365422,5
2022-03-25 20:15:47.543668,5
2022-03-25 20:23:03.176385,5
2022-03-25 20:23:38.183256,5
2022-03-25 20:24:03.176100,5
2022-03-25 20:24:08.184025,5
2022-03-25 20:24:08.186278,5
2022-03-25 20:38:00.310193,5
