dateTime,shuntVoltageBattery,busVoltageBattery,currentBattery,powerBattery,shuntVoltageSolar,busVoltageSolar,currentSolar,powerSolar
2022-03-25 19:15:54.430667,-19.860000610351562,3.640000104904175,-210.8000030517578,720.0,34.880001068115234,5.263999938964844,348.1000061035156,1836.0
2022-03-25 19:23:08.181332,-22.079999923706055,3.6480000019073486,-204.1999969482422,744.0,35.709999084472656,5.144000053405762,357.29998779296875,1836.0
2022-03-25 19:30:56.023216,-21.170000076293945,3.640000104904175,-203.8000030517578,740.0,37.47999954223633,4.9120001792907715,374.1000061035156,1838.0
2022-03-25 19:39:03.943405,-20.420000076293945,3.619999885559082,-205.5,744.0,37.16999816894531,4.940000057220459,371.3999938964844,1832.0
2022-03-25 19:47:22.106991,-20.399999618530273,3.640000104904175,-215.6999969482422,748.0,37.68000030517578,4.888000011444092,376.70001220703125,1842.0
2022-03-25 19:55:08.863314,-19.420000076293945,3.6480000019073486,-198.3000030517578,704.0,36.869998931884766,4.855999946594238,367.70001220703125,1786.0
2022-03-25 20:03:49.509937,-19.81999969482422,3.640000104904175,-186.10000610351562,678.0,36.43000030517578,4.8480000495910645,363.3999938964844,1766.0
2022-03-25 20:16:23.688471,-20.030000686645508,3.6440000534057617,-188.3000030517578,730.0,36.75,4.8520002365112305,368.70001220703125,1790.0
2022-03-25 20:24:54.334684,-18.8799991607666,3.6559998989105225,-200.6999969482422,684.0,36.720001220703125,4.8520002365112305,366.5,1780.0
2022-03-25 20:38:36.452237,-17.6200008392334,3.6519999504089355,-178.89999389648438,636.0,34.959999084472656,4.835999965667725,349.3999938964844,1690.0
